,Direct Harassment corr coeff,Direct Harassment p-val,Hate Speech corr coeff,Hate Speech p-val,Others corr coeff,Others p-val,Sexual Harassment corr coeff,Sexual Harassment p-val,Toxic corr coeff,Toxic p-val,Trolling corr coeff,Trolling p-val
noun intj num emoji,,,,,,,,,,,,
noun intj num noun,,,,,,,,,,,,
noun intj pron,,,,,,,,,,,,
noun intj pron verb,,,,,,,,,,,,
noun intj verb,,,,,,,,,,,,
noun intj verb adv,,,,,,,,,,,,
noun intj verb verb,,,,,,,,,,,,
noun noun,0.7745966692414834,0.07048399691021993,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,0.46475800154489,0.3530568618495133,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465
noun noun adj,,,,,,,,,,,,
noun noun adj adj,,,,,,,,,,,,
noun noun adj emoji,,,,,,,,,,,,
noun noun adj noun,,,,,,,,,,,,
noun noun adj pron,,,,,,,,,,,,
noun noun adj verb,,,,,,,,,,,,
noun noun adp,,,,,,,,,,,,
noun noun adp noun,,,,,,,,,,,,
noun noun adp verb,,,,,,,,,,,,
noun noun adv,,,,,,,,,,,,
noun noun adv adj,,,,,,,,,,,,
noun noun adv adv,,,,,,,,,,,,
noun noun adv noun,,,,,,,,,,,,
noun noun adv pron,,,,,,,,,,,,
noun noun adv verb,,,,,,,,,,,,
noun noun emoji,,,,,,,,,,,,
noun noun emoji num,,,,,,,,,,,,
noun noun intj,,,,,,,,,,,,
noun noun intj adv,,,,,,,,,,,,
noun noun intj noun,,,,,,,,,,,,
noun noun intj num,,,,,,,,,,,,
noun noun noun,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704
noun noun noun adj,,,,,,,,,,,,
noun noun noun adp,,,,,,,,,,,,
noun noun noun adv,,,,,,,,,,,,
noun noun noun emoji,,,,,,,,,,,,
noun noun noun intj,,,,,,,,,,,,
noun noun noun noun,,,,,,,,,,,,
noun noun noun num,,,,,,,,,,,,
noun noun noun pron,,,,,,,,,,,,
noun noun noun propn,,,,,,,,,,,,
noun noun noun verb,,,,,,,,,,,,
noun noun num,,,,,,,,,,,,
noun noun num adj,,,,,,,,,,,,
noun noun num noun,,,,,,,,,,,,
noun noun num num,,,,,,,,,,,,
noun noun num propn,,,,,,,,,,,,
noun noun num verb,,,,,,,,,,,,
noun noun pron,,,,,,,,,,,,
noun noun pron adj,,,,,,,,,,,,
noun noun pron adv,,,,,,,,,,,,
noun noun pron propn,,,,,,,,,,,,
noun noun pron verb,,,,,,,,,,,,
noun noun propn,,,,,,,,,,,,
noun noun propn adj,,,,,,,,,,,,
noun noun propn noun,,,,,,,,,,,,
noun noun propn propn,,,,,,,,,,,,
noun noun propn verb,,,,,,,,,,,,
noun noun verb,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
noun noun verb adj,,,,,,,,,,,,
noun noun verb adp,,,,,,,,,,,,
noun noun verb adv,,,,,,,,,,,,
noun noun verb emoji,,,,,,,,,,,,
noun noun verb noun,,,,,,,,,,,,
noun noun verb num,,,,,,,,,,,,
noun noun verb pron,,,,,,,,,,,,
noun noun verb propn,,,,,,,,,,,,
noun noun verb verb,,,,,,,,,,,,
noun num,,,,,,,,,,,,
noun num adj,,,,,,,,,,,,
noun num adj noun,,,,,,,,,,,,
noun num emoji,,,,,,,,,,,,
noun num noun,,,,,,,,,,,,
noun num noun emoji,,,,,,,,,,,,
noun num noun noun,,,,,,,,,,,,
noun num noun num,,,,,,,,,,,,
noun num noun pron,,,,,,,,,,,,
noun num noun verb,,,,,,,,,,,,
noun num num,,,,,,,,,,,,
noun num num noun,,,,,,,,,,,,
noun num num pron,,,,,,,,,,,,
noun num pron,,,,,,,,,,,,
noun num pron verb,,,,,,,,,,,,
noun num propn,,,,,,,,,,,,
noun num propn adj,,,,,,,,,,,,
noun num propn noun,,,,,,,,,,,,
noun num propn num,,,,,,,,,,,,
noun num propn propn,,,,,,,,,,,,
noun num verb,,,,,,,,,,,,
noun num verb noun,,,,,,,,,,,,
noun num verb propn,,,,,,,,,,,,
noun pron,,,,,,,,,,,,
noun pron adj,,,,,,,,,,,,
noun pron adj noun,,,,,,,,,,,,
noun pron adj pron,,,,,,,,,,,,
noun pron adj verb,,,,,,,,,,,,
noun pron adv,,,,,,,,,,,,
noun pron adv adj,,,,,,,,,,,,
noun pron adv intj,,,,,,,,,,,,
noun pron adv pron,,,,,,,,,,,,
noun pron adv propn,,,,,,,,,,,,
noun pron adv verb,,,,,,,,,,,,
noun pron emoji,,,,,,,,,,,,
noun pron emoji num,,,,,,,,,,,,
noun pron noun,,,,,,,,,,,,
noun pron noun pron,,,,,,,,,,,,
noun pron noun verb,,,,,,,,,,,,
noun pron num,,,,,,,,,,,,
noun pron num noun,,,,,,,,,,,,
noun pron propn,,,,,,,,,,,,
noun pron propn noun,,,,,,,,,,,,
noun pron propn propn,,,,,,,,,,,,
noun pron verb,,,,,,,,,,,,
noun pron verb adj,,,,,,,,,,,,
noun pron verb adp,,,,,,,,,,,,
noun pron verb adv,,,,,,,,,,,,
noun pron verb intj,,,,,,,,,,,,
noun pron verb noun,,,,,,,,,,,,
noun pron verb num,,,,,,,,,,,,
noun pron verb pron,,,,,,,,,,,,
noun pron verb propn,,,,,,,,,,,,
noun pron verb verb,,,,,,,,,,,,
noun propn,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
noun propn adj,,,,,,,,,,,,
noun propn adj adj,,,,,,,,,,,,
noun propn adj propn,,,,,,,,,,,,
noun propn adj verb,,,,,,,,,,,,
noun propn adv,,,,,,,,,,,,
noun propn adv adp,,,,,,,,,,,,
noun propn adv verb,,,,,,,,,,,,
noun propn emoji,,,,,,,,,,,,
noun propn emoji emoji,,,,,,,,,,,,
noun propn emoji num,,,,,,,,,,,,
noun propn emoji verb,,,,,,,,,,,,
noun propn noun,,,,,,,,,,,,
noun propn noun emoji,,,,,,,,,,,,
noun propn noun noun,,,,,,,,,,,,
noun propn noun pron,,,,,,,,,,,,
noun propn noun propn,,,,,,,,,,,,
noun propn noun verb,,,,,,,,,,,,
noun propn num,,,,,,,,,,,,
noun propn num noun,,,,,,,,,,,,
noun propn pron,,,,,,,,,,,,
noun propn pron verb,,,,,,,,,,,,
noun propn propn,,,,,,,,,,,,
noun propn propn adj,,,,,,,,,,,,
noun propn propn noun,,,,,,,,,,,,
noun propn propn num,,,,,,,,,,,,
noun propn propn propn,,,,,,,,,,,,
noun propn propn verb,,,,,,,,,,,,
noun propn verb,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
noun propn verb adp,,,,,,,,,,,,
noun propn verb adv,,,,,,,,,,,,
noun propn verb noun,,,,,,,,,,,,
noun propn verb pron,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
noun propn verb propn,,,,,,,,,,,,
noun propn verb verb,,,,,,,,,,,,
noun verb,0.7745966692414834,0.07048399691021993,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,0.46475800154489,0.3530568618495133
noun verb adj,,,,,,,,,,,,
noun verb adj adj,,,,,,,,,,,,
noun verb adj noun,,,,,,,,,,,,
noun verb adj pron,,,,,,,,,,,,
noun verb adj propn,,,,,,,,,,,,
noun verb adj verb,,,,,,,,,,,,
noun verb adp,,,,,,,,,,,,
noun verb adp noun,,,,,,,,,,,,
noun verb adp verb,,,,,,,,,,,,
noun verb adv,,,,,,,,,,,,
noun verb adv adj,,,,,,,,,,,,
noun verb adv noun,,,,,,,,,,,,
noun verb adv num,,,,,,,,,,,,
noun verb adv propn,,,,,,,,,,,,
noun verb adv verb,,,,,,,,,,,,
noun verb emoji,,,,,,,,,,,,
noun verb emoji emoji,,,,,,,,,,,,
noun verb emoji num,,,,,,,,,,,,
noun verb intj,,,,,,,,,,,,
noun verb intj noun,,,,,,,,,,,,
noun verb noun,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
noun verb noun adj,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
noun verb noun adv,,,,,,,,,,,,
noun verb noun emoji,,,,,,,,,,,,
noun verb noun noun,,,,,,,,,,,,
noun verb noun num,,,,,,,,,,,,
noun verb noun pron,,,,,,,,,,,,
noun verb noun propn,,,,,,,,,,,,
noun verb noun verb,,,,,,,,,,,,
noun verb num,,,,,,,,,,,,
noun verb num adj,,,,,,,,,,,,
noun verb num emoji,,,,,,,,,,,,
noun verb num noun,,,,,,,,,,,,
noun verb num num,,,,,,,,,,,,
noun verb pron,,,,,,,,,,,,
noun verb pron adj,,,,,,,,,,,,
noun verb pron adv,,,,,,,,,,,,
noun verb pron intj,,,,,,,,,,,,
noun verb pron noun,,,,,,,,,,,,
noun verb pron verb,,,,,,,,,,,,
noun verb propn,,,,,,,,,,,,
noun verb propn adp,,,,,,,,,,,,
noun verb propn adv,,,,,,,,,,,,
noun verb propn emoji,,,,,,,,,,,,
noun verb propn noun,,,,,,,,,,,,
noun verb propn num,,,,,,,,,,,,
noun verb propn propn,,,,,,,,,,,,
noun verb propn verb,,,,,,,,,,,,
noun verb verb,,,,,,,,,,,,
noun verb verb adj,,,,,,,,,,,,
noun verb verb adp,,,,,,,,,,,,
noun verb verb noun,,,,,,,,,,,,
noun verb verb num,,,,,,,,,,,,
noun verb verb pron,,,,,,,,,,,,
noun verb verb propn,,,,,,,,,,,,
noun verb verb verb,,,,,,,,,,,,
num adj,,,,,,,,,,,,
num adj noun,,,,,,,,,,,,
num adj noun adj,,,,,,,,,,,,
num adj noun adv,,,,,,,,,,,,
num adj noun noun,,,,,,,,,,,,
num adj verb,,,,,,,,,,,,
num adj verb num,,,,,,,,,,,,
num adp,,,,,,,,,,,,
num adp noun,,,,,,,,,,,,
num emoji,,,,,,,,,,,,
num emoji emoji,,,,,,,,,,,,
num intj,,,,,,,,,,,,
num intj pron,,,,,,,,,,,,
num intj pron adj,,,,,,,,,,,,
num noun,,,,,,,,,,,,
num noun adj,,,,,,,,,,,,
num noun adj adv,,,,,,,,,,,,
num noun adj noun,,,,,,,,,,,,
num noun adj propn,,,,,,,,,,,,
num noun adj verb,,,,,,,,,,,,
num noun adp,,,,,,,,,,,,
num noun adp noun,,,,,,,,,,,,
num noun adp num,,,,,,,,,,,,
num noun adp propn,,,,,,,,,,,,
num noun adv,,,,,,,,,,,,
num noun adv adj,,,,,,,,,,,,
num noun adv adv,,,,,,,,,,,,
num noun adv emoji,,,,,,,,,,,,
num noun emoji,,,,,,,,,,,,
num noun noun,,,,,,,,,,,,
num noun noun adj,,,,,,,,,,,,
num noun noun adp,,,,,,,,,,,,
num noun noun adv,,,,,,,,,,,,
num noun noun emoji,,,,,,,,,,,,
num noun noun intj,,,,,,,,,,,,
num noun noun noun,,,,,,,,,,,,
num noun noun num,,,,,,,,,,,,
num noun noun propn,,,,,,,,,,,,
num noun noun verb,,,,,,,,,,,,
num noun num,,,,,,,,,,,,
num noun num noun,,,,,,,,,,,,
num noun pron,,,,,,,,,,,,
num noun pron adj,,,,,,,,,,,,
num noun pron propn,,,,,,,,,,,,
num noun pron verb,,,,,,,,,,,,
num noun propn,,,,,,,,,,,,
num noun propn noun,,,,,,,,,,,,
num noun propn propn,,,,,,,,,,,,
num noun verb,,,,,,,,,,,,
num noun verb adj,,,,,,,,,,,,
num noun verb adv,,,,,,,,,,,,
num noun verb noun,,,,,,,,,,,,
num noun verb num,,,,,,,,,,,,
num noun verb propn,,,,,,,,,,,,
num noun verb verb,,,,,,,,,,,,
num num,,,,,,,,,,,,
num num noun,,,,,,,,,,,,
num num noun adj,,,,,,,,,,,,
num num noun adv,,,,,,,,,,,,
num num noun noun,,,,,,,,,,,,
num num noun propn,,,,,,,,,,,,
num num num,,,,,,,,,,,,
num num num noun,,,,,,,,,,,,
num num pron,,,,,,,,,,,,
num pron,,,,,,,,,,,,
num pron verb,,,,,,,,,,,,
num pron verb verb,,,,,,,,,,,,
num propn,,,,,,,,,,,,
num propn adj,,,,,,,,,,,,
num propn adj noun,,,,,,,,,,,,
num propn intj,,,,,,,,,,,,
num propn noun,,,,,,,,,,,,
num propn noun propn,,,,,,,,,,,,
num propn num,,,,,,,,,,,,
num propn num noun,,,,,,,,,,,,
num propn num propn,,,,,,,,,,,,
num propn propn,,,,,,,,,,,,
num propn propn adj,,,,,,,,,,,,
num verb,,,,,,,,,,,,
num verb noun,,,,,,,,,,,,
num verb noun num,,,,,,,,,,,,
num verb num,,,,,,,,,,,,
num verb num noun,,,,,,,,,,,,
num verb num verb,,,,,,,,,,,,
num verb propn,,,,,,,,,,,,
num verb propn adv,,,,,,,,,,,,
num verb propn propn,,,,,,,,,,,,
pron adj,,,,,,,,,,,,
pron adj adj,,,,,,,,,,,,
pron adj adj noun,,,,,,,,,,,,
pron adj adv,,,,,,,,,,,,
pron adj adv verb,,,,,,,,,,,,
pron adj intj,,,,,,,,,,,,
pron adj intj adv,,,,,,,,,,,,
pron adj noun,,,,,,,,,,,,
pron adj noun noun,,,,,,,,,,,,
pron adj noun pron,,,,,,,,,,,,
pron adj noun propn,,,,,,,,,,,,
pron adj noun verb,,,,,,,,,,,,
pron adj pron,,,,,,,,,,,,
pron adj pron adp,,,,,,,,,,,,
pron adj pron noun,,,,,,,,,,,,
pron adj pron verb,,,,,,,,,,,,
pron adj propn,,,,,,,,,,,,
pron adj propn intj,,,,,,,,,,,,
pron adj propn noun,,,,,,,,,,,,
pron adj propn propn,,,,,,,,,,,,
pron adj propn verb,,,,,,,,,,,,
pron adj verb,,,,,,,,,,,,
pron adj verb adj,,,,,,,,,,,,
pron adj verb emoji,,,,,,,,,,,,
pron adj verb noun,,,,,,,,,,,,
pron adj verb propn,,,,,,,,,,,,
pron adj verb verb,,,,,,,,,,,,
pron adp,,,,,,,,,,,,
pron adp verb,,,,,,,,,,,,
pron adp verb noun,,,,,,,,,,,,
pron adv,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
pron adv adj,,,,,,,,,,,,
pron adv adj intj,,,,,,,,,,,,
pron adv adj noun,,,,,,,,,,,,
pron adv adj pron,,,,,,,,,,,,
pron adv adj verb,,,,,,,,,,,,
pron adv adv,,,,,,,,,,,,
pron adv adv noun,,,,,,,,,,,,
pron adv adv num,,,,,,,,,,,,
pron adv adv propn,,,,,,,,,,,,
pron adv intj,,,,,,,,,,,,
pron adv noun,,,,,,,,,,,,
pron adv noun noun,,,,,,,,,,,,
pron adv num,,,,,,,,,,,,
pron adv num noun,,,,,,,,,,,,
pron adv pron,,,,,,,,,,,,
pron adv pron adj,,,,,,,,,,,,
pron adv propn,,,,,,,,,,,,
pron adv propn adv,,,,,,,,,,,,
pron adv verb,,,,,,,,,,,,
pron adv verb adj,,,,,,,,,,,,
pron adv verb adv,,,,,,,,,,,,
pron adv verb emoji,,,,,,,,,,,,
pron adv verb noun,,,,,,,,,,,,
pron adv verb propn,,,,,,,,,,,,
pron emoji,,,,,,,,,,,,
pron emoji num,,,,,,,,,,,,
pron emoji num noun,,,,,,,,,,,,
pron intj,,,,,,,,,,,,
pron intj adj,,,,,,,,,,,,
pron intj adj noun,,,,,,,,,,,,
pron intj propn,,,,,,,,,,,,
pron intj propn propn,,,,,,,,,,,,
pron intj verb,,,,,,,,,,,,
pron intj verb adv,,,,,,,,,,,,
pron noun,,,,,,,,,,,,
pron noun adj,,,,,,,,,,,,
pron noun adp,,,,,,,,,,,,
pron noun adp pron,,,,,,,,,,,,
pron noun noun,,,,,,,,,,,,
pron noun noun noun,,,,,,,,,,,,
pron noun noun pron,,,,,,,,,,,,
pron noun noun propn,,,,,,,,,,,,
pron noun noun verb,,,,,,,,,,,,
pron noun pron,,,,,,,,,,,,
pron noun pron adj,,,,,,,,,,,,
pron noun propn,,,,,,,,,,,,
pron noun propn noun,,,,,,,,,,,,
pron noun verb,,,,,,,,,,,,
pron noun verb adj,,,,,,,,,,,,
pron noun verb noun,,,,,,,,,,,,
pron noun verb propn,,,,,,,,,,,,
pron noun verb verb,,,,,,,,,,,,
pron num,,,,,,,,,,,,
pron num noun,,,,,,,,,,,,
pron num noun verb,,,,,,,,,,,,
pron pron,,,,,,,,,,,,
pron pron verb,,,,,,,,,,,,
pron pron verb noun,,,,,,,,,,,,
pron propn,,,,,,,,,,,,
pron propn adj,,,,,,,,,,,,
pron propn adj noun,,,,,,,,,,,,
pron propn emoji,,,,,,,,,,,,
pron propn noun,,,,,,,,,,,,
pron propn noun noun,,,,,,,,,,,,
pron propn propn,,,,,,,,,,,,
pron propn propn propn,,,,,,,,,,,,
pron propn verb,,,,,,,,,,,,
pron propn verb noun,,,,,,,,,,,,
pron verb,,,,,,,,,,,,
pron verb adj,,,,,,,,,,,,
pron verb adj adj,,,,,,,,,,,,
pron verb adj adv,,,,,,,,,,,,
pron verb adj intj,,,,,,,,,,,,
pron verb adj noun,,,,,,,,,,,,
pron verb adj num,,,,,,,,,,,,
pron verb adj pron,,,,,,,,,,,,
pron verb adj propn,,,,,,,,,,,,
pron verb adj verb,,,,,,,,,,,,
pron verb adp,,,,,,,,,,,,
pron verb adp noun,,,,,,,,,,,,
pron verb adp propn,,,,,,,,,,,,
pron verb adv,,,,,,,,,,,,
pron verb adv adj,,,,,,,,,,,,
pron verb adv noun,,,,,,,,,,,,
pron verb adv propn,,,,,,,,,,,,
pron verb adv verb,,,,,,,,,,,,
pron verb emoji,,,,,,,,,,,,
pron verb emoji noun,,,,,,,,,,,,
pron verb intj,,,,,,,,,,,,
pron verb intj adv,,,,,,,,,,,,
pron verb noun,,,,,,,,,,,,
pron verb noun adj,,,,,,,,,,,,
pron verb noun adv,,,,,,,,,,,,
pron verb noun emoji,,,,,,,,,,,,
pron verb noun noun,,,,,,,,,,,,
pron verb noun num,,,,,,,,,,,,
pron verb noun pron,,,,,,,,,,,,
pron verb noun propn,,,,,,,,,,,,
pron verb noun verb,,,,,,,,,,,,
pron verb num,,,,,,,,,,,,
pron verb num noun,,,,,,,,,,,,
pron verb num pron,,,,,,,,,,,,
pron verb pron,,,,,,,,,,,,
pron verb pron adj,,,,,,,,,,,,
pron verb pron adv,,,,,,,,,,,,
pron verb pron intj,,,,,,,,,,,,
pron verb pron noun,,,,,,,,,,,,
pron verb pron verb,,,,,,,,,,,,
pron verb propn,,,,,,,,,,,,
pron verb propn adj,,,,,,,,,,,,
pron verb propn adv,,,,,,,,,,,,
pron verb propn noun,,,,,,,,,,,,
pron verb propn num,,,,,,,,,,,,
pron verb propn pron,,,,,,,,,,,,
pron verb propn propn,,,,,,,,,,,,
pron verb propn verb,,,,,,,,,,,,
pron verb verb,,,,,,,,,,,,
pron verb verb adj,,,,,,,,,,,,
pron verb verb adp,,,,,,,,,,,,
pron verb verb adv,,,,,,,,,,,,
pron verb verb intj,,,,,,,,,,,,
pron verb verb noun,,,,,,,,,,,,
pron verb verb num,,,,,,,,,,,,
pron verb verb propn,,,,,,,,,,,,
pron verb verb verb,,,,,,,,,,,,
propn adj,,,,,,,,,,,,
propn adj adj,,,,,,,,,,,,
propn adj adj adj,,,,,,,,,,,,
propn adj adv,,,,,,,,,,,,
propn adj adv adj,,,,,,,,,,,,
propn adj adv adv,,,,,,,,,,,,
propn adj emoji,,,,,,,,,,,,
propn adj noun,,,,,,,,,,,,
propn adj noun adv,,,,,,,,,,,,
propn adj noun noun,,,,,,,,,,,,
propn adj noun num,,,,,,,,,,,,
propn adj noun pron,,,,,,,,,,,,
propn adj noun propn,,,,,,,,,,,,
propn adj noun verb,,,,,,,,,,,,
propn adj num,,,,,,,,,,,,
propn adj num adj,,,,,,,,,,,,
propn adj num emoji,,,,,,,,,,,,
propn adj num noun,,,,,,,,,,,,
propn adj pron,,,,,,,,,,,,
propn adj pron adv,,,,,,,,,,,,
propn adj pron verb,,,,,,,,,,,,
propn adj propn,,,,,,,,,,,,
propn adj propn propn,,,,,,,,,,,,
propn adj propn verb,,,,,,,,,,,,
propn adj verb,,,,,,,,,,,,
propn adj verb noun,,,,,,,,,,,,
propn adj verb verb,,,,,,,,,,,,
propn adp,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
propn adp adj,,,,,,,,,,,,
propn adp adj noun,,,,,,,,,,,,
propn adp adj propn,,,,,,,,,,,,
propn adp noun,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
propn adp noun noun,,,,,,,,,,,,
propn adp noun propn,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
propn adv,,,,,,,,,,,,
propn adv adj,,,,,,,,,,,,
propn adv adj noun,,,,,,,,,,,,
propn adv adj propn,,,,,,,,,,,,
propn adv adp,,,,,,,,,,,,
propn adv adp noun,,,,,,,,,,,,
propn adv adv,,,,,,,,,,,,
propn adv adv emoji,,,,,,,,,,,,
propn adv adv num,,,,,,,,,,,,
propn adv noun,,,,,,,,,,,,
propn adv noun noun,,,,,,,,,,,,
propn adv num,,,,,,,,,,,,
propn adv pron,,,,,,,,,,,,
propn adv pron adv,,,,,,,,,,,,
propn adv propn,,,,,,,,,,,,
propn adv verb,,,,,,,,,,,,
propn adv verb noun,,,,,,,,,,,,
propn adv verb num,,,,,,,,,,,,
propn adv verb verb,,,,,,,,,,,,
propn emoji,,,,,,,,,,,,
propn emoji emoji,,,,,,,,,,,,
propn emoji noun,,,,,,,,,,,,
propn emoji num,,,,,,,,,,,,
propn emoji num noun,,,,,,,,,,,,
propn emoji verb,,,,,,,,,,,,
propn emoji verb adv,,,,,,,,,,,,
propn intj,,,,,,,,,,,,
propn intj intj,,,,,,,,,,,,
propn intj intj intj,,,,,,,,,,,,
propn intj intj pron,,,,,,,,,,,,
propn intj noun,,,,,,,,,,,,
propn intj noun intj,,,,,,,,,,,,
propn intj noun verb,,,,,,,,,,,,
propn intj pron,,,,,,,,,,,,
propn intj pron adj,,,,,,,,,,,,
propn intj pron verb,,,,,,,,,,,,
propn intj propn,,,,,,,,,,,,
propn intj propn noun,,,,,,,,,,,,
propn intj verb,,,,,,,,,,,,
propn intj verb noun,,,,,,,,,,,,
propn intj verb propn,,,,,,,,,,,,
propn noun,,,,,,,,,,,,
propn noun adj,,,,,,,,,,,,
propn noun adj adv,,,,,,,,,,,,
propn noun adj noun,,,,,,,,,,,,
propn noun adj verb,,,,,,,,,,,,
propn noun adp,,,,,,,,,,,,
propn noun adp adp,,,,,,,,,,,,
propn noun adv,,,,,,,,,,,,
propn noun adv noun,,,,,,,,,,,,
propn noun adv propn,,,,,,,,,,,,
propn noun adv verb,,,,,,,,,,,,
propn noun emoji,,,,,,,,,,,,
propn noun intj,,,,,,,,,,,,
propn noun intj noun,,,,,,,,,,,,
propn noun intj num,,,,,,,,,,,,
propn noun intj pron,,,,,,,,,,,,
propn noun noun,,,,,,,,,,,,
propn noun noun adj,,,,,,,,,,,,
propn noun noun adv,,,,,,,,,,,,
propn noun noun intj,,,,,,,,,,,,
propn noun noun noun,,,,,,,,,,,,
propn noun noun num,,,,,,,,,,,,
propn noun noun pron,,,,,,,,,,,,
propn noun noun propn,,,,,,,,,,,,
propn noun noun verb,,,,,,,,,,,,
propn noun num,,,,,,,,,,,,
propn noun num emoji,,,,,,,,,,,,
propn noun num noun,,,,,,,,,,,,
propn noun num num,,,,,,,,,,,,
propn noun num propn,,,,,,,,,,,,
propn noun pron,,,,,,,,,,,,
propn noun pron adj,,,,,,,,,,,,
propn noun pron verb,,,,,,,,,,,,
propn noun propn,,,,,,,,,,,,
propn noun propn adj,,,,,,,,,,,,
propn noun propn emoji,,,,,,,,,,,,
propn noun propn noun,,,,,,,,,,,,
propn noun propn num,,,,,,,,,,,,
propn noun propn propn,,,,,,,,,,,,
propn noun propn verb,,,,,,,,,,,,
propn noun verb,,,,,,,,,,,,
propn noun verb adj,,,,,,,,,,,,
propn noun verb noun,,,,,,,,,,,,
propn noun verb pron,,,,,,,,,,,,
propn noun verb propn,,,,,,,,,,,,
propn noun verb verb,,,,,,,,,,,,
propn num,,,,,,,,,,,,
propn num noun,,,,,,,,,,,,
propn num noun adp,,,,,,,,,,,,
propn num noun noun,,,,,,,,,,,,
propn num noun pron,,,,,,,,,,,,
propn num noun propn,,,,,,,,,,,,
propn num noun verb,,,,,,,,,,,,
propn num propn,,,,,,,,,,,,
propn num propn noun,,,,,,,,,,,,
propn num propn propn,,,,,,,,,,,,
propn num verb,,,,,,,,,,,,
propn num verb noun,,,,,,,,,,,,
propn num verb propn,,,,,,,,,,,,
propn pron,,,,,,,,,,,,
propn pron adj,,,,,,,,,,,,
propn pron adj noun,,,,,,,,,,,,
propn pron adj pron,,,,,,,,,,,,
propn pron adj verb,,,,,,,,,,,,
propn pron adv,,,,,,,,,,,,
propn pron adv propn,,,,,,,,,,,,
propn pron adv verb,,,,,,,,,,,,
propn pron emoji,,,,,,,,,,,,
propn pron noun,,,,,,,,,,,,
propn pron noun verb,,,,,,,,,,,,
propn pron verb,,,,,,,,,,,,
propn pron verb adj,,,,,,,,,,,,
propn pron verb adv,,,,,,,,,,,,
propn pron verb propn,,,,,,,,,,,,
propn pron verb verb,,,,,,,,,,,,
propn propn,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
propn propn adj,,,,,,,,,,,,
propn propn adj adj,,,,,,,,,,,,
propn propn adj noun,,,,,,,,,,,,
propn propn adj pron,,,,,,,,,,,,
propn propn adj verb,,,,,,,,,,,,
propn propn adp,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
propn propn adp noun,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
propn propn adv,,,,,,,,,,,,
propn propn adv num,,,,,,,,,,,,
propn propn emoji,,,,,,,,,,,,
propn propn emoji noun,,,,,,,,,,,,
propn propn intj,,,,,,,,,,,,
propn propn intj noun,,,,,,,,,,,,
propn propn intj pron,,,,,,,,,,,,
propn propn noun,,,,,,,,,,,,
propn propn noun adj,,,,,,,,,,,,
propn propn noun adp,,,,,,,,,,,,
propn propn noun adv,,,,,,,,,,,,
propn propn noun noun,,,,,,,,,,,,
propn propn noun num,,,,,,,,,,,,
propn propn noun propn,,,,,,,,,,,,
propn propn noun verb,,,,,,,,,,,,
propn propn num,,,,,,,,,,,,
propn propn num noun,,,,,,,,,,,,
propn propn num propn,,,,,,,,,,,,
propn propn pron,,,,,,,,,,,,
propn propn pron adj,,,,,,,,,,,,
propn propn pron adv,,,,,,,,,,,,
propn propn pron noun,,,,,,,,,,,,
propn propn pron verb,,,,,,,,,,,,
propn propn propn,,,,,,,,,,,,
