,Direct Harassment corr coeff,Direct Harassment p-val,Hate Speech corr coeff,Hate Speech p-val,Others corr coeff,Others p-val,Sexual Harassment corr coeff,Sexual Harassment p-val,Toxic corr coeff,Toxic p-val,Trolling corr coeff,Trolling p-val
adv adj adp noun,,,,,,,,,,,,
adv adj adp pron,,,,,,,,,,,,
adv adj adp propn,,,,,,,,,,,,
adv adj adv,,,,,,,,,,,,
adv adj adv adv,,,,,,,,,,,,
adv adj adv det,,,,,,,,,,,,
adv adj adv pron,,,,,,,,,,,,
adv adj adv propn,,,,,,,,,,,,
adv adj adv punct,,,,,,,,,,,,
adv adj adv verb,,,,,,,,,,,,
adv adj aux,,,,,,,,,,,,
adv adj aux det,,,,,,,,,,,,
adv adj aux pron,,,,,,,,,,,,
adv adj cconj,,,,,,,,,,,,
adv adj cconj adj,,,,,,,,,,,,
adv adj cconj adv,,,,,,,,,,,,
adv adj cconj det,,,,,,,,,,,,
adv adj cconj pron,,,,,,,,,,,,
adv adj cconj verb,,,,,,,,,,,,
adv adj det,,,,,,,,,,,,
adv adj det noun,,,,,,,,,,,,
adv adj det num,,,,,,,,,,,,
adv adj det verb,,,,,,,,,,,,
adv adj emoji,,,,,,,,,,,,
adv adj emoji emoji,,,,,,,,,,,,
adv adj noun,-0.3098386676965934,0.5501142545045465,0.7745966692414834,0.07048399691021993,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,0.46475800154489,0.3530568618495133,-0.3098386676965934,0.5501142545045465
adv adj noun adj,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adv adj noun adp,,,,,,,,,,,,
adv adj noun adv,,,,,,,,,,,,
adv adj noun aux,,,,,,,,,,,,
adv adj noun emoji,,,,,,,,,,,,
adv adj noun intj,,,,,,,,,,,,
adv adj noun noun,,,,,,,,,,,,
adv adj noun pron,,,,,,,,,,,,
adv adj noun punct,,,,,,,,,,,,
adv adj noun sconj,,,,,,,,,,,,
adv adj noun verb,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
adv adj num,,,,,,,,,,,,
adv adj num noun,,,,,,,,,,,,
adv adj pron,,,,,,,,,,,,
adv adj pron aux,,,,,,,,,,,,
adv adj pron verb,,,,,,,,,,,,
adv adj propn,,,,,,,,,,,,
adv adj propn aux,,,,,,,,,,,,
adv adj propn noun,,,,,,,,,,,,
adv adj propn punct,,,,,,,,,,,,
adv adj punct,,,,,,,,,,,,
adv adj punct adp,,,,,,,,,,,,
adv adj punct adv,,,,,,,,,,,,
adv adj punct cconj,,,,,,,,,,,,
adv adj punct det,,,,,,,,,,,,
adv adj punct noun,,,,,,,,,,,,
adv adj punct pron,,,,,,,,,,,,
adv adj punct sconj,,,,,,,,,,,,
adv adj punct verb,,,,,,,,,,,,
adv adj sconj,,,,,,,,,,,,
adv adj sconj adp,,,,,,,,,,,,
adv adj sconj noun,,,,,,,,,,,,
adv adj sconj pron,,,,,,,,,,,,
adv adj verb,,,,,,,,,,,,
adv adj verb adp,,,,,,,,,,,,
adv adj verb adv,,,,,,,,,,,,
adv adj verb pron,,,,,,,,,,,,
adv adp,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adv adp adj,,,,,,,,,,,,
adv adp adj noun,,,,,,,,,,,,
adv adp det,,,,,,,,,,,,
adv adp det adj,,,,,,,,,,,,
adv adp det adv,,,,,,,,,,,,
adv adp det det,,,,,,,,,,,,
adv adp det noun,,,,,,,,,,,,
adv adp det num,,,,,,,,,,,,
adv adp det pron,,,,,,,,,,,,
adv adp det propn,,,,,,,,,,,,
adv adp det punct,,,,,,,,,,,,
adv adp det sconj,,,,,,,,,,,,
adv adp det verb,,,,,,,,,,,,
adv adp intj,,,,,,,,,,,,
adv adp intj num,,,,,,,,,,,,
adv adp noun,,,,,,,,,,,,
adv adp noun aux,,,,,,,,,,,,
adv adp noun cconj,,,,,,,,,,,,
adv adp noun det,,,,,,,,,,,,
adv adp noun noun,,,,,,,,,,,,
adv adp noun pron,,,,,,,,,,,,
adv adp noun propn,,,,,,,,,,,,
adv adp noun punct,,,,,,,,,,,,
adv adp noun sconj,,,,,,,,,,,,
adv adp num,,,,,,,,,,,,
adv adp num noun,,,,,,,,,,,,
adv adp pron,,,,,,,,,,,,
adv adp pron adp,,,,,,,,,,,,
adv adp pron adv,,,,,,,,,,,,
adv adp pron det,,,,,,,,,,,,
adv adp pron noun,,,,,,,,,,,,
adv adp pron pron,,,,,,,,,,,,
adv adp pron verb,,,,,,,,,,,,
adv adp propn,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adv adp propn adj,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adv adp propn adp,,,,,,,,,,,,
adv adp propn noun,,,,,,,,,,,,
adv adp propn punct,,,,,,,,,,,,
adv adp punct,,,,,,,,,,,,
adv adp punct det,,,,,,,,,,,,
adv adp verb,,,,,,,,,,,,
adv adp verb adj,,,,,,,,,,,,
adv adp verb cconj,,,,,,,,,,,,
adv adp verb noun,,,,,,,,,,,,
adv adp verb pron,,,,,,,,,,,,
adv adv,,,,,,,,,,,,
adv adv adj,,,,,,,,,,,,
adv adv adj adp,,,,,,,,,,,,
adv adv adj adv,,,,,,,,,,,,
adv adv adj det,,,,,,,,,,,,
adv adv adj noun,,,,,,,,,,,,
adv adv adj punct,,,,,,,,,,,,
adv adv adj sconj,,,,,,,,,,,,
adv adv adj verb,,,,,,,,,,,,
adv adv adp,,,,,,,,,,,,
adv adv adp adj,,,,,,,,,,,,
adv adv adp det,,,,,,,,,,,,
adv adv adp noun,,,,,,,,,,,,
adv adv adp num,,,,,,,,,,,,
adv adv adp pron,,,,,,,,,,,,
adv adv adv,,,,,,,,,,,,
adv adv adv adp,,,,,,,,,,,,
adv adv adv adv,,,,,,,,,,,,
adv adv adv aux,,,,,,,,,,,,
adv adv adv det,,,,,,,,,,,,
adv adv adv sconj,,,,,,,,,,,,
adv adv adv verb,,,,,,,,,,,,
adv adv aux,,,,,,,,,,,,
adv adv aux adj,,,,,,,,,,,,
adv adv aux adv,,,,,,,,,,,,
adv adv aux det,,,,,,,,,,,,
adv adv aux noun,,,,,,,,,,,,
adv adv aux pron,,,,,,,,,,,,
adv adv aux propn,,,,,,,,,,,,
adv adv aux verb,,,,,,,,,,,,
adv adv cconj,,,,,,,,,,,,
adv adv cconj adv,,,,,,,,,,,,
adv adv cconj det,,,,,,,,,,,,
adv adv cconj pron,,,,,,,,,,,,
adv adv cconj propn,,,,,,,,,,,,
adv adv cconj verb,,,,,,,,,,,,
adv adv det,,,,,,,,,,,,
adv adv det adj,,,,,,,,,,,,
adv adv det noun,,,,,,,,,,,,
adv adv det verb,,,,,,,,,,,,
adv adv emoji,,,,,,,,,,,,
adv adv emoji emoji,,,,,,,,,,,,
adv adv emoji verb,,,,,,,,,,,,
adv adv intj,,,,,,,,,,,,
adv adv intj adv,,,,,,,,,,,,
adv adv noun,,,,,,,,,,,,
adv adv noun adj,,,,,,,,,,,,
adv adv noun adv,,,,,,,,,,,,
adv adv noun noun,,,,,,,,,,,,
adv adv noun verb,,,,,,,,,,,,
adv adv num,,,,,,,,,,,,
adv adv num noun,,,,,,,,,,,,
adv adv pron,,,,,,,,,,,,
adv adv pron aux,,,,,,,,,,,,
adv adv pron det,,,,,,,,,,,,
adv adv pron noun,,,,,,,,,,,,
adv adv pron verb,,,,,,,,,,,,
adv adv propn,,,,,,,,,,,,
adv adv propn aux,,,,,,,,,,,,
adv adv propn propn,,,,,,,,,,,,
adv adv punct,,,,,,,,,,,,
adv adv punct adj,,,,,,,,,,,,
adv adv punct adp,,,,,,,,,,,,
adv adv punct adv,,,,,,,,,,,,
adv adv punct intj,,,,,,,,,,,,
adv adv punct noun,,,,,,,,,,,,
adv adv punct pron,,,,,,,,,,,,
adv adv sconj,,,,,,,,,,,,
adv adv sconj adp,,,,,,,,,,,,
adv adv sconj noun,,,,,,,,,,,,
adv adv sconj pron,,,,,,,,,,,,
adv adv verb,,,,,,,,,,,,
adv adv verb adj,,,,,,,,,,,,
adv adv verb adp,,,,,,,,,,,,
adv adv verb adv,,,,,,,,,,,,
adv adv verb det,,,,,,,,,,,,
adv adv verb noun,,,,,,,,,,,,
adv adv verb pron,,,,,,,,,,,,
adv adv verb propn,,,,,,,,,,,,
adv adv verb punct,,,,,,,,,,,,
adv adv verb verb,,,,,,,,,,,,
adv aux,-0.4242640687119286,0.40178766311618047,0.7071067811865477,0.11611652351681541,-0.4242640687119286,0.40178766311618047,0.28284271247461906,0.5870496397870562,-0.4242640687119286,0.40178766311618047,0.28284271247461906,0.5870496397870562
adv aux adj,,,,,,,,,,,,
adv aux adj adj,,,,,,,,,,,,
adv aux adj intj,,,,,,,,,,,,
adv aux adj noun,,,,,,,,,,,,
adv aux adj punct,,,,,,,,,,,,
adv aux adj verb,,,,,,,,,,,,
adv aux adv,,,,,,,,,,,,
adv aux adv adj,,,,,,,,,,,,
adv aux adv aux,,,,,,,,,,,,
adv aux adv pron,,,,,,,,,,,,
adv aux aux,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adv aux aux verb,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adv aux det,,,,,,,,,,,,
adv aux det adj,,,,,,,,,,,,
adv aux det adp,,,,,,,,,,,,
adv aux det aux,,,,,,,,,,,,
adv aux det noun,,,,,,,,,,,,
adv aux det propn,,,,,,,,,,,,
adv aux det verb,,,,,,,,,,,,
adv aux noun,,,,,,,,,,,,
adv aux noun adp,,,,,,,,,,,,
adv aux noun noun,,,,,,,,,,,,
adv aux noun propn,,,,,,,,,,,,
adv aux noun punct,,,,,,,,,,,,
adv aux noun verb,,,,,,,,,,,,
adv aux num,,,,,,,,,,,,
adv aux num noun,,,,,,,,,,,,
adv aux pron,-0.316227766016838,0.5414697392755848,-0.316227766016838,0.5414697392755848,-0.316227766016838,0.5414697392755848,0.632455532033676,0.1778078083562211,-0.316227766016838,0.5414697392755848,0.632455532033676,0.1778078083562211
adv aux pron adj,,,,,,,,,,,,
adv aux pron adp,,,,,,,,,,,,
adv aux pron adv,,,,,,,,,,,,
adv aux pron aux,,,,,,,,,,,,
adv aux pron det,,,,,,,,,,,,
adv aux pron noun,,,,,,,,,,,,
adv aux pron num,,,,,,,,,,,,
adv aux pron propn,,,,,,,,,,,,
adv aux pron verb,-0.316227766016838,0.5414697392755848,-0.316227766016838,0.5414697392755848,-0.316227766016838,0.5414697392755848,0.632455532033676,0.1778078083562211,-0.316227766016838,0.5414697392755848,0.632455532033676,0.1778078083562211
adv aux propn,,,,,,,,,,,,
adv aux propn noun,,,,,,,,,,,,
adv aux propn propn,,,,,,,,,,,,
adv aux propn punct,,,,,,,,,,,,
adv aux propn verb,,,,,,,,,,,,
adv aux punct,,,,,,,,,,,,
adv aux verb,,,,,,,,,,,,
adv aux verb adj,,,,,,,,,,,,
adv aux verb adp,,,,,,,,,,,,
adv aux verb adv,,,,,,,,,,,,
adv aux verb det,,,,,,,,,,,,
adv aux verb noun,,,,,,,,,,,,
adv aux verb pron,,,,,,,,,,,,
adv aux verb propn,,,,,,,,,,,,
adv aux verb punct,,,,,,,,,,,,
adv aux verb sym,,,,,,,,,,,,
adv aux verb verb,,,,,,,,,,,,
adv cconj,,,,,,,,,,,,
adv cconj adp,,,,,,,,,,,,
adv cconj adv,,,,,,,,,,,,
adv cconj adv pron,,,,,,,,,,,,
adv cconj adv verb,,,,,,,,,,,,
adv cconj det,,,,,,,,,,,,
adv cconj pron,,,,,,,,,,,,
adv cconj pron aux,,,,,,,,,,,,
adv cconj pron verb,,,,,,,,,,,,
adv cconj propn,,,,,,,,,,,,
adv cconj propn propn,,,,,,,,,,,,
adv cconj punct,,,,,,,,,,,,
adv cconj punct pron,,,,,,,,,,,,
adv cconj verb,,,,,,,,,,,,
adv cconj verb adp,,,,,,,,,,,,
adv cconj verb adv,,,,,,,,,,,,
adv cconj verb det,,,,,,,,,,,,
adv det,,,,,,,,,,,,
adv det adj,,,,,,,,,,,,
adv det adj adj,,,,,,,,,,,,
adv det adj adp,,,,,,,,,,,,
adv det adj adv,,,,,,,,,,,,
adv det adj cconj,,,,,,,,,,,,
adv det adj noun,,,,,,,,,,,,
adv det adj num,,,,,,,,,,,,
adv det adp,,,,,,,,,,,,
adv det adp det,,,,,,,,,,,,
adv det adp pron,,,,,,,,,,,,
adv det adp propn,,,,,,,,,,,,
adv det adv,,,,,,,,,,,,
adv det adv adj,,,,,,,,,,,,
adv det aux,,,,,,,,,,,,
adv det aux adj,,,,,,,,,,,,
adv det aux adp,,,,,,,,,,,,
adv det noun,,,,,,,,,,,,
adv det noun adp,,,,,,,,,,,,
adv det noun adv,,,,,,,,,,,,
adv det noun aux,,,,,,,,,,,,
adv det noun cconj,,,,,,,,,,,,
adv det noun det,,,,,,,,,,,,
adv det noun noun,,,,,,,,,,,,
adv det noun pron,,,,,,,,,,,,
adv det noun punct,,,,,,,,,,,,
adv det noun verb,,,,,,,,,,,,
adv det propn,,,,,,,,,,,,
adv det propn cconj,,,,,,,,,,,,
adv det propn propn,,,,,,,,,,,,
adv det propn verb,,,,,,,,,,,,
adv det punct,,,,,,,,,,,,
adv det verb,,,,,,,,,,,,
adv det verb adj,,,,,,,,,,,,
adv det verb det,,,,,,,,,,,,
adv det verb noun,,,,,,,,,,,,
adv det verb punct,,,,,,,,,,,,
adv emoji,,,,,,,,,,,,
adv emoji emoji,,,,,,,,,,,,
adv emoji emoji emoji,,,,,,,,,,,,
adv emoji emoji noun,,,,,,,,,,,,
adv emoji verb,,,,,,,,,,,,
adv emoji verb emoji,,,,,,,,,,,,
adv intj,,,,,,,,,,,,
adv intj adv,,,,,,,,,,,,
adv intj adv pron,,,,,,,,,,,,
adv intj adv verb,,,,,,,,,,,,
adv intj det,,,,,,,,,,,,
adv intj det sconj,,,,,,,,,,,,
adv intj intj,,,,,,,,,,,,
adv intj intj num,,,,,,,,,,,,
adv intj noun,,,,,,,,,,,,
adv intj noun adp,,,,,,,,,,,,
adv intj num,,,,,,,,,,,,
adv intj num noun,,,,,,,,,,,,
adv intj pron,,,,,,,,,,,,
adv intj pron aux,,,,,,,,,,,,
adv intj pron pron,,,,,,,,,,,,
adv intj punct,,,,,,,,,,,,
adv intj punct verb,,,,,,,,,,,,
adv intj verb,,,,,,,,,,,,
adv intj verb noun,,,,,,,,,,,,
adv intj verb verb,,,,,,,,,,,,
adv noun,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
adv noun adj,,,,,,,,,,,,
adv noun adj adv,,,,,,,,,,,,
adv noun adj num,,,,,,,,,,,,
adv noun adp,,,,,,,,,,,,
adv noun adp adv,,,,,,,,,,,,
adv noun adp pron,,,,,,,,,,,,
adv noun adv,,,,,,,,,,,,
adv noun adv adp,,,,,,,,,,,,
adv noun adv aux,,,,,,,,,,,,
adv noun adv emoji,,,,,,,,,,,,
adv noun adv noun,,,,,,,,,,,,
adv noun adv verb,,,,,,,,,,,,
adv noun aux,,,,,,,,,,,,
adv noun aux adv,,,,,,,,,,,,
adv noun cconj,,,,,,,,,,,,
adv noun cconj noun,,,,,,,,,,,,
adv noun cconj pron,,,,,,,,,,,,
adv noun cconj verb,,,,,,,,,,,,
adv noun det,,,,,,,,,,,,
adv noun det noun,,,,,,,,,,,,
adv noun emoji,,,,,,,,,,,,
adv noun noun,,,,,,,,,,,,
adv noun noun aux,,,,,,,,,,,,
adv noun noun noun,,,,,,,,,,,,
adv noun noun pron,,,,,,,,,,,,
adv noun noun propn,,,,,,,,,,,,
adv noun noun verb,,,,,,,,,,,,
adv noun pron,,,,,,,,,,,,
adv noun pron adv,,,,,,,,,,,,
adv noun pron aux,,,,,,,,,,,,
adv noun pron det,,,,,,,,,,,,
adv noun pron punct,,,,,,,,,,,,
adv noun pron verb,,,,,,,,,,,,
adv noun punct,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
adv noun punct adv,,,,,,,,,,,,
adv noun punct propn,,,,,,,,,,,,
adv noun punct punct,,,,,,,,,,,,
adv noun punct verb,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
adv noun verb,,,,,,,,,,,,
adv noun verb adj,,,,,,,,,,,,
adv noun verb adp,,,,,,,,,,,,
adv noun verb adv,,,,,,,,,,,,
adv noun verb emoji,,,,,,,,,,,,
adv noun verb num,,,,,,,,,,,,
adv noun verb pron,,,,,,,,,,,,
adv noun verb sym,,,,,,,,,,,,
adv noun verb verb,,,,,,,,,,,,
adv num,,,,,,,,,,,,
adv num adj,,,,,,,,,,,,
adv num adj noun,,,,,,,,,,,,
adv num adp,,,,,,,,,,,,
adv num adp pron,,,,,,,,,,,,
adv num adv,,,,,,,,,,,,
adv num adv adp,,,,,,,,,,,,
adv num noun,,,,,,,,,,,,
adv num noun adj,,,,,,,,,,,,
adv num noun adp,,,,,,,,,,,,
adv num noun aux,,,,,,,,,,,,
adv num noun noun,,,,,,,,,,,,
adv num noun punct,,,,,,,,,,,,
adv num noun verb,,,,,,,,,,,,
adv num num,,,,,,,,,,,,
adv num num pron,,,,,,,,,,,,
adv num verb,,,,,,,,,,,,
adv num verb pron,,,,,,,,,,,,
adv pron,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,0.46475800154489,0.3530568618495133,0.7745966692414834,0.07048399691021993
adv pron adj,,,,,,,,,,,,
adv pron adj noun,,,,,,,,,,,,
adv pron adp,,,,,,,,,,,,
adv pron adp det,,,,,,,,,,,,
adv pron adp punct,,,,,,,,,,,,
adv pron adv,,,,,,,,,,,,
adv pron adv adp,,,,,,,,,,,,
adv pron adv adv,,,,,,,,,,,,
adv pron adv verb,,,,,,,,,,,,
adv pron aux,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,0.46475800154489,0.3530568618495133,0.7745966692414834,0.07048399691021993
adv pron aux adj,,,,,,,,,,,,
adv pron aux adp,,,,,,,,,,,,
adv pron aux adv,,,,,,,,,,,,
adv pron aux aux,,,,,,,,,,,,
adv pron aux det,,,,,,,,,,,,
adv pron aux noun,,,,,,,,,,,,
adv pron aux pron,,,,,,,,,,,,
adv pron aux propn,,,,,,,,,,,,
adv pron aux punct,,,,,,,,,,,,
adv pron aux verb,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,0.46475800154489,0.3530568618495133,0.7745966692414834,0.07048399691021993
adv pron det,,,,,,,,,,,,
adv pron det adj,,,,,,,,,,,,
adv pron det aux,,,,,,,,,,,,
adv pron det verb,,,,,,,,,,,,
adv pron noun,,,,,,,,,,,,
adv pron noun adp,,,,,,,,,,,,
adv pron noun adv,,,,,,,,,,,,
adv pron noun aux,,,,,,,,,,,,
adv pron noun cconj,,,,,,,,,,,,
adv pron noun noun,,,,,,,,,,,,
adv pron noun pron,,,,,,,,,,,,
adv pron noun punct,,,,,,,,,,,,
adv pron num,,,,,,,,,,,,
adv pron num noun,,,,,,,,,,,,
adv pron pron,,,,,,,,,,,,
adv pron pron verb,,,,,,,,,,,,
adv pron propn,,,,,,,,,,,,
adv pron propn aux,,,,,,,,,,,,
adv pron punct,,,,,,,,,,,,
adv pron punct cconj,,,,,,,,,,,,
adv pron verb,,,,,,,,,,,,
adv pron verb adj,,,,,,,,,,,,
adv pron verb adp,,,,,,,,,,,,
adv pron verb adv,,,,,,,,,,,,
adv pron verb cconj,,,,,,,,,,,,
adv pron verb det,,,,,,,,,,,,
adv pron verb emoji,,,,,,,,,,,,
adv pron verb noun,,,,,,,,,,,,
adv pron verb num,,,,,,,,,,,,
adv pron verb pron,,,,,,,,,,,,
adv pron verb propn,,,,,,,,,,,,
adv pron verb punct,,,,,,,,,,,,
adv pron verb verb,,,,,,,,,,,,
adv propn,,,,,,,,,,,,
adv propn adp,,,,,,,,,,,,
adv propn adp adp,,,,,,,,,,,,
adv propn adp det,,,,,,,,,,,,
adv propn aux,,,,,,,,,,,,
adv propn aux adj,,,,,,,,,,,,
adv propn aux adp,,,,,,,,,,,,
adv propn aux det,,,,,,,,,,,,
adv propn aux pron,,,,,,,,,,,,
adv propn aux verb,,,,,,,,,,,,
adv propn det,,,,,,,,,,,,
adv propn det noun,,,,,,,,,,,,
adv propn noun,,,,,,,,,,,,
adv propn noun verb,,,,,,,,,,,,
adv propn pron,,,,,,,,,,,,
adv propn pron aux,,,,,,,,,,,,
adv propn pron verb,,,,,,,,,,,,
adv propn propn,,,,,,,,,,,,
adv propn propn aux,,,,,,,,,,,,
adv propn propn cconj,,,,,,,,,,,,
adv propn propn propn,,,,,,,,,,,,
adv propn propn punct,,,,,,,,,,,,
adv propn propn verb,,,,,,,,,,,,
adv propn punct,,,,,,,,,,,,
adv propn punct adv,,,,,,,,,,,,
adv propn punct pron,,,,,,,,,,,,
adv propn punct propn,,,,,,,,,,,,
adv propn punct punct,,,,,,,,,,,,
adv propn verb,,,,,,,,,,,,
adv propn verb adp,,,,,,,,,,,,
adv propn verb cconj,,,,,,,,,,,,
adv propn verb det,,,,,,,,,,,,
adv propn verb emoji,,,,,,,,,,,,
adv propn verb noun,,,,,,,,,,,,
adv propn verb pron,,,,,,,,,,,,
adv propn verb punct,,,,,,,,,,,,
adv propn verb verb,,,,,,,,,,,,
adv punct,-0.41736500618415145,0.4103036364236828,0.6956083436402525,0.12487982574290808,-0.41736500618415145,0.4103036364236828,-0.41736500618415145,0.4103036364236828,0.1391216687280505,0.7926638356375505,0.41736500618415145,0.4103036364236828
adv punct adj,,,,,,,,,,,,
adv punct adj adp,,,,,,,,,,,,
adv punct adj noun,,,,,,,,,,,,
adv punct adp,,,,,,,,,,,,
adv punct adp det,,,,,,,,,,,,
adv punct adp noun,,,,,,,,,,,,
adv punct adp punct,,,,,,,,,,,,
adv punct adv,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adv punct adv adj,,,,,,,,,,,,
adv punct adv adp,,,,,,,,,,,,
adv punct adv adv,,,,,,,,,,,,
adv punct adv aux,,,,,,,,,,,,
adv punct adv det,,,,,,,,,,,,
adv punct adv pron,,,,,,,,,,,,
adv punct adv propn,,,,,,,,,,,,
adv punct adv verb,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adv punct aux,,,,,,,,,,,,
adv punct aux pron,,,,,,,,,,,,
adv punct aux verb,,,,,,,,,,,,
adv punct cconj,,,,,,,,,,,,
adv punct cconj adj,,,,,,,,,,,,
adv punct cconj intj,,,,,,,,,,,,
adv punct cconj pron,,,,,,,,,,,,
adv punct det,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
adv punct det adv,,,,,,,,,,,,
adv punct det aux,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
adv punct det noun,,,,,,,,,,,,
adv punct det propn,,,,,,,,,,,,
adv punct det punct,,,,,,,,,,,,
adv punct emoji,,,,,,,,,,,,
adv punct intj,,,,,,,,,,,,
adv punct intj pron,,,,,,,,,,,,
adv punct intj punct,,,,,,,,,,,,
adv punct noun,,,,,,,,,,,,
adv punct noun adv,,,,,,,,,,,,
adv punct noun aux,,,,,,,,,,,,
adv punct noun noun,,,,,,,,,,,,
adv punct noun pron,,,,,,,,,,,,
adv punct noun propn,,,,,,,,,,,,
adv punct pron,,,,,,,,,,,,
adv punct pron adv,,,,,,,,,,,,
adv punct pron aux,,,,,,,,,,,,
adv punct pron noun,,,,,,,,,,,,
adv punct pron pron,,,,,,,,,,,,
adv punct pron verb,,,,,,,,,,,,
adv punct propn,,,,,,,,,,,,
adv punct propn aux,,,,,,,,,,,,
adv punct propn propn,,,,,,,,,,,,
adv punct propn punct,,,,,,,,,,,,
adv punct punct,,,,,,,,,,,,
adv punct punct noun,,,,,,,,,,,,
adv punct punct propn,,,,,,,,,,,,
adv punct punct punct,,,,,,,,,,,,
adv punct punct verb,,,,,,,,,,,,
adv punct sconj,,,,,,,,,,,,
adv punct sconj adv,,,,,,,,,,,,
adv punct verb,,,,,,,,,,,,
adv punct verb det,,,,,,,,,,,,
adv punct verb pron,,,,,,,,,,,,
adv sconj,,,,,,,,,,,,
adv sconj adp,,,,,,,,,,,,
adv sconj adp adv,,,,,,,,,,,,
adv sconj adp det,,,,,,,,,,,,
adv sconj adv,,,,,,,,,,,,
adv sconj adv punct,,,,,,,,,,,,
adv sconj det,,,,,,,,,,,,
adv sconj det noun,,,,,,,,,,,,
adv sconj noun,,,,,,,,,,,,
adv sconj noun aux,,,,,,,,,,,,
adv sconj noun verb,,,,,,,,,,,,
adv sconj pron,,,,,,,,,,,,
adv sconj pron adv,,,,,,,,,,,,
adv sconj pron aux,,,,,,,,,,,,
adv sconj pron det,,,,,,,,,,,,
adv sconj pron punct,,,,,,,,,,,,
adv sconj pron verb,,,,,,,,,,,,
adv sconj propn,,,,,,,,,,,,
adv sconj propn aux,,,,,,,,,,,,
adv sym,,,,,,,,,,,,
adv sym adp,,,,,,,,,,,,
adv sym adp propn,,,,,,,,,,,,
adv sym noun,,,,,,,,,,,,
adv sym noun punct,,,,,,,,,,,,
adv verb,-0.41736500618415145,0.4103036364236828,0.6956083436402525,0.12487982574290808,-0.41736500618415145,0.4103036364236828,-0.41736500618415145,0.4103036364236828,0.1391216687280505,0.7926638356375505,0.41736500618415145,0.4103036364236828
adv verb adj,,,,,,,,,,,,
adv verb adj adj,,,,,,,,,,,,
adv verb adj adp,,,,,,,,,,,,
adv verb adj cconj,,,,,,,,,,,,
adv verb adj noun,,,,,,,,,,,,
adv verb adj punct,,,,,,,,,,,,
adv verb adj verb,,,,,,,,,,,,
adv verb adp,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adv verb adp adj,,,,,,,,,,,,
adv verb adp adp,,,,,,,,,,,,
adv verb adp adv,,,,,,,,,,,,
adv verb adp cconj,,,,,,,,,,,,
adv verb adp det,,,,,,,,,,,,
adv verb adp noun,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adv verb adp pron,,,,,,,,,,,,
adv verb adp propn,,,,,,,,,,,,
adv verb adp punct,,,,,,,,,,,,
adv verb adp verb,,,,,,,,,,,,
adv verb adv,,,,,,,,,,,,
