,Direct Harassment corr coeff,Direct Harassment p-val,Hate Speech corr coeff,Hate Speech p-val,Others corr coeff,Others p-val,Sexual Harassment corr coeff,Sexual Harassment p-val,Toxic corr coeff,Toxic p-val,Trolling corr coeff,Trolling p-val
intj noun verb pron,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704
intj num,,,,,,,,,,,,
intj num noun,,,,,,,,,,,,
intj num noun adj,,,,,,,,,,,,
intj num verb,,,,,,,,,,,,
intj num verb intj,,,,,,,,,,,,
intj pron,,,,,,,,,,,,
intj pron adv,,,,,,,,,,,,
intj pron emoji,,,,,,,,,,,,
intj pron pron,,,,,,,,,,,,
intj pron pron adj,,,,,,,,,,,,
intj pron propn,,,,,,,,,,,,
intj pron propn noun,,,,,,,,,,,,
intj pron verb,,,,,,,,,,,,
intj pron verb adj,,,,,,,,,,,,
intj pron verb noun,,,,,,,,,,,,
intj pron verb pron,,,,,,,,,,,,
intj pron verb verb,,,,,,,,,,,,
intj propn,,,,,,,,,,,,
intj propn noun,,,,,,,,,,,,
intj propn noun adj,,,,,,,,,,,,
intj propn pron,,,,,,,,,,,,
intj propn pron verb,,,,,,,,,,,,
intj propn propn,,,,,,,,,,,,
intj propn propn adv,,,,,,,,,,,,
intj propn propn propn,,,,,,,,,,,,
intj propn verb,,,,,,,,,,,,
intj propn verb noun,,,,,,,,,,,,
intj propn verb pron,,,,,,,,,,,,
intj verb,,,,,,,,,,,,
intj verb adj,,,,,,,,,,,,
intj verb adj noun,,,,,,,,,,,,
intj verb noun,,,,,,,,,,,,
intj verb noun adv,,,,,,,,,,,,
intj verb noun noun,,,,,,,,,,,,
intj verb pron,,,,,,,,,,,,
intj verb pron pron,,,,,,,,,,,,
intj verb pron verb,,,,,,,,,,,,
intj verb propn,,,,,,,,,,,,
intj verb propn propn,,,,,,,,,,,,
intj verb propn verb,,,,,,,,,,,,
intj verb verb,,,,,,,,,,,,
intj verb verb emoji,,,,,,,,,,,,
intj verb verb noun,,,,,,,,,,,,
intj verb verb propn,,,,,,,,,,,,
noun adj,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
noun adj adj,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
noun adj adj noun,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
noun adj adp,,,,,,,,,,,,
noun adj adp propn,,,,,,,,,,,,
noun adj emoji,,,,,,,,,,,,
noun adj emoji emoji,,,,,,,,,,,,
noun adj intj,,,,,,,,,,,,
noun adj intj noun,,,,,,,,,,,,
noun adj noun,,,,,,,,,,,,
noun adj noun adj,,,,,,,,,,,,
noun adj noun adv,,,,,,,,,,,,
noun adj noun emoji,,,,,,,,,,,,
noun adj noun noun,,,,,,,,,,,,
noun adj noun propn,,,,,,,,,,,,
noun adj noun verb,,,,,,,,,,,,
noun adj pron,,,,,,,,,,,,
noun adj pron noun,,,,,,,,,,,,
noun adj propn,,,,,,,,,,,,
noun adj propn adj,,,,,,,,,,,,
noun adj propn propn,,,,,,,,,,,,
noun adj verb,,,,,,,,,,,,
noun adj verb adv,,,,,,,,,,,,
noun adj verb noun,,,,,,,,,,,,
noun adj verb propn,,,,,,,,,,,,
noun adj verb verb,,,,,,,,,,,,
noun adp,,,,,,,,,,,,
noun adp intj,,,,,,,,,,,,
noun adp noun,,,,,,,,,,,,
noun adp noun intj,,,,,,,,,,,,
noun adp noun noun,,,,,,,,,,,,
noun adp noun verb,,,,,,,,,,,,
noun adp propn,,,,,,,,,,,,
noun adp propn propn,,,,,,,,,,,,
noun adp verb,,,,,,,,,,,,
noun adp verb adj,,,,,,,,,,,,
