,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
biden notice,,,,,,
biden nt,,,,,,
biden nursing,0.40451991747794525,0.0,-0.5393598899705937,0.674199862463242,-0.5393598899705937,0.0
biden nursing home,0.40451991747794525,0.0,-0.5393598899705937,0.674199862463242,-0.5393598899705937,0.0
biden obama,-0.4242640687119286,0.28284271247461906,-0.4242640687119286,0.28284271247461906,0.7071067811865477,-0.4242640687119286
biden old,0.46475800154489,-0.3098386676965934,-0.3098386676965934,-0.3098386676965934,-0.3098386676965934,0.7745966692414834
biden order,0.674199862463242,0.26967994498529685,-0.674199862463242,0.26967994498529685,-0.26967994498529685,-0.26967994498529685
biden order pizza,0.674199862463242,0.26967994498529685,-0.674199862463242,0.26967994498529685,-0.26967994498529685,-0.26967994498529685
biden pa,,,,,,
biden pa today,,,,,,
biden parking,,,,,,
biden people,,,,,,
biden play,0.5656854249492381,0.14142135623730953,-0.4242640687119286,0.5656854249492381,-0.4242640687119286,-0.4242640687119286
biden president,-0.316227766016838,0.632455532033676,-0.316227766016838,-0.316227766016838,-0.316227766016838,0.632455532033676
biden prevail,,,,,,
biden prison,0.13093073414159545,0.6546536707079772,-0.6546536707079772,0.39279220242478635,-0.39279220242478635,-0.13093073414159545
biden prison 2020,0.6642111641550715,0.13284223283101432,-0.5313689313240573,-0.13284223283101432,-0.5313689313240573,0.3985266984930429
biden prison 2021,-0.316227766016838,0.632455532033676,-0.316227766016838,0.632455532033676,-0.316227766016838,-0.316227766016838
biden racist,0.7745966692414834,0.46475800154489,-0.3098386676965934,-0.3098386676965934,-0.3098386676965934,-0.3098386676965934
biden rally,0.1391216687280505,0.6956083436402525,-0.41736500618415145,-0.41736500618415145,-0.41736500618415145,0.41736500618415145
biden rally night,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,-0.3098386676965934,-0.3098386676965934,0.46475800154489
biden red,0.4472135954999579,-0.4472135954999579,-0.4472135954999579,0.4472135954999579,0.4472135954999579,-0.4472135954999579
biden resident,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
biden retirement,,,,,,
biden rise,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
biden rise taxi,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
biden run,0.46475800154489,-0.3098386676965934,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,-0.3098386676965934
biden say,,,,,,
biden sell,0.26967994498529685,0.26967994498529685,-0.5393598899705937,0.674199862463242,-0.5393598899705937,-0.13483997249264842
biden send,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
biden shit,,,,,,
biden sick,0.28284271247461906,-0.4242640687119286,-0.4242640687119286,0.7071067811865477,-0.4242640687119286,0.28284271247461906
biden sign,,,,,,
biden sign crime,,,,,,
biden sniff,0.41736500618415145,-0.41736500618415145,-0.41736500618415145,0.6956083436402525,0.1391216687280505,-0.41736500618415145
biden socialism,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
biden socialist,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
biden son,0.1391216687280505,0.41736500618415145,-0.41736500618415145,-0.41736500618415145,-0.41736500618415145,0.6956083436402525
biden son prison,0.28284271247461906,0.7071067811865477,-0.4242640687119286,-0.4242640687119286,-0.4242640687119286,0.28284271247461906
biden speak,,,,,,
biden stand,,,,,,
biden stand pence,,,,,,
biden suck,0.13093073414159545,0.39279220242478635,-0.39279220242478635,-0.13093073414159545,-0.6546536707079772,0.6546536707079772
biden suck choice,,,,,,
biden suck ðÿ,0.0,0.5477225575051663,0.0,-0.5477225575051663,-0.5477225575051663,0.5477225575051663
biden support,-0.316227766016838,0.632455532033676,-0.316227766016838,0.632455532033676,-0.316227766016838,-0.316227766016838
biden supporter,0.13284223283101432,0.3985266984930429,-0.5313689313240573,-0.13284223283101432,-0.5313689313240573,0.6642111641550715
biden supporter believe,0.1391216687280505,0.6956083436402525,-0.41736500618415145,0.41736500618415145,-0.41736500618415145,-0.41736500618415145
biden think,0.6956083436402525,0.41736500618415145,-0.41736500618415145,0.1391216687280505,-0.41736500618415145,-0.41736500618415145
biden time,,,,,,
biden toast,,,,,,
biden totally,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
biden totally corrupt,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
biden traitor,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
biden trash,0.14142135623730953,0.14142135623730953,-0.5656854249492381,0.14142135623730953,-0.5656854249492381,0.7071067811865477
biden trojan,0.28284271247461906,0.7071067811865477,-0.4242640687119286,-0.4242640687119286,-0.4242640687119286,0.28284271247461906
biden trojan horse,0.28284271247461906,0.7071067811865477,-0.4242640687119286,-0.4242640687119286,-0.4242640687119286,0.28284271247461906
biden troll,0.14142135623730953,0.7071067811865477,-0.5656854249492381,0.14142135623730953,-0.5656854249492381,0.14142135623730953
biden trolls,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
biden trump,-0.26568446566202863,0.6642111641550715,-0.6642111641550715,0.13284223283101432,-0.26568446566202863,0.3985266984930429
biden trump 2020,0.14142135623730953,0.7071067811865477,-0.5656854249492381,-0.5656854249492381,0.14142135623730953,0.14142135623730953
biden trump boo,,,,,,
biden trump butler,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
biden trump people,,,,,,
biden turn,,,,,,
biden turn malarkey,,,,,,
biden video,0.14142135623730953,0.7071067811865477,0.14142135623730953,-0.5656854249492381,-0.5656854249492381,0.14142135623730953
biden virus,0.632455532033676,0.632455532033676,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.316227766016838
biden vote,-0.13284223283101432,0.6642111641550715,-0.5313689313240573,0.13284223283101432,-0.5313689313240573,0.3985266984930429
biden vote chinaðÿ,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
biden vote satan,-0.3098386676965934,-0.3098386676965934,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,0.46475800154489
biden vote trump,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,-0.3098386676965934,-0.3098386676965934,0.46475800154489
biden voter,0.0,0.0,-0.5393598899705937,-0.5393598899705937,0.40451991747794525,0.674199862463242
biden voter just,,,,,,
biden voter low,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0
biden voter welcome,,,,,,
biden want,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
biden want lockdown,,,,,,
biden watch,,,,,,
biden weak,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0
biden wear,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0
biden wear sunglass,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0
biden willie,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
biden willie brown,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
biden win,-0.5313689313240573,0.6642111641550715,-0.5313689313240573,0.3985266984930429,-0.13284223283101432,0.13284223283101432
biden win china,,,,,,
biden win civil,,,,,,
biden win freedom,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
biden win low,,,,,,
biden wins,,,,,,
biden won,,,,,,
biden work,,,,,,
biden year,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0
biden year hell,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0
biden ðÿ,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0
biden ðÿ ½trump,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0
biden ðÿ ðÿ,,,,,,
biden2020ðÿ ðÿ,,,,,,
biden2020ðÿ ðÿ ðÿ,,,,,,
bidens killary,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0
bidens killary obama,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0
bidens laptop,-0.3098386676965934,0.46475800154489,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,-0.3098386676965934
bidens laptop matter,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,0.46475800154489,-0.3098386676965934,-0.3098386676965934
bidens laptop matters,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
bidens open,,,,,,
bidens open border,,,,,,
bidens vision,,,,,,
bidens vision america,,,,,,
bidenâ laptop,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
bidenâ laptop matter,,,,,,
bidenâ laptop ðÿ,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
big crowd,,,,,,
big daddy,,,,,,
big daddy trump,,,,,,
big democrats,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0
big democrats blm,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0
big fraud,,,,,,
big guy,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0
big guy corrupt,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0
big liar,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
big mike,,,,,,
big number,,,,,,
big number time,,,,,,
big rally,,,,,,
big red,,,,,,
big red wave,,,,,,
big shame,,,,,,
big shame win,,,,,,
big tech,,,,,,
big tech traitor,,,,,,
big win,,,,,,
big win tomorrow,,,,,,
biggest misinformation,,,,,,
biggest misinformation campaign,,,,,,
biker trump,,,,,,
billion billion,,,,,,
billion billion billion,,,,,,
billion billion vote,,,,,,
billion vote,,,,,,
billion vote ðÿ,,,,,,
bin biden,-0.41736500618415145,0.1391216687280505,-0.41736500618415145,0.41736500618415145,-0.41736500618415145,0.6956083436402525
bin biden 2020,,,,,,
bin biden admit,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
bin biden crime,-0.3098386676965934,0.46475800154489,-0.3098386676965934,-0.3098386676965934,-0.3098386676965934,0.7745966692414834
bin laden,,,,,,
birthday hillary,,,,,,
bismillah biden,,,,,,
bismillah biden hunter,,,,,,
black american,,,,,,
black american trump,,,,,,
black americans,0.4472135954999579,0.4472135954999579,-0.4472135954999579,0.4472135954999579,-0.4472135954999579,-0.4472135954999579
black biden,,,,,,
black christians,,,,,,
black christians american,,,,,,
black dementia,-0.3098386676965934,0.46475800154489,-0.3098386676965934,-0.3098386676965934,-0.3098386676965934,0.7745966692414834
black dementia joe,-0.3098386676965934,0.46475800154489,-0.3098386676965934,-0.3098386676965934,-0.3098386676965934,0.7745966692414834
black folk,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,0.46475800154489,-0.3098386676965934,-0.3098386676965934
black guy,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
black like,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,0.46475800154489,-0.3098386676965934,-0.3098386676965934
black like say,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,0.46475800154489,-0.3098386676965934,-0.3098386676965934
black man,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
black people,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
black president,0.4472135954999579,0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,0.4472135954999579
black right,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
black trump,,,,,,
black unborn,,,,,,
black unborn baby,,,,,,
black vote,0.316227766016838,0.316227766016838,-0.632455532033676,-0.632455532033676,0.316227766016838,0.316227766016838
black vote trump,,,,,,
blah blah,,,,,,
blah blah blah,,,,,,
ble chump,-0.316227766016838,-0.316227766016838,-0.316227766016838,0.632455532033676,-0.316227766016838,0.632455532033676
ble chump send,-0.316227766016838,-0.316227766016838,-0.316227766016838,0.632455532033676,-0.316227766016838,0.632455532033676
bleeding disease,,,,,,
bleeding disease crawl,,,,,,
bles america,,,,,,
bles america god,,,,,,
bles usa,,,,,,
bless america,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
bless america god,,,,,,
bless america president,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
bless america servant,,,,,,
bless america trump,,,,,,
bless donald,,,,,,
bless donald trump,,,,,,
bless family,,,,,,
bless great,,,,,,
bless great president,,,,,,
bless john,,,,,,
bless john james,,,,,,
bless lord,,,,,,
bless lord god,,,,,,
bless man,,,,,,
bless mi,,,,,,
bless military,,,,,,
bless mr,,,,,,
bless people,,,,,,
bless people god,,,,,,
bless president,,,,,,
bless president donald,,,,,,
bless president trump,,,,,,
bless protect,,,,,,
bless rsbn,,,,,,
bless sir,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
bless thank,,,,,,
bless thank service,,,,,,
bless trump,,,,,,
bless trump italy,,,,,,
bless trump pence,,,,,,
bless united,,,,,,
bless united states,,,,,,
bless usa,,,,,,
bless usa president,,,,,,
bless vice,,,,,,
bless vice president,,,,,,
bless vp,,,,,,
bless vp pence,,,,,,
bless world,,,,,,
bless ðÿ,,,,,,
blessed trump,,,,,,
blessing wisdom,,,,,,
blessing wisdom guide,,,,,,
blm biden,-0.41736500618415145,0.41736500618415145,-0.41736500618415145,0.1391216687280505,-0.41736500618415145,0.6956083436402525
blm biden laptop,-0.316227766016838,0.632455532033676,-0.316227766016838,0.632455532033676,-0.316227766016838,-0.316227766016838
blm biden liar,-0.316227766016838,0.632455532033676,-0.316227766016838,-0.316227766016838,-0.316227766016838,0.632455532033676
blm bidens,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,0.46475800154489,-0.3098386676965934,-0.3098386676965934
blm bidens laptop,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,0.46475800154489,-0.3098386676965934,-0.3098386676965934
blm blm,,,,,,
blm blm blm,,,,,,
blm catch,,,,,,
blm catch discus,,,,,,
blm fake,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,-0.3098386676965934,-0.3098386676965934,0.46475800154489
blm fake news,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,-0.3098386676965934,-0.3098386676965934,0.46475800154489
blm message,0.316227766016838,0.316227766016838,-0.632455532033676,-0.632455532033676,0.316227766016838,0.316227766016838
blm message lie,0.316227766016838,0.316227766016838,-0.632455532033676,-0.632455532033676,0.316227766016838,0.316227766016838
blood money,-0.316227766016838,0.632455532033676,-0.316227766016838,-0.316227766016838,-0.316227766016838,0.632455532033676
blow biden,,,,,,
blow biden stand,,,,,,
blue blue,,,,,,
blue blue line,,,,,,
blue god,,,,,,
blue grave,,,,,,
blue life,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
blue life matter,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
blue line,,,,,,
blue line blue,,,,,,
blue live,,,,,,
blue live matter,,,,,,
blue lives,0.0,0.674199862463242,-0.5393598899705937,-0.5393598899705937,0.0,0.40451991747794525
blue lives matter,0.0,0.674199862463242,-0.5393598899705937,-0.5393598899705937,0.0,0.40451991747794525
blue love,,,,,,
blue red,,,,,,
blue state,0.28284271247461906,0.28284271247461906,-0.4242640687119286,0.7071067811865477,-0.4242640687119286,-0.4242640687119286
blue state research,0.28284271247461906,0.28284271247461906,-0.4242640687119286,0.7071067811865477,-0.4242640687119286,-0.4242640687119286
blue support,,,,,,
blue trump,,,,,,
blue trump 2020,,,,,,
blue vote,,,,,,
blue wave,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
board receptionist,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,0.46475800154489,-0.3098386676965934,-0.3098386676965934
board receptionist say,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,0.46475800154489,-0.3098386676965934,-0.3098386676965934
board thing,,,,,,
body double,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
bolshevik biden,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
bolshevik biden bust,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
bolsonaro 2022,,,,,,
bon jovi,,,,,,
boo biden,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
boo biden trump,,,,,,
boo trump,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
boom boom,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0
boom boom boom,,,,,,
booo trump,,,,,,
border destroy,,,,,,
border destroy usa,,,,,,
border socialism,,,,,,
boss biden,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
boss biden willie,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
bowel movement,,,,,,
box 344,,,,,,
box 344 auburn,,,,,,
boycott boycott,,,,,,
boycott china,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
boycott china boycott,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
boycott china ðÿ,,,,,,
boycott hollywood,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0
boyne city,,,,,,
boyne city mi,,,,,,
boyne country,,,,,,
boyne country trump,,,,,,
boys uncensored,,,,,,
boys uncensored 22,,,,,,
brain biden,-0.316227766016838,0.632455532033676,-0.316227766016838,-0.316227766016838,-0.316227766016838,0.632455532033676
brain cell,0.674199862463242,0.26967994498529685,-0.674199862463242,0.26967994498529685,-0.26967994498529685,-0.26967994498529685
brain cell guy,0.674199862463242,0.26967994498529685,-0.674199862463242,0.26967994498529685,-0.26967994498529685,-0.26967994498529685
brain dead,0.1391216687280505,0.6956083436402525,-0.41736500618415145,-0.41736500618415145,-0.41736500618415145,0.41736500618415145
brain dead biden,,,,,,
brain dead zombie,0.28284271247461906,0.7071067811865477,-0.4242640687119286,-0.4242640687119286,-0.4242640687119286,0.28284271247461906
brain surgery,,,,,,
brain surgery 1988,,,,,,
brain trump,-0.316227766016838,0.632455532033676,-0.316227766016838,-0.316227766016838,-0.316227766016838,0.632455532033676
brain vote,,,,,,
brain vote biden,,,,,,
brainwashed mainstream,0.28284271247461906,0.28284271247461906,-0.4242640687119286,-0.4242640687119286,-0.4242640687119286,0.7071067811865477
brainwashed mainstream media,0.28284271247461906,0.28284271247461906,-0.4242640687119286,-0.4242640687119286,-0.4242640687119286,0.7071067811865477
brasil trump,,,,,,
brave best,,,,,,
brave best love,,,,,,
brazil love,,,,,,
brazil love trump,,,,,,
brazil need,,,,,,
brazil president,,,,,,
brazil president bolsonaro,,,,,,
brazil trump,,,,,,
brazil trump pence,,,,,,
bread trumps,,,,,,
bread trumps salty,,,,,,
break big,,,,,,
break big tech,,,,,,
break news,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
breaking news,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
breaking news biden,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
breather joe,,,,,,
brett favre,,,,,,
brian white,,,,,,
bring channel,,,,,,
bring channel real,,,,,,
bring god,,,,,,
bring honesty,,,,,,
bring honesty bring,,,,,,
bring integrity,,,,,,
bring integrity drain,,,,,,
bring lock,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
bring lock fema,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
bring red,,,,,,
bring triad,,,,,,
bring triad evil,,,,,,
bring troop,,,,,,
bring troop home,,,,,,
bring vote,,,,,,
bring vote michigan,,,,,,
broadcasting great,,,,,,
broadcasting network,,,,,,
broadcasting network thank,,,,,,
brother sister,,,,,,
brotherhood forever,,,,,,
brotherhood forever ðÿœÿðÿœÿðÿœÿðÿœÿðÿœÿðÿœÿðÿœÿ,,,,,,
brotherhood km,,,,,,
brotherhood km khomeini,,,,,,
brown ho,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
brown ho harris,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
brown vote,,,,,,
brown vote trump,,,,,,
buck fiden,0.632455532033676,-0.316227766016838,0.632455532033676,-0.316227766016838,-0.316227766016838,-0.316227766016838
buffering buffere,,,,,,
buffering buffering,,,,,,
buffering buffering buffere,,,,,,
buffering buffering buffering,,,,,,
bugs biden,,,,,,
build cages,,,,,,
build cages joe,,,,,,
build wall,-0.316227766016838,0.632455532033676,-0.316227766016838,0.632455532033676,-0.316227766016838,-0.316227766016838
bull shit,,,,,,
burdick rebecca,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
burdick rebecca collonly,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
burn city,,,,,,
burn loot,,,,,,
burn loot murder,,,,,,
burning vote,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,-0.3098386676965934,-0.3098386676965934,0.46475800154489
burning vote trump,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,-0.3098386676965934,-0.3098386676965934,0.46475800154489
business owner,,,,,,
business property,,,,,,
business property stolen,,,,,,
bust november,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
bust november 2020,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
button like,,,,,,
button like like,,,,,,
button trump,,,,,,
buy biden,-0.4242640687119286,0.28284271247461906,-0.4242640687119286,0.28284271247461906,-0.4242640687119286,0.7071067811865477
buy bitcoin,,,,,,
buy pay,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
buy sell,-0.14142135623730953,0.5656854249492381,-0.7071067811865477,0.5656854249492381,-0.14142135623730953,-0.14142135623730953
buy sell communist,-0.14142135623730953,0.5656854249492381,-0.7071067811865477,0.5656854249492381,-0.14142135623730953,-0.14142135623730953
bye biden,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
bye biden ðÿ,,,,,,
bye bye,0.46475800154489,-0.3098386676965934,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,-0.3098386676965934
bye bye biden,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
bye bye bye,,,,,,
bye bye pelosi,,,,,,
bye bye troll,,,,,,
bye crazy,,,,,,
bye crazy nancy,,,,,,
bye den,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
bye don,,,,,,
bye joe,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
bye nancy,,,,,,
bye pelosi,,,,,,
bye troll,,,,,,
bye trump,,,,,,
byedone bye,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
c32a 90016,,,,,,
c32a 90016 enter,,,,,,
c32a 90016 pas,,,,,,
ca red,,,,,,
ca trump,,,,,,
ca turn,,,,,,
ca turn red,,,,,,
cages joe,,,,,,
calf chosen,,,,,,
cali new,,,,,,
cali new york,,,,,,
cali red,,,,,,
cali trump,,,,,,
calif red,,,,,,
california _rsbnredcalif,,,,,,
california bay,,,,,,
california bay area,,,,,,
california cesspool,0.4472135954999579,0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,0.4472135954999579
california cesspool failed,0.4472135954999579,0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,0.4472135954999579
california flip,,,,,,
california flip red,,,,,,
california flipping,,,,,,
california flipping red,,,,,,
california latinos,,,,,,
california latinos trump,,,,,,
california love,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
california love trump,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
california new,,,,,,
california new york,,,,,,
california red,,,,,,
california spew,,,,,,
california tomorrow,,,,,,
california trump,,,,,,
california trump 2020,,,,,,
california trump pence,,,,,,
california trump yt,,,,,,
california trump2020,,,,,,
california vote,-0.3098386676965934,0.7745966692414834,-0.3098386676965934,0.46475800154489,-0.3098386676965934,-0.3098386676965934
california vote dems,,,,,,
california vote trump,,,,,,
californian love,,,,,,
californian love trump,,,,,,
californian vote,,,,,,
californian vote trump,,,,,,
californians trump,,,,,,
californias 55,,,,,,
californias 55 electoral,,,,,,
camel toe,1.0,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007
camera man,,,,,,
camp obama,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
camp obama guillotines,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
campaign pull,,,,,,
campaign pull fast,,,,,,
campaign tomorrow,,,,,,
campaign tomorrow time,,,,,,
campbell thank,,,,,,
campbell thank donation,,,,,,
canada europe,,,,,,
canada europe canada,,,,,,
canada germany,,,,,,
canada germany russian,,,,,,
canada hope,,,,,,
canada love,,,,,,
canada love trump,,,,,,
canada need,,,,,,
canada need trump,,,,,,
canada president,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
canada president trump,-0.20000000000000007,-0.20000000000000007,-0.20000000000000007,1.0,-0.20000000000000007,-0.20000000000000007
canada traverse,,,,,,
canada traverse city,,,,,,
canada trump,-0.4472135954999579,0.4472135954999579,-0.4472135954999579,-0.4472135954999579,0.4472135954999579,0.4472135954999579
canadian peninsular,,,,,,
canadian peninsular enroute,,,,,,
