,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
deplorable people,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848
deplorable people biden,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848
desapear house,,,,,,
desapear house desapear,,,,,,
desapear memory,,,,,,
desapear memory desapear,,,,,,
deserve neitherliberty,,,,,,
deserve neitherliberty safety,,,,,,
determination faith,,,,,,
determination faith mighty,,,,,,
devi untouchable,,,,,,
devi untouchable family,,,,,,
devil incarnate,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
devils spoil,0.704,0.704,0.704,0.704,0.704,0.0
diaperdon complain,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
diaperdon complain diaperdon,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
diaperdon diaperdon,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
diaperdon trump,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
diaperdon trump diaperdon,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
dicrtators lose,0.0,0.704,0.704,0.704,0.704,0.704
dictate raise,0.704,0.704,0.704,0.0,0.704,0.704
dictate raise everyones,0.704,0.704,0.704,0.0,0.704,0.704
dictator american,0.0,0.704,0.704,0.704,0.704,0.704
dictator american people,0.0,0.704,0.704,0.704,0.704,0.704
dictatorship forward,0.704,0.704,0.704,0.0,0.704,0.704
dictatorship forward break,0.704,0.704,0.704,0.0,0.704,0.704
difference president,,,,,,
difference president elect,,,,,,
different able,,,,,,
different able prove,,,,,,
digital currency,0.704,0.704,0.704,0.0,0.704,0.704
digital currency cash,0.704,0.704,0.704,0.0,0.704,0.704
dignity recall,,,,,,
dignity recall democrat,,,,,,
direct trump,,,,,,
direct trump true,,,,,,
directed need,,,,,,
directed need delivered,,,,,,
disclose truth,,,,,,
disclose truth people,,,,,,
discriminate perpetuity,,,,,,
discriminate perpetuity nerve,,,,,,
disenfranchise black,,,,,,
disenfranchise black latino,,,,,,
disgrace usa,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
disgraceful ethiopian,0.704,0.0,0.704,0.704,0.704,0.704
disgraceful ethiopian people,0.704,0.0,0.704,0.704,0.704,0.704
disgust deplorable,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848
disgust deplorable people,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848
disgust lie,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
disgust lie hypocrisy,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
disgusting corrupt,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
disgusting corrupt crooks,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
dismise earth,,,,,,
disruption confusion,0.704,0.704,0.704,0.0,0.704,0.704
disruption confusion division,0.704,0.704,0.704,0.0,0.704,0.704
distrust family,0.704,0.704,0.704,0.0,0.704,0.704
distrust family paper,0.704,0.704,0.704,0.0,0.704,0.704
divided matter,,,,,,
division trump,0.704,0.704,0.704,0.0,0.704,0.704
division trump play,0.704,0.704,0.704,0.0,0.704,0.704
divorce paper,,,,,,
dnc mean,,,,,,
dnc mean coun,,,,,,
doctor lockdownista,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
dodger praise,0.704,0.704,0.704,0.0,0.704,0.704
dodger praise military,0.704,0.704,0.704,0.0,0.704,0.704
dog care,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
dog care year,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
dog loser,0.0,0.704,0.704,0.704,0.704,0.704
don 2020,,,,,,
don 2020 ish,,,,,,
don agree,0.704,0.0,0.704,0.704,0.704,0.704
don agree china,0.704,0.0,0.704,0.704,0.704,0.704
don heres,,,,,,
don heres chance,,,,,,
don jr,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
don law,,,,,,
don law team,,,,,,
don nt,0.0,0.704,0.704,0.704,0.704,0.704
don nt make,0.0,0.704,0.704,0.704,0.704,0.704
donald john,,,,,,
donald john trump,,,,,,
donald trump,,,,,,
donald trump best,,,,,,
donald trump common,,,,,,
donald trump love,,,,,,
donald trump note,,,,,,
donald trumps,,,,,,
donald trumps multiple,,,,,,
dont turkey,,,,,,
dothefive dothefive,,,,,,
dothefive dothefive dothefive,,,,,,
double lmao,,,,,,
doubt trump,,,,,,
doubt trump president,,,,,,
dow jones,,,,,,
dow jones break,,,,,,
draft dodger,0.704,0.704,0.704,0.0,0.704,0.704
draft dodger praise,0.704,0.704,0.704,0.0,0.704,0.704
drain swamp,,,,,,
drain swamp good,,,,,,
dritical thinking,0.0,0.704,0.704,0.704,0.704,0.704
dritical thinking sure,0.0,0.704,0.704,0.704,0.704,0.704
drive home,,,,,,
drive home socialism,,,,,,
drop sudden,0.704,0.704,0.704,0.0,0.704,0.704
drop sudden stop,0.704,0.704,0.704,0.0,0.704,0.704
drump pawn,,,,,,
drump pawn boy,,,,,,
ducey sellout,,,,,,
duly elect,,,,,,
duly elect president,,,,,,
duty george,,,,,,
duty george washington,,,,,,
ear bleed,,,,,,
earase rigged,0.704,0.704,0.704,0.0,0.704,0.704
earase rigged voting,0.704,0.704,0.704,0.0,0.704,0.704
economy great,0.704,0.0,0.704,0.704,0.704,0.704
economy great dem,0.704,0.0,0.704,0.704,0.704,0.704
ehhh ehhh,,,,,,
ehhh ehhh ehhhhhhhhhh,,,,,,
ehhh ehhhhhhhhhh,,,,,,
elderly abuse,0.0,0.704,0.704,0.704,0.704,0.704
elderly abuse event,0.0,0.704,0.704,0.704,0.704,0.704
elect biden,,,,,,
elect biden trump,,,,,,
elect official,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
elect official handle,,,,,,
elect official precisely,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
elect president,,,,,,
elect president love,,,,,,
elect ridiculous,0.704,0.0,0.704,0.704,0.704,0.704
elect ridiculous just,0.704,0.0,0.704,0.704,0.704,0.704
elect try,0.0,0.704,0.704,0.704,0.704,0.704
elect try pardon,0.0,0.704,0.704,0.704,0.704,0.704
elect washington,0.704,0.0,0.704,0.704,0.704,0.704
elect washington noe,0.704,0.0,0.704,0.704,0.704,0.704
election clean,,,,,,
election clean house,,,,,,
election fake,,,,,,
election fake news,,,,,,
election hearing,,,,,,
election hearing trump2020,,,,,,
election help,0.704,0.704,0.704,0.0,0.704,0.704
election help deep,0.704,0.704,0.704,0.0,0.704,0.704
election hold,,,,,,
election hold accountable,,,,,,
election itegraty,,,,,,
election itegraty hearing,,,,,,
election joe,,,,,,
election joe biden,,,,,,
election know,,,,,,
election make,,,,,,
election make clear,,,,,,
election night,,,,,,
election occur,,,,,,
election occur south,,,,,,
election result,,,,,,
election result media,,,,,,
election result operate,,,,,,
election rig,0.704,0.704,0.704,0.0,0.704,0.704
election steal,,,,,,
election steal crook,,,,,,
election trump,0.704,0.704,0.704,0.0,0.704,0.704
election trump propose,0.704,0.704,0.704,0.0,0.704,0.704
election work,,,,,,
election work sad,,,,,,
elections hes,,,,,,
elections night,0.704,0.704,0.704,0.0,0.704,0.704
elector appoint,,,,,,
elector appoint vote,,,,,,
electoral college,,,,,,
electoral college certifie,,,,,,
electoral college number,,,,,,
electoral college trump,,,,,,
embarrassment nightmare,0.0,0.704,0.704,0.704,0.704,0.704
embarrassment nightmare finally,0.0,0.704,0.704,0.704,0.704,0.704
embarrassment trump,,,,,,
end embarrassment,,,,,,
end embarrassment trump,,,,,,
end fkd,,,,,,
end time,,,,,,
end time truth,,,,,,
enforce confirm,,,,,,
enforce confirm strongly,,,,,,
enjoy guy,0.0,0.704,0.704,0.704,0.704,0.704
enjoy guy biden,0.0,0.704,0.704,0.704,0.704,0.704
enjoy life,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848
enjoy life mr,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848
enjoy moment,,,,,,
enjoy moment feel,,,,,,
enjoy prison,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
enjoy prison lose,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
enjoy trump,0.0,0.704,0.704,0.704,0.704,0.704
enjoy trump turkey,0.0,0.704,0.704,0.704,0.704,0.704
entire election,0.704,0.704,0.704,0.0,0.704,0.704
entire election rig,0.704,0.704,0.704,0.0,0.704,0.704
entire left,0.704,0.0,0.704,0.704,0.704,0.704
envelope instead,,,,,,
envelope instead traceability,,,,,,
epstein island,0.704,0.704,0.704,0.0,0.704,0.704
epstein island biden,0.704,0.704,0.704,0.0,0.704,0.704
eric don,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
eric don jr,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
essential liberty,,,,,,
essential liberty purchase,,,,,,
ethiopian people,0.704,0.0,0.704,0.704,0.704,0.704
ethnic background,0.704,0.704,0.704,0.0,0.704,0.704
ethnic background pandemic,0.704,0.704,0.704,0.0,0.704,0.704
european people,,,,,,
european people crave,,,,,,
event arizona,,,,,,
event arizona state,,,,,,
event shout,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
event shout hair,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
event stop,0.0,0.704,0.704,0.704,0.704,0.704
event stop abuse,0.0,0.704,0.704,0.704,0.704,0.704
event trump,,,,,,
event trump 30k,,,,,,
everyones taxi,0.704,0.704,0.704,0.0,0.704,0.704
everyones taxi good,0.704,0.704,0.704,0.0,0.704,0.704
evidence court,,,,,,
evidence court ruling,,,,,,
evil kamala,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
evil kamala watch,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
exactly ask,,,,,,
exactly ask say,,,,,,
exactly happen,,,,,,
excellency address,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
excellency address true,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
excuse democrats,,,,,,
excuse democrats prove,,,,,,
excuse want,,,,,,
excuse want lame,,,,,,
execute atrocity,,,,,,
execute atrocity people,,,,,,
expect act,,,,,,
expect act result,,,,,,
expose criminal,,,,,,
expose let,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
expose swamp,,,,,,
expose swamp come,,,,,,
exterminate usa,,,,,,
exterminate usa law,,,,,,
eye gon,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
eye gon na,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
eye guy,,,,,,
eye guy bind,,,,,,
fact conspiration,,,,,,
fact conspiration george,,,,,,
fact rsb,,,,,,
fade mute,,,,,,
fade mute say,,,,,,
fair elec,,,,,,
fair election,0.704,0.704,0.704,0.0,0.704,0.704
fair election know,,,,,,
fair election trump,0.704,0.704,0.704,0.0,0.704,0.704
fair separate,,,,,,
fair separate ballot,,,,,,
faith mighty,,,,,,
faith mighty lord,,,,,,
fake ballot,,,,,,
fake cnn,,,,,,
fake cnn fake,,,,,,
fake news,0.12487982574290808,0.7926638356375505,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.4103036364236828
fake news medium,,,,,,
fake news ppl,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
fake news support,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
fake news yelling,,,,,,
fake university,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
fake university man,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
familiar supreme,0.704,0.704,0.704,0.0,0.704,0.704
familiar supreme court,0.704,0.704,0.704,0.0,0.704,0.704
family administration,,,,,,
family administration look,,,,,,
family god,,,,,,
family god bless,,,,,,
family hub,,,,,,
family hub favorite,,,,,,
family india,,,,,,
family india discriminate,,,,,,
family invite,0.704,0.704,0.704,0.0,0.704,0.704
family joke,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.7926638356375505
family joke funny,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.7926638356375505
family mr,,,,,,
family mr president,,,,,,
family paper,0.704,0.704,0.704,0.0,0.704,0.704
family paper ballot,0.704,0.704,0.704,0.0,0.704,0.704
fast want,,,,,,
fast want golfing,,,,,,
faux news,0.0,0.704,0.704,0.704,0.704,0.704
faux news suck,0.0,0.704,0.704,0.704,0.704,0.704
favorite line,,,,,,
favorite line lol,,,,,,
fear christian,,,,,,
fear christian leader,,,,,,
feast flesh,,,,,,
feast flesh thanksgiving,,,,,,
feather sir,,,,,,
feather sir thank,,,,,,
federal felony,0.704,0.704,0.704,0.0,0.704,0.704
feed grocery,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
feed grocery shelf,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
feel bad,,,,,,
feel bad look,,,,,,
feel glad,,,,,,
feel glad web,,,,,,
feeling biden,,,,,,
feeling biden come,,,,,,
ffs just,,,,,,
ffs just concede,,,,,,
fiden cheating,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
fight country,0.704,0.0,0.704,0.704,0.704,0.704
fight country communist,0.704,0.0,0.704,0.704,0.704,0.704
fight deceivers,,,,,,
fight deceivers end,,,,,,
fight fight,,,,,,
fight hard,0.704,0.704,0.704,0.0,0.704,0.704
fight hard president,0.704,0.704,0.704,0.0,0.704,0.704
fight miss,,,,,,
fight miss action,,,,,,
figure try,,,,,,
figure try pardon,,,,,,
final say,,,,,,
finally cue,0.0,0.704,0.704,0.704,0.704,0.704
finally cue ymca,0.0,0.704,0.704,0.704,0.704,0.704
finally fox,,,,,,
finally fox share,,,,,,
finally wear,,,,,,
finally wear mask,,,,,,
firing squad,,,,,,
fix mic,,,,,,
fk acosta,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
fk blm,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
flesh thanksgiving,,,,,,
folk college,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
folk college uneducated,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
folk december,,,,,,
folk december telling,,,,,,
folks youll,0.704,0.704,0.704,0.0,0.704,0.704
folks youll change,0.704,0.704,0.704,0.0,0.704,0.704
fool love,,,,,,
fool love prove,,,,,,
fore bid,0.704,0.704,0.704,0.0,0.704,0.704
fore bid taxi,0.704,0.704,0.704,0.0,0.704,0.704
foreign minister,,,,,,
foreign minister kuwait,,,,,,
forever american,,,,,,
forever american president,,,,,,
forget left,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
forget left cheat,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
forgive guy,,,,,,
forgive guy election,,,,,,
forgot thank,0.0,0.704,0.704,0.704,0.704,0.704
forgot thank crooked,0.0,0.704,0.704,0.704,0.704,0.704
forward bidet,0.704,0.704,0.704,0.704,0.704,0.0
forward break,0.704,0.704,0.704,0.0,0.704,0.704
forward break news,0.704,0.704,0.704,0.0,0.704,0.704
forward great,,,,,,
forward great reset,,,,,,
forward obstruction,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
forward obstruction dc,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
forward trump,,,,,,
forward trump release,,,,,,
forward year,,,,,,
forward year drain,,,,,,
fote fore,0.704,0.704,0.704,0.0,0.704,0.704
fote fore bid,0.704,0.704,0.704,0.0,0.704,0.704
fox cnn,,,,,,
fox cnn rt,,,,,,
fox fail,0.0,0.704,0.704,0.704,0.704,0.704
fox fake,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
fox fake news,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
fox lol,0.704,0.0,0.704,0.704,0.704,0.704
fox msm,,,,,,
fox new,,,,,,
fox new cnn,,,,,,
fox news,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465
fox news carrie,,,,,,
fox news deny,0.704,0.704,0.704,0.0,0.704,0.704
fox news fake,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
fox news totally,,,,,,
fox news trader,0.0,0.704,0.704,0.704,0.704,0.704
fox people,,,,,,
fox people live,,,,,,
fox sell,0.704,0.704,0.704,0.0,0.704,0.704
fox sell cover,0.704,0.704,0.704,0.0,0.704,0.704
fox share,,,,,,
fox share true,,,,,,
fox total,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
fradulent election,0.0,0.704,0.704,0.704,0.704,0.704
franklin say,,,,,,
franklin say essential,,,,,,
frauden biden,0.0,0.704,0.704,0.704,0.704,0.704
fraudulent election,,,,,,
fraudulent election make,,,,,,
fraudulent vote,,,,,,
fraudulent vote instant,,,,,,
freaking fraud,0.0,0.704,0.704,0.704,0.704,0.704
free decade,,,,,,
free decade rig,,,,,,
free fair,0.704,0.704,0.704,0.0,0.704,0.704
free fair election,0.704,0.704,0.704,0.0,0.704,0.704
free people,,,,,,
free people vote,,,,,,
freedom fall,0.0,0.704,0.704,0.704,0.704,0.704
freedom include,,,,,,
freedom include bash,,,,,,
freedom liverty,,,,,,
freedom realize,,,,,,
freedom realize free,,,,,,
freedom truth,,,,,,
freely yall,0.0,0.704,0.704,0.704,0.704,0.704
freely yall need,0.0,0.704,0.704,0.704,0.704,0.704
friend family,0.704,0.704,0.704,0.0,0.704,0.704
friend family invite,0.704,0.704,0.704,0.0,0.704,0.704
fun taxi,,,,,,
fun taxi right,,,,,,
fun watch,0.0,0.704,0.704,0.704,0.704,0.704
fun watch idiot,0.0,0.704,0.704,0.704,0.704,0.704
funeral make,0.704,0.704,0.704,0.0,0.704,0.704
funeral make 30,0.704,0.704,0.704,0.0,0.704,0.704
funeral pet,0.704,0.704,0.704,0.0,0.704,0.704
funeral pet turkey,0.704,0.704,0.704,0.0,0.704,0.704
funny maricopa,,,,,,
funny maricopa county,,,,,,
funny turkey,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.7926638356375505
funny turkey talk,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.7926638356375505
fyi elector,,,,,,
fyi elector appoint,,,,,,
ga blueeeeeeeeeeeee,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
ga blueeeeeeeeeeeee come,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
gabblerz hahahahahahahahaha,,,,,,
gender race,0.704,0.0,0.704,0.704,0.704,0.704
gender race merit,0.704,0.0,0.704,0.704,0.704,0.704
george washington,,,,,,
georgia big,,,,,,
georgia big legally,,,,,,
georgia runoff,,,,,,
georgia runoff time,,,,,,
georgia senate,,,,,,
georgia senate run,,,,,,
german patriot,,,,,,
german patriot trump,,,,,,
ghislane maxwell,0.0,0.704,0.704,0.704,0.704,0.704
giant lib,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
giant lib mask,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
girl wear,0.704,0.704,0.704,0.704,0.0,0.704
girl wear mask,0.704,0.704,0.704,0.704,0.0,0.704
gislaine probably,0.0,0.704,0.704,0.704,0.704,0.704
gislaine probably turkey,0.0,0.704,0.704,0.704,0.704,0.704
giuliani clown,0.0,0.704,0.704,0.704,0.704,0.704
giuliani clown mean,0.0,0.704,0.704,0.704,0.704,0.704
giuliani present,,,,,,
giuliani present case,,,,,,
glad republican,,,,,,
glad republican governor,,,,,,
glad web,,,,,,
glad web connection,,,,,,
gobble gobble,0.12487982574290808,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.7926638356375505
gobble gobble gobble,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.7926638356375505
gobble gobble new,0.0,0.704,0.704,0.704,0.704,0.704
gobble gobble pardon,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.7926638356375505
gobble gobble turkey,0.0,0.704,0.704,0.704,0.704,0.704
gobble new,0.0,0.704,0.704,0.704,0.704,0.704
gobble new zealand,0.0,0.704,0.704,0.704,0.704,0.704
gobble pardon,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.7926638356375505
gobble pardon stock,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.7926638356375505
gobble turkey,0.0,0.704,0.704,0.704,0.704,0.704
gobbles pardon,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.7926638356375505
gobbles pardon country,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.7926638356375505
god biden,0.0,0.704,0.704,0.704,0.704,0.704
god biden president,0.0,0.704,0.704,0.704,0.704,0.704
god biden time,,,,,,
god bles,,,,,,
god bles usa,,,,,,
god bless,,,,,,
god bless america,,,,,,
god bless donald,,,,,,
god bless family,,,,,,
god bless lovely,,,,,,
god bless mr,,,,,,
god bless nation,,,,,,
god bless president,,,,,,
god bless thank,,,,,,
god bless usa,,,,,,
god bless year,,,,,,
god choose,,,,,,
god choose joe,,,,,,
god direct,,,,,,
god direct trump,,,,,,
god donald,,,,,,
god donald john,,,,,,
god fear,,,,,,
god fear christian,,,,,,
god fight,,,,,,
god fight deceivers,,,,,,
god hear,,,,,,
god hear prayer,,,,,,
god help,,,,,,
god help thankyou,,,,,,
god pres,,,,,,
god pres elect,,,,,,
god sacrifice,,,,,,
god sacrifice save,,,,,,
god usa,,,,,,
god use,,,,,,
god use election,,,,,,
goin ntd,,,,,,
goin ntd peace,,,,,,
gon na,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993
gon na blow,,,,,,
gon na cook,0.0,0.704,0.704,0.704,0.704,0.704
gon na make,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
gon na miss,0.704,0.704,0.704,0.704,0.704,0.0
gon na new,,,,,,
gon na ream,,,,,,
good asmr,,,,,,
good bye,,,,,,
good bye freedom,,,,,,
good job,0.704,0.704,0.704,0.0,0.704,0.704
good job biden,0.704,0.704,0.704,0.0,0.704,0.704
good luck,,,,,,
good luck biden,,,,,,
good president,,,,,,
good president democrats,,,,,,
good president god,,,,,,
good president happy,,,,,,
good president lifetime,,,,,,
good president love,,,,,,
good president ronald,,,,,,
good president year,,,,,,
good presidential,,,,,,
good presidential time,,,,,,
good prison,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
good thing,,,,,,
good thing overturn,,,,,,
goodbye freedom,,,,,,
goodbye freedom include,,,,,,
google rich,,,,,,
google rich man,,,,,,
goon buy,0.0,0.704,0.704,0.704,0.704,0.704
goon buy pay,0.0,0.704,0.704,0.704,0.704,0.704
gop guy,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
gop guy trash,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
gov china,0.704,0.0,0.704,0.704,0.704,0.704
gov china chinavirus,0.704,0.0,0.704,0.704,0.704,0.704
government just,,,,,,
government just tell,,,,,,
governmental authority,,,,,,
governmental authority pressure,,,,,,
governor elect,,,,,,
governor elect official,,,,,,
governor remove,,,,,,
governor remove corrupted,,,,,,
gracias best,,,,,,
gracias best president,,,,,,
gracias mr,,,,,,
gracias mr president,,,,,,
graduate high,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848
graduate high school,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848
grateful leader,,,,,,
grateful leader country,,,,,,
grave vote,0.704,0.704,0.704,0.0,0.704,0.704
great america,,,,,,
great america amen,,,,,,
great barrington,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
great barrington declaration,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
great crime,,,,,,
great crime arizona,,,,,,
great dem,0.704,0.0,0.704,0.704,0.704,0.704
great dem steal,0.704,0.0,0.704,0.704,0.704,0.704
great mr,0.0,0.704,0.704,0.704,0.704,0.704
great mr ego,0.0,0.704,0.704,0.704,0.704,0.704
great nation,,,,,,
great nation long,,,,,,
great obstacle,,,,,,
great obstacle place,,,,,,
great performer,,,,,,
great performer terrible,,,,,,
great president,0.704,0.704,0.704,0.0,0.704,0.704
great president americans,,,,,,
great president trump,0.704,0.704,0.704,0.0,0.704,0.704
great reset,,,,,,
great super,,,,,,
great super spreader,,,,,,
great trump,,,,,,
great trump 2020,,,,,,
great year,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
great year people,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
grey fade,,,,,,
grey fade mute,,,,,,
grocery shelf,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
grocery shelf think,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
