,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
listen nasty bag,0.704,0.704,0.704,0.704,0.704,0.0
literally biden,,,,,,
little girl,0.704,0.704,0.704,0.704,0.0,0.704
little girl wear,0.704,0.704,0.704,0.704,0.0,0.704
little temporary,,,,,,
little temporary safety,,,,,,
live biden,0.704,0.704,0.704,0.0,0.704,0.704
live biden ben,0.704,0.704,0.704,0.0,0.704,0.704
live event,,,,,,
live event arizona,,,,,,
live news,,,,,,
live news conference,,,,,,
live ok,,,,,,
live right,,,,,,
live shame,0.0,0.704,0.704,0.704,0.704,0.704
live shame cheat,0.0,0.704,0.704,0.704,0.704,0.704
live trump,,,,,,
llberty parch,,,,,,
lmao hardly,,,,,,
lmao masks,,,,,,
lmao masks hahahaha,,,,,,
local news,0.704,0.704,0.704,0.0,0.704,0.704
local news story,0.704,0.704,0.704,0.0,0.704,0.704
lock fiden,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
lock fiden cheating,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
lock stop,0.704,0.704,0.704,0.0,0.704,0.704
lock stop american,0.704,0.704,0.704,0.0,0.704,0.704
lock twitter,0.704,0.704,0.704,0.0,0.704,0.704
lock twitter theflame1965,0.704,0.704,0.704,0.0,0.704,0.704
lol city,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
lol city slicker,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
lol guy,0.0,0.704,0.704,0.704,0.704,0.704
lol guy love,0.0,0.704,0.704,0.704,0.704,0.704
lol know,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
lol know nt,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
lol suppose,,,,,,
lol suppose expect,,,,,,
lol trump,0.0,0.704,0.704,0.704,0.704,0.704
lol trump supporter,0.0,0.704,0.704,0.704,0.704,0.704
lol wear,,,,,,
lol wear mask,,,,,,
lol wish,,,,,,
long able,0.704,0.704,0.704,0.0,0.704,0.704
long able conduct,0.704,0.704,0.704,0.0,0.704,0.704
long guy,0.0,0.704,0.704,0.704,0.704,0.704
long guy think,0.0,0.704,0.704,0.704,0.704,0.704
long live,,,,,,
long live trump,,,,,,
long month,0.704,0.704,0.704,0.0,0.704,0.704
long month push,0.704,0.704,0.704,0.0,0.704,0.704
long trump,,,,,,
long trump lost,,,,,,
look actual,,,,,,
look actual electoral,,,,,,
look bad,,,,,,
look bad inauguration,,,,,,
look dude,,,,,,
look forward,0.704,0.704,0.704,0.704,0.704,0.0
look forward bidet,0.704,0.704,0.704,0.704,0.704,0.0
look forward great,,,,,,
look forward year,,,,,,
look giant,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
look giant lib,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
look gon,,,,,,
look gon na,,,,,,
look rat,0.704,0.704,0.704,0.704,0.704,0.0
look rat child,0.704,0.704,0.704,0.704,0.704,0.0
look scared,,,,,,
look sick,,,,,,
look sign,0.704,0.704,0.704,0.0,0.704,0.704
look sign country,0.704,0.704,0.704,0.0,0.704,0.704
look sticker,,,,,,
look sticker moron,,,,,,
look traitor,0.0,0.704,0.704,0.704,0.704,0.704
look trump,0.2694125126761958,0.6052866259760656,0.14192744777405547,0.7989658591927786,0.6052866259760656,0.2694125126761958
look trump people,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
look trump supporter,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848
loot riot,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
loot riot thanksgive,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
lord continue,,,,,,
lord continue protect,,,,,,
lord god,,,,,,
lord god choose,,,,,,
lord savior,,,,,,
lose bad,0.0,0.704,0.704,0.704,0.704,0.704
lose bad opp,0.0,0.704,0.704,0.704,0.704,0.704
lose big,,,,,,
lose big trump,,,,,,
lose dnc,,,,,,
lose dnc mean,,,,,,
lose election,0.0,0.704,0.704,0.704,0.704,0.704
lose freedom,,,,,,
lose giuliani,,,,,,
lose idiot,0.704,0.704,0.704,0.704,0.704,0.0
lose idiot accept,0.704,0.704,0.704,0.704,0.704,0.0
lose joe,0.704,0.704,0.704,0.0,0.704,0.704
lose joe steal,0.704,0.704,0.704,0.0,0.704,0.704
lose lawsuit,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
lose lawsuit katie,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
lose lose,,,,,,
lose lose freedom,,,,,,
lose ls,,,,,,
lose ls sad,,,,,,
lose lunatic,0.0,0.704,0.704,0.704,0.704,0.704
lose lunatic americans,0.0,0.704,0.704,0.704,0.704,0.704
lose seat,,,,,,
lose seat house,,,,,,
lose sleepy,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
lose sleepy joe,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
lose sucker,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
loser mad,,,,,,
loser mad trump,,,,,,
loser man,0.0,0.704,0.704,0.704,0.704,0.704
loser set,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
loser set record,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
loser upset,0.0,0.704,0.704,0.704,0.704,0.704
loser upset lose,0.0,0.704,0.704,0.704,0.704,0.704
lost blue,,,,,,
lost blue wave,,,,,,
lost im,,,,,,
lost im happy,,,,,,
lost lololololol,,,,,,
lost mc,,,,,,
lost mc sally,,,,,,
lost trump,,,,,,
lost trump lost,,,,,,
lot arizona,,,,,,
lot fun,0.0,0.704,0.704,0.704,0.704,0.704
lot fun watch,0.0,0.704,0.704,0.704,0.704,0.704
lot tx,,,,,,
love america,,,,,,
love america love,,,,,,
love america thank,,,,,,
love awesome,,,,,,
love awesome president,,,,,,
love biden,,,,,,
love come,,,,,,
love come exactly,,,,,,
love country,,,,,,
love dog,,,,,,
love donald,,,,,,
love donald trump,,,,,,
love family,,,,,,
love family administration,,,,,,
love family god,,,,,,
love fight,,,,,,
love fight fight,,,,,,
love freedom,,,,,,
love freedom liverty,,,,,,
love god,,,,,,
love god bless,,,,,,
love guy,,,,,,
love italy,,,,,,
love ivanka,,,,,,
love liberal,,,,,,
love liberal think,,,,,,
love maga,0.0,0.704,0.704,0.704,0.704,0.704
love maga tear,0.0,0.704,0.704,0.704,0.704,0.704
love mr,,,,,,
love mr president,,,,,,
love mr trump,,,,,,
love nation,,,,,,
love nation people,,,,,,
love potus,,,,,,
love potus biden,,,,,,
love president,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
love president family,,,,,,
love president trump,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
love project,0.0,0.704,0.704,0.704,0.704,0.704
love project crazy,0.0,0.704,0.704,0.704,0.704,0.704
love prove,,,,,,
love prove liar,,,,,,
love tear,,,,,,
love trump,,,,,,
love trump good,,,,,,
love trump happy,,,,,,
love trump trump,,,,,,
lovely people,,,,,,
lovely people president,,,,,,
low make,,,,,,
low make ear,,,,,,
ls sad,,,,,,
luck biden,,,,,,
lucky turkey,,,,,,
lunatic americans,0.0,0.704,0.704,0.704,0.704,0.704
lund trump,0.0,0.704,0.704,0.704,0.704,0.704
machine table,0.704,0.704,0.704,0.0,0.704,0.704
machine table check,0.704,0.704,0.704,0.0,0.704,0.704
machine update,0.704,0.704,0.704,0.0,0.704,0.704
machine update software,0.704,0.704,0.704,0.0,0.704,0.704
mad maga,,,,,,
mad maga folk,,,,,,
mad racist,,,,,,
mad trump,,,,,,
mad trump lose,,,,,,
mafia corrupt,0.704,0.704,0.704,0.0,0.704,0.704
mafia corrupt biden,0.704,0.704,0.704,0.0,0.704,0.704
maga 2020,,,,,,
maga country,,,,,,
maga folk,,,,,,
maga hello,0.0,0.704,0.704,0.704,0.704,0.704
maga hello blm,0.0,0.704,0.704,0.704,0.704,0.704
maga people,,,,,,
maga people lol,,,,,,
maga president,,,,,,
maga president trump,,,,,,
maga sad,0.0,0.704,0.704,0.704,0.704,0.704
maga sad baby,0.0,0.704,0.704,0.704,0.704,0.704
maga sign,,,,,,
maga tear,0.0,0.704,0.704,0.704,0.704,0.704
maga trump,0.0,0.704,0.704,0.704,0.704,0.704
maga trump 2020,0.0,0.704,0.704,0.704,0.704,0.704
magat meldown,0.0,0.704,0.704,0.704,0.704,0.704
magat meldown inprogress,0.0,0.704,0.704,0.704,0.704,0.704
magat meltdown,0.0,0.704,0.704,0.704,0.704,0.704
magat meltdown progress,0.0,0.704,0.704,0.704,0.704,0.704
mai veri,,,,,,
mai veri president,,,,,,
mail ballot,,,,,,
mail ballot signature,,,,,,
mail state,0.704,0.704,0.704,0.0,0.704,0.704
mail state local,0.704,0.704,0.704,0.0,0.704,0.704
make 30,0.704,0.704,0.704,0.0,0.704,0.704
make 30 funeral,0.704,0.704,0.704,0.0,0.704,0.704
make america,,,,,,
make america great,,,,,,
make baby,0.0,0.704,0.704,0.704,0.704,0.704
make baby mommy,0.0,0.704,0.704,0.704,0.704,0.704
make clear,,,,,,
make clear vote,,,,,,
make democratic,,,,,,
make democratic republic,,,,,,
make ear,,,,,,
make ear bleed,,,,,,
make good,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
make good prison,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
make hard,,,,,,
make hard hear,,,,,,
make sense,0.704,0.0,0.704,0.704,0.704,0.704
make sh,0.704,0.0,0.704,0.704,0.704,0.704
make sh office,0.704,0.0,0.704,0.704,0.704,0.704
make stokin,0.0,0.704,0.704,0.704,0.704,0.704
make stokin say,0.0,0.704,0.704,0.704,0.704,0.704
make trump,0.704,0.704,0.704,0.0,0.704,0.704
make trump party,,,,,,
make trump rich,0.704,0.704,0.704,0.0,0.704,0.704
man criminal,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
man criminal pay,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
man dance,0.0,0.704,0.704,0.704,0.704,0.704
man learn,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
man learn learn,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
man run,0.0,0.704,0.704,0.704,0.704,0.704
man run president,0.0,0.704,0.704,0.704,0.704,0.704
man trick,,,,,,
man trick documentary,,,,,,
man woman,,,,,,
man woman person,,,,,,
manchurian candidate,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
manchurian candidate represent,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
manufacturing shut,0.704,0.704,0.704,0.0,0.704,0.704
manufacturing shut small,0.704,0.704,0.704,0.0,0.704,0.704
maricopa county,,,,,,
maricopa county mail,,,,,,
mark bryant,0.0,0.704,0.704,0.704,0.704,0.704
mark bryant gislaine,0.0,0.704,0.704,0.704,0.704,0.704
mark comment,0.0,0.704,0.704,0.704,0.704,0.704
mark comment know,0.0,0.704,0.704,0.704,0.704,0.704
mark kelly,,,,,,
mars care,,,,,,
mars care biden,,,,,,
martial law,0.704,0.704,0.704,0.0,0.704,0.704
martial law just,0.704,0.704,0.704,0.0,0.704,0.704
mask correctly,0.0,0.704,0.704,0.704,0.704,0.704
mask course,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
mask course certify,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
mask drunk,0.704,0.704,0.704,0.0,0.704,0.704
mask lol,,,,,,
mask nose,0.0,0.704,0.704,0.704,0.704,0.704
mask nose stupid,0.0,0.704,0.704,0.704,0.704,0.704
mask shoot,0.704,0.704,0.704,0.704,0.0,0.704
mask shoot sight,0.704,0.704,0.704,0.704,0.0,0.704
mask trump,,,,,,
mask trump family,,,,,,
masks hahahaha,,,,,,
masks hahahaha hahahaha,,,,,,
masters vote,,,,,,
masters vote jesus,,,,,,
matter aisle,,,,,,
matter aisle ste,,,,,,
matter want,,,,,,
matter want controll,,,,,,
mayor cause,,,,,,
mayor cause starvation,,,,,,
mc sally,,,,,,
mc sally lost,,,,,,
mccain know,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
mccain know respect,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
mccain smile,,,,,,
mean coun,,,,,,
mean lol,0.0,0.704,0.704,0.704,0.704,0.704
mean scotus,,,,,,
meaning term,,,,,,
meaning term swing,,,,,,
meaningful certification,,,,,,
meaningful certification congress,,,,,,
meaningless meaningful,,,,,,
meaningless meaningful certification,,,,,,
medium election,,,,,,
medium election fake,,,,,,
mejor presidente,,,,,,
mejor presidente del,,,,,,
melania president,,,,,,
melania president lady,,,,,,
melania trump,,,,,,
melania trump god,,,,,,
melania winner,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
melania winner cheat,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
meldown inprogress,0.0,0.704,0.704,0.704,0.704,0.704
melt viral,0.0,0.704,0.704,0.704,0.704,0.704
meltdown high,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
meltdown high school,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
meltdown progress,0.0,0.704,0.704,0.704,0.704,0.704
memory desapear,,,,,,
mess biden,,,,,,
mess biden desk,,,,,,
mighty lord,,,,,,
mighty lord continue,,,,,,
mike check,,,,,,
mike haley,,,,,,
mike tell,,,,,,
million biden,,,,,,
million biden transition,,,,,,
million feast,,,,,,
million feast flesh,,,,,,
million legit,,,,,,
million legit vote,,,,,,
million people,,,,,,
million people hat,,,,,,
million people love,,,,,,
million vote,,,,,,
million vote tell,,,,,,
million vote trump,,,,,,
mind wuickly,0.704,0.704,0.704,0.0,0.704,0.704
minister kuwait,,,,,,
minute post,,,,,,
minute post slow,,,,,,
miss action,,,,,,
miss directed,,,,,,
miss directed need,,,,,,
miss look,0.704,0.704,0.704,0.704,0.704,0.0
miss look forward,0.704,0.704,0.704,0.704,0.704,0.0
miss ralie,,,,,,
missing action,,,,,,
missing action trumps,,,,,,
mob time,,,,,,
mode sammy,,,,,,
mode sammy oliver,,,,,,
moment feel,,,,,,
moment feel glad,,,,,,
money facebook,,,,,,
money make,,,,,,
money make democratic,,,,,,
money suffering,,,,,,
money suffering thrive,,,,,,
month patient,,,,,,
month push,0.704,0.704,0.704,0.0,0.704,0.704
month push aside,0.704,0.704,0.704,0.0,0.704,0.704
moved forward,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
moved forward obstruction,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
mr ego,0.0,0.704,0.704,0.704,0.704,0.704
mr president,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848
mr president annointe,,,,,,
mr president let,,,,,,
mr president love,,,,,,
mr president stand,,,,,,
mr president thankful,,,,,,
mr president trump,,,,,,
mr president year,,,,,,
mr trump,,,,,,
multiple court,,,,,,
multiple court case,,,,,,
mundo te,,,,,,
mundo te amamos,,,,,,
mute say,,,,,,
mute say wrong,,,,,,
na blow,,,,,,
na blow wide,,,,,,
na cook,0.0,0.704,0.704,0.704,0.704,0.704
na cook release,0.0,0.704,0.704,0.704,0.704,0.704
na make,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
na make good,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
na miss,0.704,0.704,0.704,0.704,0.704,0.0
na miss look,0.704,0.704,0.704,0.704,0.704,0.0
na new,,,,,,
na new meaning,,,,,,
na ream,,,,,,
nasty bag,0.704,0.704,0.704,0.704,0.704,0.0
nasty bag reporter,0.704,0.704,0.704,0.704,0.704,0.0
nation climb,,,,,,
nation climb anymore,,,,,,
nation exactly,,,,,,
nation exactly happen,,,,,,
nation let,,,,,,
nation let reign,,,,,,
nation long,,,,,,
nation people,,,,,,
native people,,,,,,
native people thanksgiving,,,,,,
need change,,,,,,
need change treason,,,,,,
need civil,0.704,0.704,0.704,0.704,0.0,0.704
need civil war,0.704,0.704,0.704,0.704,0.0,0.704
need delivered,,,,,,
need delivered received,,,,,,
need eat,0.0,0.704,0.704,0.704,0.704,0.704
need fight,0.704,0.0,0.704,0.704,0.704,0.704
need fight country,0.704,0.0,0.704,0.704,0.704,0.704
need hurry,,,,,,
need hurry apparently,,,,,,
need justice,,,,,,
need monney,0.704,0.704,0.704,0.0,0.704,0.704
need push,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848
need push room,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848
neitherliberty safety,,,,,,
new cnn,,,,,,
new host,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848
new host big,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848
new meaning,,,,,,
new meaning term,,,,,,
new president,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
new president haha,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
new study,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
new study democrats,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
new world,0.704,0.704,0.704,0.0,0.704,0.704
new world order,0.704,0.704,0.704,0.0,0.704,0.704
new zealand,0.0,0.704,0.704,0.704,0.704,0.704
new zealand fun,0.0,0.704,0.704,0.704,0.704,0.704
news attend,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
news attend event,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
news carrie,,,,,,
news carrie live,,,,,,
news conference,,,,,,
news deny,0.704,0.704,0.704,0.0,0.704,0.704
news deny truth,0.704,0.704,0.704,0.0,0.704,0.704
news fake,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
news fake news,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
news medium,,,,,,
news ppl,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
news ppl puppet,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
news sell,0.704,0.704,0.704,0.0,0.704,0.704
news state,,,,,,
news state legislature,,,,,,
news story,0.704,0.704,0.704,0.0,0.704,0.704
news story senior,0.704,0.704,0.704,0.0,0.704,0.704
news suck,0.0,0.704,0.704,0.704,0.704,0.704
news support,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
news support demoralised,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
news totally,,,,,,
news totally ohh,,,,,,
news trader,0.0,0.704,0.704,0.704,0.704,0.704
news yelling,,,,,,
nice bird,0.0,0.704,0.704,0.704,0.704,0.704
nice bird drool,0.0,0.704,0.704,0.704,0.704,0.704
nice suit,,,,,,
nice suit mr,,,,,,
nice turkey,,,,,,
nightmare finally,0.0,0.704,0.704,0.704,0.704,0.704
nightmare finally cue,0.0,0.704,0.704,0.704,0.704,0.704
nightmare just,0.704,0.704,0.704,0.704,0.704,0.0
nightmare just start,0.704,0.704,0.704,0.704,0.704,0.0
noble right,,,,,,
noble right great,,,,,,
noe priceless,0.704,0.0,0.704,0.704,0.704,0.704
nose stupid,0.0,0.704,0.704,0.704,0.704,0.704
nose stupid pretend,0.0,0.704,0.704,0.704,0.704,0.704
note reality,,,,,,
note reality tv,,,,,,
nt hate,,,,,,
nt hate corruptocrat,,,,,,
nt heart,0.0,0.704,0.704,0.704,0.704,0.704
nt heart attack,0.0,0.704,0.704,0.704,0.704,0.704
nt make,0.0,0.704,0.704,0.704,0.704,0.704
nt make stokin,0.0,0.704,0.704,0.704,0.704,0.704
nt people,,,,,,
nt people event,,,,,,
nt president,,,,,,
nt president year,,,,,,
nt stand,0.0,0.704,0.704,0.704,0.704,0.704
nt stand corrupt,0.0,0.704,0.704,0.704,0.704,0.704
nt strokin,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
nt strokin lmao,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
nt understand,,,,,,
nt understand hate,,,,,,
nt wait,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
nt wait prison,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
nt white,,,,,,
nt white house,,,,,,
ntd channel,,,,,,
ntd channel guiuliani,,,,,,
ntd peace,,,,,,
ntd wow,,,,,,
ntd youtube,,,,,,
ntd youtube arizona,,,,,,
number biden,,,,,,
number biden 35,,,,,,
number runoff,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
number runoff president,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
nver 74,,,,,,
nver 74 million,,,,,,
nwo crime,,,,,,
nwo crime syndicate,,,,,,
ob fool,,,,,,
ob fool love,,,,,,
obama 2020,,,,,,
obama 2020 maga,,,,,,
obama build,,,,,,
obama build cage,,,,,,
obama lama,0.704,0.704,0.704,0.0,0.704,0.704
obstacle place,,,,,,
obstacle place givethank,,,,,,
obstruction dc,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
obstruction dc puerto,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
obvious rush,0.704,0.704,0.704,0.0,0.704,0.704
obvious rush circumvent,0.704,0.704,0.704,0.0,0.704,0.704
occur south,,,,,,
occur south korea,,,,,,
office 47,0.704,0.0,0.704,0.704,0.704,0.704
office 47 yr,0.704,0.0,0.704,0.704,0.704,0.704
office loves,,,,,,
office president,0.704,0.0,0.704,0.704,0.704,0.704
office president elect,0.704,0.0,0.704,0.704,0.704,0.704
office trump,,,,,,
office year,,,,,,
office year love,,,,,,
official handle,,,,,,
official handle governmental,,,,,,
official police,,,,,,
official police kneel,,,,,,
official precisely,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
official precisely vote,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
officially usher,0.704,0.704,0.704,0.0,0.704,0.704
officially usher new,0.704,0.704,0.704,0.0,0.704,0.704
oh corn,,,,,,
oh corn cob,,,,,,
oh ffs,,,,,,
oh ffs just,,,,,,
oh god,0.0,0.704,0.704,0.704,0.704,0.704
oh god biden,0.0,0.704,0.704,0.704,0.704,0.704
oh just,0.0,0.704,0.704,0.704,0.704,0.704
oh just turkey,0.0,0.704,0.704,0.704,0.704,0.704
oh look,,,,,,
oh look sticker,,,,,,
oh love,,,,,,
oh love president,,,,,,
oh yes,,,,,,
ohh let,,,,,,
ohh let guess,,,,,,
ok america,,,,,,
ok america patriot,,,,,,
ok biden,,,,,,
ok biden excuse,,,,,,
okay win,0.704,0.704,0.704,0.0,0.704,0.704
okay win cheat,0.704,0.704,0.704,0.0,0.704,0.704
old man,0.0,0.704,0.704,0.704,0.704,0.704
old man run,0.0,0.704,0.704,0.704,0.704,0.704
oliver wait,,,,,,
oliver wait minute,,,,,,
omg believe,,,,,,
omg believe eye,,,,,,
open ready,,,,,,
open ready folk,,,,,,
operate alternative,,,,,,
operate alternative fact,,,,,,
oppression masters,,,,,,
oppression masters vote,,,,,,
orange love,0.0,0.704,0.704,0.704,0.704,0.704
orange man,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
orange man learn,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
orange suit,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
orange suit jail,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
order communist,0.704,0.704,0.704,0.0,0.704,0.704
order communist leader,0.704,0.704,0.704,0.0,0.704,0.704
ostrich snowflake,0.704,0.704,0.704,0.704,0.704,0.0
outside hearing,,,,,,
outside hearing know,,,,,,
ove smell,0.0,0.704,0.704,0.704,0.704,0.704
ove smell trumper,0.0,0.704,0.704,0.704,0.704,0.704
pack bag,0.0,0.704,0.704,0.704,0.704,0.704
pack bag head,0.0,0.704,0.704,0.704,0.704,0.704
pale grey,,,,,,
pale grey fade,,,,,,
pandemic biden,0.704,0.704,0.704,0.0,0.704,0.704
pandemic biden believe,0.704,0.704,0.704,0.0,0.704,0.704
paper ballot,0.704,0.704,0.704,0.0,0.704,0.704
paper ballot count,0.704,0.704,0.704,0.0,0.704,0.704
paper ink,,,,,,
paper ink blow,,,,,,
paradigm bird,,,,,,
pardon ahah,0.0,0.704,0.704,0.704,0.704,0.704
pardon corn,,,,,,
pardon corn cob,,,,,,
pardon country,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.7926638356375505
pardon country pardon,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.7926638356375505
pardon creepy,,,,,,
pardon creepy joe,,,,,,
pardon don,,,,,,
pardon don heres,,,,,,
pardon donald,,,,,,
pardon gobble,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.7926638356375505
pardon gobble gobble,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.7926638356375505
pardon stock,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.7926638356375505
