,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
awesome awesome awesome,,,,,,
awesome great,,,,,,
awesome president,,,,,,
az trump,,,,,,
baby live,,,,,,
baby live matter,,,,,,
baby ðÿ,,,,,,
bachman trump,,,,,,
bachman trump overdrive,,,,,,
bad ass,,,,,,
bad business,,,,,,
bad dude,,,,,,
bad president,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993
bad thing,0.6052866259760656,0.14192744777405547,0.2694125126761958,0.7989658591927786,0.2694125126761958,0.6052866259760656
bag chip,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
balance god,0.704,0.704,0.704,0.0,0.704,0.704
balance god injustice,0.704,0.704,0.704,0.0,0.704,0.704
balanceâš god,,,,,,
balanceâš god injustice,,,,,,
ball china,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.5501142545045465
ballot count,,,,,,
ballot trump,,,,,,
ballot vote,0.704,0.704,0.704,0.0,0.704,0.704
ballot vote person,0.704,0.704,0.704,0.0,0.704,0.704
banned simple,,,,,,
banned simple _rsbndonpunish,,,,,,
bannon 2024,,,,,,
barr durham,0.704,0.704,0.704,0.0,0.704,0.704
basement biden,0.0,0.704,0.704,0.704,0.704,0.704
basement dweller,0.704,0.0,0.704,0.704,0.704,0.704
basement dweller biden,0.704,0.0,0.704,0.704,0.704,0.704
basement forever,0.704,0.704,0.704,0.704,0.704,0.0
basement gitmo,0.704,0.704,0.704,0.0,0.704,0.704
baskett use,,,,,,
baskett use dirty,,,,,,
bay area,,,,,,
bay region,,,,,,
bay region maga,,,,,,
beacon hope,,,,,,
beacon hope world,,,,,,
bear arm,,,,,,
bear turn,,,,,,
bear turn lord,,,,,,
bear uncanny,0.704,0.704,0.704,0.0,0.704,0.704
bear uncanny resemblance,0.704,0.704,0.704,0.0,0.704,0.704
beat biden,,,,,,
beautiful man,,,,,,
beautiful michigan,,,,,,
beautiful people,,,,,,
beautiful sight,,,,,,
beautiful smart,,,,,,
beautiful sunset,,,,,,
beautiful trump,,,,,,
bed bugs,,,,,,
bed bugs biden,,,,,,
bedpan biden,0.704,0.704,0.704,0.0,0.704,0.704
beep beep,0.704,0.0,0.704,0.704,0.704,0.704
beijing biden,0.4411128091213043,0.15830242337545783,0.15830242337545783,0.8047261622231061,0.8047261622231061,0.4411128091213043
beijing biden ccp,0.704,0.704,0.704,0.704,0.704,0.0
beijing biden prison,0.2694125126761958,0.2694125126761958,0.2694125126761958,0.7989658591927786,0.7989658591927786,0.2694125126761958
beijing hiden,0.3530568618495133,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.5501142545045465
bejing biden,0.7892821792064089,0.24198153056802077,0.11611652351681541,0.24198153056802077,0.7892821792064089,0.7892821792064089
bejing biden buy,0.7892821792064089,0.24198153056802077,0.11611652351681541,0.24198153056802077,0.7892821792064089,0.7892821792064089
believe deal,0.7926638356375505,0.12487982574290808,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.4103036364236828
believe deal virus,0.7926638356375505,0.12487982574290808,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.4103036364236828
believe fake,,,,,,
believe fake medium,,,,,,
believe fall,,,,,,
believe god,0.704,0.704,0.704,0.704,0.704,0.0
believe jesus,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
believe poll,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
beloved president,,,,,,
ben wilson,0.704,0.704,0.704,0.0,0.704,0.704
best come,,,,,,
best come best,,,,,,
best come vote,,,,,,
best come ðÿ,,,,,,
best economy,,,,,,
best love,,,,,,
best love vote,,,,,,
best president,0.704,0.0,0.704,0.704,0.704,0.704
best president history,,,,,,
best president love,,,,,,
best president trump,0.704,0.0,0.704,0.704,0.704,0.704
best prez,,,,,,
best thing,,,,,,
best thing sliced,,,,,,
best vp,,,,,,
betray role,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.1778078083562211,0.5414697392755848
bi den,,,,,,
bible saith,,,,,,
bible saith lord,,,,,,
biden 11,,,,,,
biden 2020,0.8019087881019875,0.15020042233101136,0.27796339331848685,0.8019087881019875,0.27796339331848685,0.43385766067017734
biden 2020 biden,,,,,,
biden 2020 lmao,,,,,,
biden 2020 trump,,,,,,
biden 2028,,,,,,
biden 47,0.0,0.704,0.704,0.704,0.704,0.704
biden 47 year,0.0,0.704,0.704,0.704,0.704,0.704
biden admit,0.704,0.704,0.704,0.0,0.704,0.704
biden admit extensive,0.704,0.704,0.704,0.0,0.704,0.704
biden america,,,,,,
biden ask,,,,,,
biden bad,0.11611652351681541,0.5870496397870562,0.40178766311618047,0.5870496397870562,0.40178766311618047,0.40178766311618047
biden basement,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.3530568618495133
biden bed,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
biden bedpan,,,,,,
biden believe,0.704,0.704,0.704,0.704,0.704,0.0
biden biden,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465
biden big,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.3530568618495133
biden big shame,,,,,,
biden black,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.5870496397870562,0.40178766311618047,0.40178766311618047
biden bot,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.3530568618495133
biden brain,,,,,,
biden brain surgery,,,,,,
biden bus,,,,,,
biden bust,0.07048399691021993,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.5501142545045465
biden bust november,0.704,0.0,0.704,0.704,0.704,0.704
biden buy,0.7926638356375505,0.4103036364236828,0.12487982574290808,0.12487982574290808,0.7926638356375505,0.7926638356375505
biden buy sell,0.7892821792064089,0.24198153056802077,0.11611652351681541,0.24198153056802077,0.7892821792064089,0.7892821792064089
biden campaign,,,,,,
biden campaign pull,,,,,,
biden care,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
biden care home,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
biden ccp,0.704,0.704,0.704,0.704,0.704,0.0
biden ccp biden,0.704,0.704,0.704,0.704,0.704,0.0
biden chance,0.0,0.704,0.704,0.704,0.704,0.704
biden china,0.8019087881019875,0.15020042233101136,0.27796339331848685,0.43385766067017734,0.27796339331848685,0.8019087881019875
biden come,,,,,,
biden comedy,0.704,0.0,0.704,0.704,0.704,0.704
biden corrupt,0.15020042233101136,0.8019087881019875,0.27796339331848685,0.43385766067017734,0.27796339331848685,0.8019087881019875
biden corrupted,,,,,,
biden corrupted enterprise,,,,,,
biden corruption,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.3530568618495133
biden couldnâ,,,,,,
biden couldnâ lead,,,,,,
biden coward,,,,,,
biden crack,0.12487982574290808,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.7926638356375505
biden crime,0.15020042233101136,0.8019087881019875,0.27796339331848685,0.8019087881019875,0.27796339331848685,0.43385766067017734
biden crime family,0.15020042233101136,0.8019087881019875,0.27796339331848685,0.8019087881019875,0.27796339331848685,0.43385766067017734
biden crook,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
biden crooked,0.704,0.704,0.704,0.0,0.704,0.704
biden dark,0.704,0.704,0.704,0.704,0.704,0.0
biden dark winter,,,,,,
biden dedicate,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
biden dedicate country,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
biden dementia,,,,,,
biden dems,0.0,0.704,0.704,0.704,0.704,0.704
biden destroy,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465
biden destroy oil,0.704,0.704,0.704,0.0,0.704,0.704
biden devil,0.704,0.704,0.704,0.704,0.704,0.0
biden disaster,0.704,0.0,0.704,0.704,0.704,0.704
biden doom,0.704,0.704,0.704,0.0,0.704,0.704
biden doom gloom,0.704,0.704,0.704,0.0,0.704,0.704
biden eat,,,,,,
biden economic,,,,,,
biden economic depression,,,,,,
biden elect,,,,,,
biden elect president,,,,,,
biden electric,,,,,,
biden epitome,0.14192744777405547,0.6052866259760656,0.14192744777405547,0.6052866259760656,0.6052866259760656,0.6052866259760656
biden epitome incompetence,0.14192744777405547,0.6052866259760656,0.14192744777405547,0.6052866259760656,0.6052866259760656,0.6052866259760656
biden errorism,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
biden family,0.704,0.704,0.704,0.0,0.704,0.704
biden family gitmo,,,,,,
biden fight,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.5501142545045465
biden fight soul,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.5501142545045465
biden forget,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993
biden fraud,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.5501142545045465
biden free,,,,,,
biden gaga,0.704,0.704,0.704,0.704,0.704,0.0
biden gas,,,,,,
biden gas chamber,,,,,,
biden gitmo,0.704,0.704,0.704,0.0,0.704,0.704
biden goo,,,,,,
biden good,,,,,,
biden great,0.0,0.704,0.704,0.704,0.704,0.704
biden harris,0.8047261622231061,0.4411128091213043,0.15830242337545783,0.8047261622231061,0.4411128091213043,0.15830242337545783
biden harris 2020,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
biden harris corrupt,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
biden hate,,,,,,
biden head,0.704,0.704,0.704,0.704,0.704,0.0
biden hell,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993
biden hide,,,,,,
biden hillary,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
biden home,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
biden home china,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
biden hunter,0.704,0.0,0.704,0.704,0.704,0.704
biden hunter elbowcough,,,,,,
biden jail,0.15020042233101136,0.43385766067017734,0.27796339331848685,0.8019087881019875,0.27796339331848685,0.8019087881019875
biden jail 2020,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
biden jail watch,0.40178766311618047,0.40178766311618047,0.24198153056802077,0.40178766311618047,0.24198153056802077,0.7892821792064089
biden janitor,,,,,,
biden joe,,,,,,
biden joe biden,,,,,,
biden joke,0.7892821792064089,0.24198153056802077,0.40178766311618047,0.24198153056802077,0.40178766311618047,0.40178766311618047
biden just,0.6052866259760656,0.7989658591927786,0.2694125126761958,0.14192744777405547,0.2694125126761958,0.6052866259760656
biden kamala,0.4411128091213043,0.8047261622231061,0.15830242337545783,0.4411128091213043,0.8047261622231061,0.15830242337545783
biden kamala harris,0.40178766311618047,0.5870496397870562,0.40178766311618047,0.5870496397870562,0.40178766311618047,0.11611652351681541
biden know,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.5501142545045465
biden laptop,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465
biden laptop matter,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465
biden large,0.7892821792064089,0.24198153056802077,0.40178766311618047,0.24198153056802077,0.40178766311618047,0.40178766311618047
biden large screen,0.7892821792064089,0.24198153056802077,0.40178766311618047,0.24198153056802077,0.40178766311618047,0.40178766311618047
biden laundering,,,,,,
biden lead,,,,,,
biden lead lot,,,,,,
biden leavenworth,,,,,,
biden liar,0.8019087881019875,0.15020042233101136,0.27796339331848685,0.43385766067017734,0.27796339331848685,0.8019087881019875
biden liar marxist,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
biden lie,0.704,0.704,0.704,0.704,0.704,0.0
biden like,0.704,0.704,0.704,0.0,0.704,0.704
biden little,0.704,0.704,0.704,0.704,0.704,0.0
biden live,,,,,,
biden lock,0.11611652351681541,0.5870496397870562,0.40178766311618047,0.5870496397870562,0.40178766311618047,0.40178766311618047
biden lock hillary,0.7892821792064089,0.24198153056802077,0.40178766311618047,0.24198153056802077,0.40178766311618047,0.40178766311618047
biden lockdown,0.704,0.704,0.704,0.0,0.704,0.704
biden look,,,,,,
biden loose,,,,,,
biden lose,0.704,0.0,0.704,0.704,0.704,0.704
biden loser,,,,,,
biden love,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.3530568618495133
biden low,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
biden low rattlesnake,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
biden make,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211
biden make china,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211
biden memory,,,,,,
biden memory care,,,,,,
biden mobilize,0.704,0.704,0.704,0.0,0.704,0.704
biden mobilize trunalimunumaprzure,0.704,0.704,0.704,0.0,0.704,0.704
biden need,0.4411128091213043,0.4411128091213043,0.15830242337545783,0.8047261622231061,0.8047261622231061,0.15830242337545783
biden night,,,,,,
biden night bag,,,,,,
biden notice,,,,,,
biden nt,,,,,,
biden nursing,0.42631720794036876,1.0,0.2694125126761958,0.14192744777405547,0.2694125126761958,1.0
biden nursing home,0.42631720794036876,1.0,0.2694125126761958,0.14192744777405547,0.2694125126761958,1.0
biden obama,0.40178766311618047,0.5870496397870562,0.40178766311618047,0.5870496397870562,0.11611652351681541,0.40178766311618047
biden old,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993
biden order,0.14192744777405547,0.6052866259760656,0.14192744777405547,0.6052866259760656,0.6052866259760656,0.6052866259760656
biden order pizza,0.14192744777405547,0.6052866259760656,0.14192744777405547,0.6052866259760656,0.6052866259760656,0.6052866259760656
biden pa,,,,,,
biden pa today,,,,,,
biden parking,,,,,,
biden people,,,,,,
biden play,0.24198153056802077,0.7892821792064089,0.40178766311618047,0.24198153056802077,0.40178766311618047,0.40178766311618047
biden president,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
biden prevail,,,,,,
biden prison,0.8047261622231061,0.15830242337545783,0.15830242337545783,0.4411128091213043,0.4411128091213043,0.8047261622231061
biden prison 2020,0.15020042233101136,0.8019087881019875,0.27796339331848685,0.8019087881019875,0.27796339331848685,0.43385766067017734
biden prison 2021,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
biden racist,0.07048399691021993,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.5501142545045465
biden rally,0.7926638356375505,0.12487982574290808,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.4103036364236828
biden rally night,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.3530568618495133
biden red,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
biden resident,0.704,0.704,0.704,0.0,0.704,0.704
biden retirement,,,,,,
biden rise,0.704,0.704,0.704,0.0,0.704,0.704
biden rise taxi,0.704,0.704,0.704,0.0,0.704,0.704
biden run,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.5501142545045465
biden say,,,,,,
biden sell,0.6052866259760656,0.6052866259760656,0.2694125126761958,0.14192744777405547,0.2694125126761958,0.7989658591927786
biden send,0.704,0.704,0.704,0.0,0.704,0.704
biden shit,,,,,,
biden sick,0.5870496397870562,0.40178766311618047,0.40178766311618047,0.11611652351681541,0.40178766311618047,0.5870496397870562
biden sign,,,,,,
biden sign crime,,,,,,
biden sniff,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808,0.7926638356375505,0.4103036364236828
biden socialism,0.0,0.704,0.704,0.704,0.704,0.704
biden socialist,0.0,0.704,0.704,0.704,0.704,0.704
biden son,0.7926638356375505,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808
biden son prison,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.5870496397870562
biden speak,,,,,,
biden stand,,,,,,
biden stand pence,,,,,,
biden suck,0.8047261622231061,0.4411128091213043,0.4411128091213043,0.8047261622231061,0.15830242337545783,0.15830242337545783
biden suck choice,,,,,,
biden suck ðÿ,1.0,0.2605745473680252,1.0,0.2605745473680252,0.2605745473680252,0.2605745473680252
biden support,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
biden supporter,0.8019087881019875,0.43385766067017734,0.27796339331848685,0.8019087881019875,0.27796339331848685,0.15020042233101136
biden supporter believe,0.7926638356375505,0.12487982574290808,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.4103036364236828
biden think,0.12487982574290808,0.4103036364236828,0.4103036364236828,0.7926638356375505,0.4103036364236828,0.4103036364236828
biden time,,,,,,
biden toast,,,,,,
biden totally,0.704,0.704,0.704,0.0,0.704,0.704
biden totally corrupt,0.704,0.704,0.704,0.0,0.704,0.704
biden traitor,0.704,0.704,0.704,0.0,0.704,0.704
biden trash,0.7892821792064089,0.7892821792064089,0.24198153056802077,0.7892821792064089,0.24198153056802077,0.11611652351681541
biden trojan,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.5870496397870562
biden trojan horse,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.5870496397870562
biden troll,0.7892821792064089,0.11611652351681541,0.24198153056802077,0.7892821792064089,0.24198153056802077,0.7892821792064089
biden trolls,0.704,0.0,0.704,0.704,0.704,0.704
biden trump,0.6108504002950288,0.15020042233101136,0.15020042233101136,0.8019087881019875,0.6108504002950288,0.43385766067017734
biden trump 2020,0.7892821792064089,0.11611652351681541,0.24198153056802077,0.24198153056802077,0.7892821792064089,0.7892821792064089
biden trump boo,,,,,,
biden trump butler,0.704,0.704,0.704,0.0,0.704,0.704
biden trump people,,,,,,
biden turn,,,,,,
biden turn malarkey,,,,,,
biden video,0.7892821792064089,0.11611652351681541,0.7892821792064089,0.24198153056802077,0.24198153056802077,0.7892821792064089
biden virus,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
biden vote,0.8019087881019875,0.15020042233101136,0.27796339331848685,0.8019087881019875,0.27796339331848685,0.43385766067017734
biden vote chinaðÿ,0.704,0.0,0.704,0.704,0.704,0.704
biden vote satan,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.3530568618495133
biden vote trump,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.3530568618495133
biden voter,1.0,1.0,0.2694125126761958,0.2694125126761958,0.42631720794036876,0.14192744777405547
biden voter just,,,,,,
biden voter low,0.704,0.704,0.704,0.704,0.704,0.0
biden voter welcome,,,,,,
biden want,0.704,0.704,0.704,0.0,0.704,0.704
biden want lockdown,,,,,,
biden watch,,,,,,
biden weak,0.704,0.704,0.704,0.704,0.704,0.0
biden wear,0.704,0.704,0.704,0.704,0.704,0.0
biden wear sunglass,0.704,0.704,0.704,0.704,0.704,0.0
biden willie,0.704,0.0,0.704,0.704,0.704,0.704
biden willie brown,0.704,0.0,0.704,0.704,0.704,0.704
biden win,0.27796339331848685,0.15020042233101136,0.27796339331848685,0.43385766067017734,0.8019087881019875,0.8019087881019875
biden win china,,,,,,
biden win civil,,,,,,
biden win freedom,0.704,0.0,0.704,0.704,0.704,0.704
biden win low,,,,,,
biden wins,,,,,,
biden won,,,,,,
biden work,,,,,,
biden year,0.704,0.704,0.704,0.704,0.704,0.0
biden year hell,0.704,0.704,0.704,0.704,0.704,0.0
biden ðÿ,0.704,0.704,0.704,0.704,0.704,0.0
biden ðÿ ½trump,0.704,0.704,0.704,0.704,0.704,0.0
biden ðÿ ðÿ,,,,,,
biden2020ðÿ ðÿ,,,,,,
biden2020ðÿ ðÿ ðÿ,,,,,,
bidens killary,0.704,0.704,0.704,0.704,0.704,0.0
bidens killary obama,0.704,0.704,0.704,0.704,0.704,0.0
bidens laptop,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.5501142545045465
bidens laptop matter,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465
bidens laptop matters,0.704,0.0,0.704,0.704,0.704,0.704
bidens open,,,,,,
bidens open border,,,,,,
bidens vision,,,,,,
bidens vision america,,,,,,
bidenâ laptop,0.704,0.704,0.704,0.0,0.704,0.704
