,Direct Harassment corr coeff,Direct Harassment p-val,Hate Speech corr coeff,Hate Speech p-val,Others corr coeff,Others p-val,Sexual Harassment corr coeff,Sexual Harassment p-val,Toxic corr coeff,Toxic p-val,Trolling corr coeff,Trolling p-val
champoiioon club,,,,,,,,,,,,
champs _yaya,,,,,,,,,,,,
champs _yaya _yaya,,,,,,,,,,,,
champs club,,,,,,,,,,,,
champs let,,,,,,,,,,,,
champs let shoot,,,,,,,,,,,,
chance free,,,,,,,,,,,,
chance free lego,,,,,,,,,,,,
chance neve,,,,,,,,,,,,
chance neve let,,,,,,,,,,,,
channel race,,,,,,,,,,,,
charged tropical,,,,,,,,,,,,
charged tropical strike,,,,,,,,,,,,
chart open,,,,,,,,,,,,
chart open public,,,,,,,,,,,,
chat 3k,,,,,,,,,,,,
chat 3k like,,,,,,,,,,,,
chat alex,,,,,,,,,,,,
chat alex bois,,,,,,,,,,,,
chat blm,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
chat blm idiot,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
chat bore,,,,,,,,,,,,
chat bore af,,,,,,,,,,,,
chat boy,,,,,,,,,,,,
chat bruh,,,,,,,,,,,,
chat cc,,,,,,,,,,,,
chat cc chat,,,,,,,,,,,,
chat crazy,,,,,,,,,,,,
chat cringe,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
chat doc,,,,,,,,,,,,
chat docs,,,,,,,,,,,,
chat docs channel,,,,,,,,,,,,
chat fast,,,,,,,,,,,,
chat hype,,,,,,,,,,,,
chat hype mark,,,,,,,,,,,,
chat maybe,,,,,,,,,,,,
chat maybe people,,,,,,,,,,,,
chat member,,,,,,,,,,,,
chat member chat,,,,,,,,,,,,
chat mode,,,,,,,,,,,,
chat nahhhh,,,,,,,,,,,,
chat nahhhh bruh,,,,,,,,,,,,
chat nice,,,,,,,,,,,,
chat nice meet,,,,,,,,,,,,
chat open,,,,,,,,,,,,
chat open champion,,,,,,,,,,,,
chat open stream,,,,,,,,,,,,
chat pls,,,,,,,,,,,,
chat wayyyyyyy,,,,,,,,,,,,
chat wayyyyyyy fast,,,,,,,,,,,,
chat wow,,,,,,,,,,,,
chat wow mighty,,,,,,,,,,,,
check lambo,,,,,,,,,,,,
cheech chong,,,,,,,,,,,,
cheech chong code,,,,,,,,,,,,
cheek boss,,,,,,,,,,,,
cheek jail,,,,,,,,,,,,
chills _buffer2,,,,,,,,,,,,
chillwdog chillwdog,,,,,,,,,,,,
chin chin,,,,,,,,,,,,
chin chin pui,,,,,,,,,,,,
chin pui,,,,,,,,,,,,
chin pui puiiii,,,,,,,,,,,,
chong code,,,,,,,,,,,,
chong code word,,,,,,,,,,,,
christ doc,,,,,,,,,,,,
christ doc play,,,,,,,,,,,,
chubby cheek,,,,,,,,,,,,
chubby cheek boss,,,,,,,,,,,,
chubby year,,,,,,,,,,,,
chubby year old,,,,,,,,,,,,
chutya land,,,,,,,,,,,,
ciao dall,,,,,,,,,,,,
ciao dall italiaaaaa,,,,,,,,,,,,
citizen aka,,,,,,,,,,,,
citizen aka cyber,,,,,,,,,,,,
city arena,,,,,,,,,,,,
city arena doc,,,,,,,,,,,,
city ayeeee,,,,,,,,,,,,
city ayeeee 420,,,,,,,,,,,,
clap lobby,,,,,,,,,,,,
clapper downvote,,,,,,,,,,,,
class 2020,,,,,,,,,,,,
class help,,,,,,,,,,,,
class rn,,,,,,,,,,,,
class rn watch,,,,,,,,,,,,
clean dead,,,,,,,,,,,,
clean dead body,,,,,,,,,,,,
clean doc,,,,,,,,,,,,
clib _warcry,,,,,,,,,,,,
clib _warcry _warcry,,,,,,,,,,,,
click 9it,,,,,,,,,,,,
click click,,,,,,,,,,,,
click click click,,,,,,,,,,,,
click click itt,,,,,,,,,,,,
click itt,,,,,,,,,,,,
click ittttt,,,,,,,,,,,,
click like,,,,,,,,,,,,
click like boomer,,,,,,,,,,,,
click people,,,,,,,,,,,,
click people like,,,,,,,,,,,,
click ppl,,,,,,,,,,,,
cliiiick iiiit,,,,,,,,,,,,
clock come,,,,,,,,,,,,
clock come minute,,,,,,,,,,,,
clock let,,,,,,,,,,,,
clock let vice,,,,,,,,,,,,
clock yayayayayay,,,,,,,,,,,,
clooooose _dance,,,,,,,,,,,,
clooooose _dance _dance,,,,,,,,,,,,
close chat,,,,,,,,,,,,
close doc,,,,,,,,,,,,
close stream,,,,,,,,,,,,
clothe maybe,,,,,,,,,,,,
clothe maybe time,,,,,,,,,,,,
clown emoji,,,,,,,,,,,,
clown emoji tf,,,,,,,,,,,,
clown flappin,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
clown flappin _flappin,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
club _handshake,,,,,,,,,,,,
club _handshake _handshake,,,,,,,,,,,,
club _warcry,,,,,,,,,,,,
club _warcry _giggles,,,,,,,,,,,,
club bro,,,,,,,,,,,,
club buffer1,,,,,,,,,,,,
club buffer1 _alien,,,,,,,,,,,,
club chat,,,,,,,,,,,,
club giggles,,,,,,,,,,,,
club giggles _giggle,,,,,,,,,,,,
club mode,,,,,,,,,,,,
club planet,,,,,,,,,,,,
club planet earth,,,,,,,,,,,,
club pumpkin,,,,,,,,,,,,
club pumpkin _pumpkin,,,,,,,,,,,,
club ready,,,,,,,,,,,,
club rise,,,,,,,,,,,,
club today,,,,,,,,,,,,
club today great,,,,,,,,,,,,
club welcome,,,,,,,,,,,,
club welcome good,,,,,,,,,,,,
cmon chat,,,,,,,,,,,,
cmon doc,,,,,,,,,,,,
cod black,,,,,,,,,,,,
cod black op,,,,,,,,,,,,
cod cold,,,,,,,,,,,,
cod cold war,,,,,,,,,,,,
cod game,,,,,,,,,,,,
cod game teh,,,,,,,,,,,,
cod good,,,,,,,,,,,,
cod good advanced,,,,,,,,,,,,
cod hand,,,,,,,,,,,,
cod squad,,,,,,,,,,,,
cod time,,,,,,,,,,,,
cod time bo2,,,,,,,,,,,,
cod trash,,,,,,,,,,,,
code word,,,,,,,,,,,,
coffee 420,,,,,,,,,,,,
coffee 420 ice,,,,,,,,,,,,
cold baby,,,,,,,,,,,,
cold backwood,,,,,,,,,,,,
cold backwood order,,,,,,,,,,,,
cold war,,,,,,,,,,,,
cold war buy,,,,,,,,,,,,
cold war comeback,,,,,,,,,,,,
cold war low,,,,,,,,,,,,
cold war say,,,,,,,,,,,,
cold war zombie,,,,,,,,,,,,
collins scared,,,,,,,,,,,,
collins scared stop,,,,,,,,,,,,
com drdisrespect,,,,,,,,,,,,
com drdisrespect tip,,,,,,,,,,,,
com pages,,,,,,,,,,,,
com pages dr,,,,,,,,,,,,
com stores,,,,,,,,,,,,
com stores page,,,,,,,,,,,,
comb _comb,,,,,,,,,,,,
comb _comb _comb,,,,,,,,,,,,
comb switch,,,,,,,,,,,,
comb switch blade,,,,,,,,,,,,
combo https,,,,,,,,,,,,
combo https en,,,,,,,,,,,,
come 2077,,,,,,,,,,,,
come _pumpkin,,,,,,,,,,,,
come _pumpkin _pumpkin,,,,,,,,,,,,
come best,,,,,,,,,,,,
come best intro,,,,,,,,,,,,
come close,,,,,,,,,,,,
come come,,,,,,,,,,,,
come come _pumpkin,,,,,,,,,,,,
come come come,,,,,,,,,,,,
come come thanksdoc,,,,,,,,,,,,
come doc,,,,,,,,,,,,
come duty,,,,,,,,,,,,
come duty trash,,,,,,,,,,,,
come hsp,,,,,,,,,,,,
come man,,,,,,,,,,,,
come minute,,,,,,,,,,,,
come minute leave,,,,,,,,,,,,
come onnnnnnnnnn,,,,,,,,,,,,
come onnnnnnnnnn warcry,,,,,,,,,,,,
come soon,,,,,,,,,,,,
come soon nightmare,,,,,,,,,,,,
come stop,,,,,,,,,,,,
come stop spamme,,,,,,,,,,,,
come thanksdoc,,,,,,,,,,,,
comeback time,,,,,,,,,,,,
comm1 _comm1,,,,,,,,,,,,
comm1 _comm1 _comm1,,,,,,,,,,,,
comm1 _comm2,,,,,,,,,,,,
comm1 _comm2 _buffer2,,,,,,,,,,,,
comm1 _comm2 _comb,,,,,,,,,,,,
comm1 _comm2 _comm1,,,,,,,,,,,,
comm1 _comm2 _love,,,,,,,,,,,,
comm1 _comm2 _yaya,,,,,,,,,,,,
comm1 _love,,,,,,,,,,,,
comm1 _love _comm2,,,,,,,,,,,,
command center,,,,,,,,,,,,
commandeeeeerrrr _comm1,,,,,,,,,,,,
comment unacceptable,,,,,,,,,,,,
comment unacceptable price,,,,,,,,,,,,
common baby,,,,,,,,,,,,
common baby let,,,,,,,,,,,,
community religion,,,,,,,,,,,,
company alex,,,,,,,,,,,,
company alex hmmmmm,,,,,,,,,,,,
company champ,,,,,,,,,,,,
competition world,,,,,,,,,,,,
competition world make,,,,,,,,,,,,
competitive mw2,,,,,,,,,,,,
concrete slab,,,,,,,,,,,,
concrete slab new,,,,,,,,,,,,
construction fund,,,,,,,,,,,,
construction fund mexico,,,,,,,,,,,,
constructoin company,,,,,,,,,,,,
constructoin company alex,,,,,,,,,,,,
content baby,,,,,,,,,,,,
continue week,,,,,,,,,,,,
continue week strong,,,,,,,,,,,,
controller dr,,,,,,,,,,,,
controller dr disrespect,,,,,,,,,,,,
cool elevator,,,,,,,,,,,,
cool elevator doc,,,,,,,,,,,,
copntent cre,,,,,,,,,,,,
costume want,,,,,,,,,,,,
costume want buy,,,,,,,,,,,,
couch shiny,,,,,,,,,,,,
couch shiny new,,,,,,,,,,,,
count begins,,,,,,,,,,,,
count begins yaya,,,,,,,,,,,,
countdown baby,,,,,,,,,,,,
countdown baby baby,,,,,,,,,,,,
countdown cc,,,,,,,,,,,,
countdown clock,,,,,,,,,,,,
countdown clock come,,,,,,,,,,,,
countdown greatness,,,,,,,,,,,,
countdown greatness begin,,,,,,,,,,,,
couple set,,,,,,,,,,,,
couple set docc,,,,,,,,,,,,
crash 800,,,,,,,,,,,,
crash 800 story,,,,,,,,,,,,
creative asf,,,,,,,,,,,,
creative asf lol,,,,,,,,,,,,
creepy af,,,,,,,,,,,,
creepy af hahaha,,,,,,,,,,,,
creepy locker,,,,,,,,,,,,
creepy locker room,,,,,,,,,,,,
cuellar mistaken,,,,,,,,,,,,
cuellar mistaken stop,,,,,,,,,,,,
cup hot,,,,,,,,,,,,
cup hot kaka,,,,,,,,,,,,
cute tall,,,,,,,,,,,,
cute tall boy,,,,,,,,,,,,
cya alex,,,,,,,,,,,,
cya alex giggle,,,,,,,,,,,,
cyber punk,,,,,,,,,,,,
cyber punk push,,,,,,,,,,,,
cyberpunk 2077,,,,,,,,,,,,
cyberpunk 2098,,,,,,,,,,,,
cyberpunk 3077,,,,,,,,,,,,
cyberpunk come,,,,,,,,,,,,
cyberpunk come 2077,,,,,,,,,,,,
cyberpunk delay,,,,,,,,,,,,
cyberpunk delay giggle,,,,,,,,,,,,
cyberpunk joke,,,,,,,,,,,,
cyberpunk need,,,,,,,,,,,,
cyberpunk need push,,,,,,,,,,,,
da man,,,,,,,,,,,,
da peek,,,,,,,,,,,,
daddy ask,,,,,,,,,,,,
daddy big,,,,,,,,,,,,
daddy big baby,,,,,,,,,,,,
daddy club,,,,,,,,,,,,
daddy doc,,,,,,,,,,,,
daddy doc thanksdoc,,,,,,,,,,,,
dall italiaaaaa,,,,,,,,,,,,
dall italiaaaaa yu,,,,,,,,,,,,
dallas doooc,,,,,,,,,,,,
damik barbaric,,,,,,,,,,,,
damik barbaric stop,,,,,,,,,,,,
dance _dance,,,,,,,,,,,,
dance _dance _comm1,,,,,,,,,,,,
dance _dance _dance,,,,,,,,,,,,
dance ayyyyy,,,,,,,,,,,,
dance like,,,,,,,,,,,,
dance like dis,,,,,,,,,,,,
dang watch,,,,,,,,,,,,
daniel deluxe,,,,,,,,,,,,
daniel deluxe territory,,,,,,,,,,,,
dare peak,,,,,,,,,,,,
dare peak jhony,,,,,,,,,,,,
dare peak johnny,,,,,,,,,,,,
dare peek,,,,,,,,,,,,
dark alleyway,,,,,,,,,,,,
dark alleyways,,,,,,,,,,,,
dark house,,,,,,,,,,,,
dark street,,,,,,,,,,,,
dark street buffer1,,,,,,,,,,,,
darude sandstrom,,,,,,,,,,,,
das ist,,,,,,,,,,,,
das ist meine,,,,,,,,,,,,
dat stadium,,,,,,,,,,,,
dat voidwave,,,,,,,,,,,,
day anyways,,,,,,,,,,,,
day anyways buena,,,,,,,,,,,,
day bb,,,,,,,,,,,,
day bb love,,,,,,,,,,,,
day break,,,,,,,,,,,,
day break member,,,,,,,,,,,,
day doc,,,,,,,,,,,,
day lol,,,,,,,,,,,,
day start,,,,,,,,,,,,
day think,,,,,,,,,,,,
day think galil,,,,,,,,,,,,
dbag start,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
dbag start run,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
ddo lol,,,,,,,,,,,,
dead body,,,,,,,,,,,,
deadlife bridle,,,,,,,,,,,,
deadlife bridle blade,,,,,,,,,,,,
deadspace vibe,,,,,,,,,,,,
death 24,,,,,,,,,,,,
death 24 miss,,,,,,,,,,,,
death note,,,,,,,,,,,,
decipher rune,,,,,,,,,,,,
decipher rune doc,,,,,,,,,,,,
deep vaseline,,,,,,,,,,,,
deep vaseline shiny,,,,,,,,,,,,
def hypemaster,,,,,,,,,,,,
delay cyberpunk,,,,,,,,,,,,
delay giggle,,,,,,,,,,,,
delay stream,,,,,,,,,,,,
delay stream watch,,,,,,,,,,,,
delete facebook,,,,,,,,,,,,
deliver stop,,,,,,,,,,,,
deliver stop spamme,,,,,,,,,,,,
deluxe territory,,,,,,,,,,,,
demon alex,,,,,,,,,,,,
der fuhrer,,,,,,,,,,,,
destroy steam,,,,,,,,,,,,
destroy thx,,,,,,,,,,,,
destroy thx sell,,,,,,,,,,,,
deuce violence,,,,,,,,,,,,
deuce violence speed,,,,,,,,,,,,
dew game,,,,,,,,,,,,
dew game fuel,,,,,,,,,,,,
die toy,,,,,,,,,,,,
die toy lambo,,,,,,,,,,,,
diego casa,,,,,,,,,,,,
diego casa bandini,,,,,,,,,,,,
different worry,,,,,,,,,,,,
different worry mind,,,,,,,,,,,,
digitize cyberpunk,,,,,,,,,,,,
diminsion doc,,,,,,,,,,,,
dis dis,,,,,,,,,,,,
dis dis dis,,,,,,,,,,,,
dis dis respect,,,,,,,,,,,,
dis respect,,,,,,,,,,,,
dis respect respect,,,,,,,,,,,,
dis respect spect,,,,,,,,,,,,
dis track,,,,,,,,,,,,
dis vest,,,,,,,,,,,,
disassembly require,,,,,,,,,,,,
disassembly require stop,,,,,,,,,,,,
dish rezz,,,,,,,,,,,,
dish rezz peck,,,,,,,,,,,,
dislike video,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
dislike video start,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
dispekt king,,,,,,,,,,,,
disrespect ban,,,,,,,,,,,,
disrespect ban twitch,,,,,,,,,,,,
disrespect good,,,,,,,,,,,,
disrespect good streamer,,,,,,,,,,,,
disrespect https,,,,,,,,,,,,
disrespect https scufgaming,,,,,,,,,,,,
disrespect https www,,,,,,,,,,,,
disrespect know,,,,,,,,,,,,
disrespect know black,,,,,,,,,,,,
disrespect merchandise,,,,,,,,,,,,
disrespect merchandise https,,,,,,,,,,,,
disrespect singe,,,,,,,,,,,,
disrespect singe red,,,,,,,,,,,,
disrespect source,,,,,,,,,,,,
disrespect time,,,,,,,,,,,,
disrespect time use,,,,,,,,,,,,
dissssss respect,,,,,,,,,,,,
distract homework,,,,,,,,,,,,
dive face,,,,,,,,,,,,
dive face drywall,,,,,,,,,,,,
doa super,,,,,,,,,,,,
doa super bum,,,,,,,,,,,,
doc 2020,,,,,,,,,,,,
doc 2024,,,,,,,,,,,,
doc 2k,,,,,,,,,,,,
doc 2k dono,,,,,,,,,,,,
doc _buffer2,,,,,,,,,,,,
doc _comb,,,,,,,,,,,,
doc _giggle,,,,,,,,,,,,
doc _love,,,,,,,,,,,,
doc accomplish,,,,,,,,,,,,
doc accomplish love,,,,,,,,,,,,
doc actually,,,,,,,,,,,,
doc actually time,,,,,,,,,,,,
doc ahhhhh,,,,,,,,,,,,
doc ahhhhh _snooze,,,,,,,,,,,,
doc alex,,,,,,,,,,,,
doc alex miss,,,,,,,,,,,,
doc amazing,,,,,,,,,,,,
doc amazing ha,,,,,,,,,,,,
doc angery,,,,,,,,,,,,
doc arena,,,,,,,,,,,,
doc baby,,,,,,,,,,,,
doc backround,,,,,,,,,,,,
doc bandini,,,,,,,,,,,,
doc bandini mexican,,,,,,,,,,,,
doc blast,,,,,,,,,,,,
doc blast arena,,,,,,,,,,,,
doc bodybag,,,,,,,,,,,,
doc boomer,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
doc boring,,,,,,,,,,,,
doc boring wednesday,,,,,,,,,,,,
doc buffer1,,,,,,,,,,,,
doc buffer1 _love,,,,,,,,,,,,
doc capone,,,,,,,,,,,,
doc champion,,,,,,,,,,,,
doc clock,,,,,,,,,,,,
doc clock let,,,,,,,,,,,,
doc come,,,,,,,,,,,,
doc come hsp,,,,,,,,,,,,
doc comics,,,,,,,,,,,,
doc comment,,,,,,,,,,,,
doc comment unacceptable,,,,,,,,,,,,
doc currently,,,,,,,,,,,,
doc da,,,,,,,,,,,,
doc da man,,,,,,,,,,,,
doc dallas,,,,,,,,,,,,
doc dallas doooc,,,,,,,,,,,,
doc disrespect,,,,,,,,,,,,
doc doc,,,,,,,,,,,,
doc doc let,,,,,,,,,,,,
doc doctober,,,,,,,,,,,,
doc doctober submission,,,,,,,,,,,,
doc doctor,,,,,,,,,,,,
doc doctor submission,,,,,,,,,,,,
doc dominate,,,,,,,,,,,,
doc dominate today,,,,,,,,,,,,
doc elevator,,,,,,,,,,,,
doc elevator bit,,,,,,,,,,,,
doc entertain,,,,,,,,,,,,
doc es,,,,,,,,,,,,
doc es mucho,,,,,,,,,,,,
doc excuse,,,,,,,,,,,,
doc face,,,,,,,,,,,,
doc face book,,,,,,,,,,,,
doc fans,,,,,,,,,,,,
doc fans chubby,,,,,,,,,,,,
doc finally,,,,,,,,,,,,
doc finally play,,,,,,,,,,,,
doc freddy,,,,,,,,,,,,
doc freddy mercury,,,,,,,,,,,,
doc frouad,,,,,,,,,,,,
doc game,,,,,,,,,,,,
doc game powerful,,,,,,,,,,,,
doc giggle,,,,,,,,,,,,
doc goin,,,,,,,,,,,,
doc good,,,,,,,,,,,,
doc good giggle,,,,,,,,,,,,
doc goodvibes,,,,,,,,,,,,
doc goodvibes yougotthis,,,,,,,,,,,,
doc greeting,,,,,,,,,,,,
doc greeting captain,,,,,,,,,,,,
doc handshake,,,,,,,,,,,,
doc hi,,,,,,,,,,,,
doc hi champions,,,,,,,,,,,,
doc hilarious,,,,,,,,,,,,
doc hit,,,,,,,,,,,,
doc hit 300,,,,,,,,,,,,
doc internet,,,,,,,,,,,,
doc internet issue,,,,,,,,,,,,
doc intro,,,,,,,,,,,,
doc intro music,,,,,,,,,,,,
doc invitational,,,,,,,,,,,,
doc invitational tourney,,,,,,,,,,,,
doc janitor,,,,,,,,,,,,
doc kaisa,,,,,,,,,,,,
doc kill,,,,,,,,,,,,
doc kill alex,,,,,,,,,,,,
doc kill dog,,,,,,,,,,,,
doc king,,,,,,,,,,,,
doc king simps,,,,,,,,,,,,
doc lessgoooo,,,,,,,,,,,,
doc let,,,,,,,,,,,,
doc let baby,,,,,,,,,,,,
doc let happen,,,,,,,,,,,,
doc level,,,,,,,,,,,,
doc life,,,,,,,,,,,,
doc life matter,,,,,,,,,,,,
doc live,,,,,,,,,,,,
doc live hour,,,,,,,,,,,,
doc lol,,,,,,,,,,,,
doc love,,,,,,,,,,,,
doc love alex,,,,,,,,,,,,
doc make,,,,,,,,,,,,
doc make solid,,,,,,,,,,,,
doc member,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
doc member chat,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
doc merch,,,,,,,,,,,,
doc merch sell,,,,,,,,,,,,
doc mic,,,,,,,,,,,,
doc mic cut,,,,,,,,,,,,
doc miss,,,,,,,,,,,,
doc music,,,,,,,,,,,,
doc music smoke,,,,,,,,,,,,
doc need,,,,,,,,,,,,
doc need epic,,,,,,,,,,,,
doc need help,,,,,,,,,,,,
doc negotiate,,,,,,,,,,,,
doc nooooooooo,,,,,,,,,,,,
doc oh,,,,,,,,,,,,
doc oh yeaaa,,,,,,,,,,,,
doc okay,,,,,,,,,,,,
doc open,,,,,,,,,,,,
doc open chat,,,,,,,,,,,,
doc outta,,,,,,,,,,,,
doc play,,,,,,,,,,,,
doc play bo2,,,,,,,,,,,,
doc play bury,,,,,,,,,,,,
doc play halo,,,,,,,,,,,,
doc play saint,,,,,,,,,,,,
doc play tranzit,,,,,,,,,,,,
doc playin,,,,,,,,,,,,
doc playin duo,,,,,,,,,,,,
doc pls,,,,,,,,,,,,
doc pls miss,,,,,,,,,,,,
doc pls tell,,,,,,,,,,,,
doc plzz,,,,,,,,,,,,
doc plzz react,,,,,,,,,,,,
doc pubg,,,,,,,,,,,,
doc pudge,,,,,,,,,,,,
doc pudge _pudge,,,,,,,,,,,,
doc read,,,,,,,,,,,,
doc read love,,,,,,,,,,,,
doc read rrrraaaullllll,,,,,,,,,,,,
doc ready,,,,,,,,,,,,
doc ready bo2,,,,,,,,,,,,
doc ready vsm,,,,,,,,,,,,
doc remember,,,,,,,,,,,,
doc remember bo2,,,,,,,,,,,,
doc retro,,,,,,,,,,,,
doc run,,,,,,,,,,,,
doc say,,,,,,,,,,,,
doc say let,,,,,,,,,,,,
doc scared,,,,,,,,,,,,
doc shouldmake,,,,,,,,,,,,
doc shouldmake fvm,,,,,,,,,,,,
doc singlehandedly,,,,,,,,,,,,
doc singlehandedly deadlife,,,,,,,,,,,,
doc skip,,,,,,,,,,,,
doc skip leg,,,,,,,,,,,,
doc slice,,,,,,,,,,,,
doc smash,,,,,,,,,,,,
doc smash bros,,,,,,,,,,,,
doc sound,,,,,,,,,,,,
doc sound looooow,,,,,,,,,,,,
doc streaming,,,,,,,,,,,,
doc team,,,,,,,,,,,,
doc team rando,,,,,,,,,,,,
doc thanksdoc,,,,,,,,,,,,
doc thicc,,,,,,,,,,,,
doc time,,,,,,,,,,,,
doc time vsm,,,,,,,,,,,,
doc today,,,,,,,,,,,,
doc today cc,,,,,,,,,,,,
doc troop,,,,,,,,,,,,
doc troop tournament,,,,,,,,,,,,
doc try,,,,,,,,,,,,
doc try ace,,,,,,,,,,,,
doc twitch,,,,,,,,,,,,
doc twitch miss,,,,,,,,,,,,
doc ur,,,,,,,,,,,,
doc ur hand,,,,,,,,,,,,
doc video,,,,,,,,,,,,
doc video gaming,,,,,,,,,,,,
doc vs,,,,,,,,,,,,
doc vs rambo,,,,,,,,,,,,
doc vsm,,,,,,,,,,,,
doc wait,,,,,,,,,,,,
doc wait warm,,,,,,,,,,,,
doc wake,,,,,,,,,,,,
doc wake today,,,,,,,,,,,,
doc wake uuuup,,,,,,,,,,,,
doc warcry,,,,,,,,,,,,
doc warcry _warcry,,,,,,,,,,,,
doc warm,,,,,,,,,,,,
doc warm want,,,,,,,,,,,,
doc watcb,,,,,,,,,,,,
doc watch,,,,,,,,,,,,
doc watch stream,,,,,,,,,,,,
doc way,,,,,,,,,,,,
doc way england,,,,,,,,,,,,
doc weird,,,,,,,,,,,,
doc weird hand,,,,,,,,,,,,
doc win,,,,,,,,,,,,
doc win tourney,,,,,,,,,,,,
doc work,,,,,,,,,,,,
doc worried,,,,,,,,,,,,
doc wrap,,,,,,,,,,,,
doc wrap snap,,,,,,,,,,,,
doc wrinkle,,,,,,,,,,,,
doc wrinkle floor,,,,,,,,,,,,
doc yayayayayaayay,,,,,,,,,,,,
doc yayayayayayayay,,,,,,,,,,,,
doc yt,,,,,,,,,,,,
doc zero,,,,,,,,,,,,
doc zero skill,,,,,,,,,,,,
doccc fn,,,,,,,,,,,,
doccc fn love,,,,,,,,,,,,
doccccc gettttt,,,,,,,,,,,,
doccccc gettttt emmmmmm,,,,,,,,,,,,
doccccccccc holla,,,,,,,,,,,,
doccccccccc holla boi,,,,,,,,,,,,
docccccctorrrr hahahaha,,,,,,,,,,,,
dock king,,,,,,,,,,,,
dock start,,,,,,,,,,,,
dock start stream,,,,,,,,,,,,
docs channel,,,,,,,,,,,,
docs domain,,,,,,,,,,,,
docs life,,,,,,,,,,,,
docs life matter,,,,,,,,,,,,
docs losing,,,,,,,,,,,,
docs losing rounnd,,,,,,,,,,,,
docs membercount,,,,,,,,,,,,
docs quest,,,,,,,,,,,,
doctober _pumpkin,,,,,,,,,,,,
doctober _pumpkin _pumpkin,,,,,,,,,,,,
doctober baby,,,,,,,,,,,,
doctober submission,,,,,,,,,,,,
doctober submission pls,,,,,,,,,,,,
doctober tell,,,,,,,,,,,,
doctober tell apart,,,,,,,,,,,,
doctor dis,,,,,,,,,,,,
doctor dis dis,,,,,,,,,,,,
doctor dish,,,,,,,,,,,,
doctor dish rezz,,,,,,,,,,,,
doctor disrespectful,,,,,,,,,,,,
doctor doctor,,,,,,,,,,,,
doctor doctor dis,,,,,,,,,,,,
doctor doctor doctor,,,,,,,,,,,,
doctor jonesing,,,,,,,,,,,,
doctor need,,,,,,,,,,,,
doctor need disrespectful,,,,,,,,,,,,
doctor submission,,,,,,,,,,,,
doctorrr _buffer1,,,,,,,,,,,,
doctorrr _buffer1 _comm1,,,,,,,,,,,,
dodo alex,,,,,,,,,,,,
doeshe mean,,,,,,,,,,,,
doeshe mean old,,,,,,,,,,,,
doin duo,,,,,,,,,,,,
doin duo doccc,,,,,,,,,,,,
doktor need,,,,,,,,,,,,
doktor need different,,,,,,,,,,,,
dominance incoming,,,,,,,,,,,,
dominate baby,,,,,,,,,,,,
dominate bo2,,,,,,,,,,,,
dominate day,,,,,,,,,,,,
dominate day bb,,,,,,,,,,,,
dominate eh,,,,,,,,,,,,
dominate today,,,,,,,,,,,,
dominate today _giggles,,,,,,,,,,,,
donate 2x,,,,,,,,,,,,
donate 2x champion,,,,,,,,,,,,
donate doc,,,,,,,,,,,,
donate money,,,,,,,,,,,,
donate stream,,,,,,,,,,,,
donate stream love,,,,,,,,,,,,
donation rich,,,,,,,,,,,,
donation rich steamer,,,,,,,,,,,,
dono doc,,,,,,,,,,,,
dono doc read,,,,,,,,,,,,
dono drdisrespect,,,,,,,,,,,,
dono drdisrespect love,,,,,,,,,,,,
dono hype,,,,,,,,,,,,
doom eternal,,,,,,,,,,,,
doom inspire,,,,,,,,,,,,
doooooooc wooooo,,,,,,,,,,,,
door like,,,,,,,,,,,,
door like jenova,,,,,,,,,,,,
dope song,,,,,,,,,,,,
