,Direct Harassment corr coeff,Direct Harassment p-val,Hate Speech corr coeff,Hate Speech p-val,Others corr coeff,Others p-val,Sexual Harassment corr coeff,Sexual Harassment p-val,Toxic corr coeff,Toxic p-val,Trolling corr coeff,Trolling p-val
destroy room gang,,,,,,,,,,,,
det med,,,,,,,,,,,,
det med dig,,,,,,,,,,,,
det så,,,,,,,,,,,,
det så bra,,,,,,,,,,,,
detect ur,,,,,,,,,,,,
detect ur voice,,,,,,,,,,,,
developer war,,,,,,,,,,,,
developer war thunder,,,,,,,,,,,,
dey pewd,,,,,,,,,,,,
di pie,,,,,,,,,,,,
did just,,,,,,,,,,,,
did just make,,,,,,,,,,,,
didn miss,,,,,,,,,,,,
didn miss gameplay,,,,,,,,,,,,
didnt know,,,,,,,,,,,,
didnt know game,,,,,,,,,,,,
die 399,,,,,,,,,,,,
die 399 time,,,,,,,,,,,,
die asylum,,,,,,,,,,,,
die boredom,,,,,,,,,,,,
die compare,,,,,,,,,,,,
die compare scream,,,,,,,,,,,,
die drunk,,,,,,,,,,,,
die drunk driver,,,,,,,,,,,,
die face,,,,,,,,,,,,
die face desk,,,,,,,,,,,,
die game,,,,,,,,,,,,
die gets,,,,,,,,,,,,
die gets rob,,,,,,,,,,,,
die haha,,,,,,,,,,,,
die hahaha,,,,,,,,,,,,
die hard,,,,,,,,,,,,
die hava,,,,,,,,,,,,
die ill,,,,,,,,,,,,
die ill equip,,,,,,,,,,,,
die like,,,,,,,,,,,,
die like warrior,,,,,,,,,,,,
die lol,,,,,,,,,,,,
die lolol,,,,,,,,,,,,
die offense,,,,,,,,,,,,
die old,,,,,,,,,,,,
die old age,,,,,,,,,,,,
die pewdiehead2,,,,,,,,,,,,
die pewdiehead2 _pewdietorso2,,,,,,,,,,,,
die pieee,,,,,,,,,,,,
die plank,,,,,,,,,,,,
die position,,,,,,,,,,,,
die position tho,,,,,,,,,,,,
die rn,,,,,,,,,,,,
die run,,,,,,,,,,,,
die send,,,,,,,,,,,,
die send gulag,,,,,,,,,,,,
die stomp,,,,,,,,,,,,
die stomp yard,,,,,,,,,,,,
die streethouse,,,,,,,,,,,,
die streethouse jack,,,,,,,,,,,,
die time,,,,,,,,,,,,
die time game,,,,,,,,,,,,
die time month,,,,,,,,,,,,
die vote,,,,,,,,,,,,
different combine,,,,,,,,,,,,
different combine fan,,,,,,,,,,,,
different end,,,,,,,,,,,,
different moment,,,,,,,,,,,,
different moment hear,,,,,,,,,,,,
difficulty middle,,,,,,,,,,,,
difficulty middle today,,,,,,,,,,,,
difficulty pewdieelon,,,,,,,,,,,,
difficulty play,,,,,,,,,,,,
difficulty want,,,,,,,,,,,,
difficulty want ghost,,,,,,,,,,,,
diffrent room,,,,,,,,,,,,
din din,,,,,,,,,,,,
din din time,,,,,,,,,,,,
din time,,,,,,,,,,,,
dinki dinkins,,,,,,,,,,,,
dinki dinkins donka,,,,,,,,,,,,
dinkins donka,,,,,,,,,,,,
dinkins donka donka,,,,,,,,,,,,
dinner lmfao,,,,,,,,,,,,
directional mic,,,,,,,,,,,,
directional mic reach,,,,,,,,,,,,
dis game,,,,,,,,,,,,
dis game legit,,,,,,,,,,,,
dis game remember,,,,,,,,,,,,
dis idjit,,,,,,,,,,,,
dis idjit doin,,,,,,,,,,,,
dis strem,,,,,,,,,,,,
dis strem legit,,,,,,,,,,,,
dis twitch,,,,,,,,,,,,
discord anyways,,,,,,,,,,,,
discord automatically,,,,,,,,,,,,
discord automatically link,,,,,,,,,,,,
discord connect,,,,,,,,,,,,
discord connect ur,,,,,,,,,,,,
discord desktop,,,,,,,,,,,,
discord desktop user,,,,,,,,,,,,
discord fck,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
discord fck phasmo,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
discord follow,,,,,,,,,,,,
discord follow step,,,,,,,,,,,,
discord group,,,,,,,,,,,,
discord hour,,,,,,,,,,,,
discord hour join,,,,,,,,,,,,
discord linked,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
discord linked happened,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
discord lol,,,,,,,,,,,,
discord micia,,,,,,,,,,,,
discord micia roxas,,,,,,,,,,,,
discord open,,,,,,,,,,,,
discord open game,,,,,,,,,,,,
discord server,,,,,,,,,,,,
discord server make,,,,,,,,,,,,
discord smile,,,,,,,,,,,,
discord smile come,,,,,,,,,,,,
discord try,,,,,,,,,,,,
discord try pc,,,,,,,,,,,,
discord user,,,,,,,,,,,,
discord user settings,,,,,,,,,,,,
discussion focus,,,,,,,,,,,,
discussion focus stream,,,,,,,,,,,,
dish just,,,,,,,,,,,,
dish just say,,,,,,,,,,,,
dislike button,,,,,,,,,,,,
dislike button felixs,,,,,,,,,,,,
dislike true,,,,,,,,,,,,
dislike true hater,,,,,,,,,,,,
disrespect chat,,,,,,,,,,,,
disrespect stream,,,,,,,,,,,,
distance game,,,,,,,,,,,,
distance jack,,,,,,,,,,,,
distance jack low,,,,,,,,,,,,
distance lol,,,,,,,,,,,,
distance sound,,,,,,,,,,,,
distrack come,,,,,,,,,,,,
distract cute,,,,,,,,,,,,
distract cute guy,,,,,,,,,,,,
dive just,,,,,,,,,,,,
dive just wait,,,,,,,,,,,,
divide conquer,,,,,,,,,,,,
divorce rehab,,,,,,,,,,,,
divorce rehab recover,,,,,,,,,,,,
dm marzia,,,,,,,,,,,,
dm marzia jumpscare,,,,,,,,,,,,
dmmit jack,,,,,,,,,,,,
dock hair,,,,,,,,,,,,
dock hair damage,,,,,,,,,,,,
does strap,,,,,,,,,,,,
dog insane,,,,,,,,,,,,
dog insane hear,,,,,,,,,,,,
dog room,,,,,,,,,,,,
dog room gets,,,,,,,,,,,,
doggo pewdieedgar2,,,,,,,,,,,,
doin lmao,,,,,,,,,,,,
doin online,,,,,,,,,,,,
doin online school,,,,,,,,,,,,
doin stream,,,,,,,,,,,,
doin stream start,,,,,,,,,,,,
doki doki,,,,,,,,,,,,
dolan duck,,,,,,,,,,,,
dolan duck dope,,,,,,,,,,,,
dollar just,,,,,,,,,,,,
dollar just ask,,,,,,,,,,,,
dollar worth,,,,,,,,,,,,
dollar worth die,,,,,,,,,,,,
domethe plzzzzz,,,,,,,,,,,,
dominance ghost,,,,,,,,,,,,
donate 10,,,,,,,,,,,,
donate 10 lmao,,,,,,,,,,,,
donate guy,,,,,,,,,,,,
donate guy video,,,,,,,,,,,,
donate smolder,,,,,,,,,,,,
donate smolder streamer,,,,,,,,,,,,
donate yemen,,,,,,,,,,,,
donation month,,,,,,,,,,,,
donation plz,,,,,,,,,,,,
donation stream,,,,,,,,,,,,
donation stream charity,,,,,,,,,,,,
donation video,,,,,,,,,,,,
donations charity,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
donations charity members,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
donka donka,,,,,,,,,,,,
donka donka idk,,,,,,,,,,,,
donka idk,,,,,,,,,,,,
dono cam,,,,,,,,,,,,
dono cam kist,,,,,,,,,,,,
dont post,,,,,,,,,,,,
dont post chat,,,,,,,,,,,,
doo bee,,,,,,,,,,,,
doo bee bee,,,,,,,,,,,,
door close,,,,,,,,,,,,
door close just,,,,,,,,,,,,
door floor,,,,,,,,,,,,
door floor creak,,,,,,,,,,,,
door hard,,,,,,,,,,,,
door haunt,,,,,,,,,,,,
door man,,,,,,,,,,,,
door need,,,,,,,,,,,,
door need careful,,,,,,,,,,,,
door pewd,,,,,,,,,,,,
door slam,,,,,,,,,,,,
door try,,,,,,,,,,,,
door try haha,,,,,,,,,,,,
dope van,,,,,,,,,,,,
dope van play,,,,,,,,,,,,
dork dorky,,,,,,,,,,,,
dork dorky helmet,,,,,,,,,,,,
dorky helmet,,,,,,,,,,,,
dorothy hella,,,,,,,,,,,,
dorothy hella sus,,,,,,,,,,,,
dorothy imposter,,,,,,,,,,,,
dorothy lol,,,,,,,,,,,,
dorothy smith,,,,,,,,,,,,
dorothy su,,,,,,,,,,,,
dorothy sus,,,,,,,,,,,,
dothefive dothefive,,,,,,,,,,,,
double jack,,,,,,,,,,,,
double jack voice,,,,,,,,,,,,
doubt fix,,,,,,,,,,,,
doubt fix especially,,,,,,,,,,,,
downstair bois,,,,,,,,,,,,
downstairs leave,,,,,,,,,,,,
downstairs leave wing,,,,,,,,,,,,
downstairs probably,,,,,,,,,,,,
downstairs probably jinni,,,,,,,,,,,,
dr disrespect,,,,,,,,,,,,
dr disrespect stream,,,,,,,,,,,,
drain gaaang,,,,,,,,,,,,
drape pewd,,,,,,,,,,,,
draw felix,,,,,,,,,,,,
dream haha,,,,,,,,,,,,
drink damn,,,,,,,,,,,,
drink damn coffee,,,,,,,,,,,,
drink inside,,,,,,,,,,,,
drive insanse,,,,,,,,,,,,
drive insanse insane,,,,,,,,,,,,
drop box,,,,,,,,,,,,
drop camera,,,,,,,,,,,,
drop camera hahahahaha,,,,,,,,,,,,
drop code,,,,,,,,,,,,
drop da,,,,,,,,,,,,
drop da box,,,,,,,,,,,,
drop flashlight,,,,,,,,,,,,
drop flashlight time,,,,,,,,,,,,
drop haha,,,,,,,,,,,,
drop head,,,,,,,,,,,,
drop head child,,,,,,,,,,,,
drop phone,,,,,,,,,,,,
drop phone bruh,,,,,,,,,,,,
drop random,,,,,,,,,,,,
drop random comment,,,,,,,,,,,,
drop spirit,,,,,,,,,,,,
drop spirit box,,,,,,,,,,,,
drop tower,,,,,,,,,,,,
drop tower later,,,,,,,,,,,,
drop youtube,,,,,,,,,,,,
drop youtube red,,,,,,,,,,,,
dropped waterrr,,,,,,,,,,,,
drunk driver,,,,,,,,,,,,
drunken man,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
ds server,,,,,,,,,,,,
du folora,,,,,,,,,,,,
du folora du,,,,,,,,,,,,
du gör,,,,,,,,,,,,
du gör hoppas,,,,,,,,,,,,
du sean,,,,,,,,,,,,
du sean felix,,,,,,,,,,,,
du ser,,,,,,,,,,,,
du ser detta,,,,,,,,,,,,
duck dope,,,,,,,,,,,,
duck dude,,,,,,,,,,,,
duck ganggg,,,,,,,,,,,,
duckling sound,,,,,,,,,,,,
duckling sound like,,,,,,,,,,,,
dude 107,,,,,,,,,,,,
dude 107 milion,,,,,,,,,,,,
dude dingoman1,,,,,,,,,,,,
dude gon,,,,,,,,,,,,
dude gon na,,,,,,,,,,,,
dude good,,,,,,,,,,,,
dude good thing,,,,,,,,,,,,
dude owl,,,,,,,,,,,,
dude owl just,,,,,,,,,,,,
dude physically,,,,,,,,,,,,
dude physically impossible,,,,,,,,,,,,
dude pls,,,,,,,,,,,,
dude pls start,,,,,,,,,,,,
dude sit,,,,,,,,,,,,
dude sit te,,,,,,,,,,,,
dumb bc,,,,,,,,,,,,
dumb bc right,,,,,,,,,,,,
dumb isnt,,,,,,,,,,,,
dumb lol,,,,,,,,,,,,
dumbass ahahahaah,,,,,,,,,,,,
dumbass ahahahaah good,,,,,,,,,,,,
dummy dumb,,,,,,,,,,,,
dunno man,,,,,,,,,,,,
dunno man ghost,,,,,,,,,,,,
duo youtube,,,,,,,,,,,,
dw game,,,,,,,,,,,,
dw game leg,,,,,,,,,,,,
dylan miller,,,,,,,,,,,,
dylan miller uv,,,,,,,,,,,,
eachotehr radio,,,,,,,,,,,,
eachotehr radio cool,,,,,,,,,,,,
ealry gang,,,,,,,,,,,,
ealry gang gang,,,,,,,,,,,,
ear dead,,,,,,,,,,,,
ear dead fine,,,,,,,,,,,,
ear floor,,,,,,,,,,,,
ear floor gang,,,,,,,,,,,,
ear lol,,,,,,,,,,,,
ear steel,,,,,,,,,,,,
ear vr,,,,,,,,,,,,
ear vr talk,,,,,,,,,,,,
ear walkie,,,,,,,,,,,,
ear walkie talkie,,,,,,,,,,,,
ear yes,,,,,,,,,,,,
eardrum bust,,,,,,,,,,,,
early gamer,,,,,,,,,,,,
early gang,,,,,,,,,,,,
early gang ouh,,,,,,,,,,,,
early morning,,,,,,,,,,,,
early morning ph,,,,,,,,,,,,
early notice,,,,,,,,,,,,
early notice glad,,,,,,,,,,,,
early october,,,,,,,,,,,,
earn money,,,,,,,,,,,,
earn money quickly,,,,,,,,,,,,
earth exist,,,,,,,,,,,,
earthbound hear,,,,,,,,,,,,
earthbound hear mother,,,,,,,,,,,,
earthbound let,,,,,,,,,,,,
earthbound let gooooo,,,,,,,,,,,,
earthbound music,,,,,,,,,,,,
easily ignorable,,,,,,,,,,,,
easily ignorable ppl,,,,,,,,,,,,
easy decision,,,,,,,,,,,,
easy hear,,,,,,,,,,,,
eat bandwith,,,,,,,,,,,,
eat bandwith bro,,,,,,,,,,,,
eat cake,,,,,,,,,,,,
eat cereal,,,,,,,,,,,,
eat cereal watch,,,,,,,,,,,,
eat dinner,,,,,,,,,,,,
eat lunch,,,,,,,,,,,,
eat meatball,,,,,,,,,,,,
eat meatball spaghetti,,,,,,,,,,,,
eat pizza,,,,,,,,,,,,
eat watch,,,,,,,,,,,,
echo away,,,,,,,,,,,,
echo fix,,,,,,,,,,,,
echo lol,,,,,,,,,,,,
echoey pewd,,,,,,,,,,,,
ed siri,,,,,,,,,,,,
ed siri lmao,,,,,,,,,,,,
edgar _pewdieedgar2,,,,,,,,,,,,
edgar _pewdieedgar2 _pewdieedgar2,,,,,,,,,,,,
edgar cam,,,,,,,,,,,,
edgar doin,,,,,,,,,,,,
edgar doin lmao,,,,,,,,,,,,
edgar ear,,,,,,,,,,,,
edgar ear lol,,,,,,,,,,,,
edgar fart,,,,,,,,,,,,
edgar felix,,,,,,,,,,,,
edgar foot,,,,,,,,,,,,
edgar foot pewdiepie,,,,,,,,,,,,
edgar gang,,,,,,,,,,,,
edgar hahaha,,,,,,,,,,,,
edgar hahahahahahahahahaha,,,,,,,,,,,,
edgar just,,,,,,,,,,,,
edgar just piss,,,,,,,,,,,,
edgar just try,,,,,,,,,,,,
edgar just walkin,,,,,,,,,,,,
edgar lmao,,,,,,,,,,,,
edgar lol,,,,,,,,,,,,
edgar maya,,,,,,,,,,,,
edgar maya like,,,,,,,,,,,,
edgar maya love,,,,,,,,,,,,
edgar piss,,,,,,,,,,,,
edgar piss desk,,,,,,,,,,,,
edgar play,,,,,,,,,,,,
edgar play _pewdieedgar2,,,,,,,,,,,,
edgar pull,,,,,,,,,,,,
edgar pull wire,,,,,,,,,,,,
edgar room,,,,,,,,,,,,
edgar room marzia,,,,,,,,,,,,
edgar scare,,,,,,,,,,,,
edgar seuss,,,,,,,,,,,,
edgar sus,,,,,,,,,,,,
edgar tappin,,,,,,,,,,,,
edgar vent,,,,,,,,,,,,
edgar vr,,,,,,,,,,,,
edgar want,,,,,,,,,,,,
edgar want come,,,,,,,,,,,,
edgar watch,,,,,,,,,,,,
edgar whatchu,,,,,,,,,,,,
edgar whats,,,,,,,,,,,,
edgar whats code,,,,,,,,,,,,
edger peed,,,,,,,,,,,,
edger peed floor,,,,,,,,,,,,
edger room,,,,,,,,,,,,
edger snuck,,,,,,,,,,,,
edger snuck stream,,,,,,,,,,,,
eeeeeeeeeeeeeeeeeeeeeee dead,,,,,,,,,,,,
effect feature,,,,,,,,,,,,
effect feature nt,,,,,,,,,,,,
eh vr,,,,,,,,,,,,
eh vr mode,,,,,,,,,,,,
eifridt tf,,,,,,,,,,,,
eifridt tf watch,,,,,,,,,,,,
eject tht,,,,,,,,,,,,
eject tht bij,,,,,,,,,,,,
ek wil,,,,,,,,,,,,
ek wil nie,,,,,,,,,,,,
el juego,,,,,,,,,,,,
electrical tho,,,,,,,,,,,,
electrical tho ca,,,,,,,,,,,,
eläin _pewdieslippy,,,,,,,,,,,,
email ll,,,,,,,,,,,,
email ll tell,,,,,,,,,,,,
email pewdiepiediscordserver,,,,,,,,,,,,
email pewdiepiediscordserver gmail,,,,,,,,,,,,
emergency meeting,,,,,,,,,,,,
emf belt,,,,,,,,,,,,
emf evidence,,,,,,,,,,,,
emf good,,,,,,,,,,,,
emf good luck,,,,,,,,,,,,
emf level,,,,,,,,,,,,
emf level write,,,,,,,,,,,,
emf reader,,,,,,,,,,,,
emf reader bruuuh,,,,,,,,,,,,
emf reader dude,,,,,,,,,,,,
emf reader ghost,,,,,,,,,,,,
emf reader leasy,,,,,,,,,,,,
emf reader video,,,,,,,,,,,,
emf thermometer,,,,,,,,,,,,
emf thermometer right,,,,,,,,,,,,
emojis button,,,,,,,,,,,,
emopji nt,,,,,,,,,,,,
emopji nt workingh,,,,,,,,,,,,
en espanol,,,,,,,,,,,,
en espanol lo,,,,,,,,,,,,
enable default,,,,,,,,,,,,
enable setting,,,,,,,,,,,,
enable tts,,,,,,,,,,,,
enable tts dono,,,,,,,,,,,,
end discord,,,,,,,,,,,,
end early,,,,,,,,,,,,
end early october,,,,,,,,,,,,
end guy,,,,,,,,,,,,
end guy lol,,,,,,,,,,,,
end moth,,,,,,,,,,,,
end moth check,,,,,,,,,,,,
end refresh,,,,,,,,,,,,
energy need,,,,,,,,,,,,
energy need ouija,,,,,,,,,,,,
english brown,,,,,,,,,,,,
english brown gravy,,,,,,,,,,,,
enjoy bet,,,,,,,,,,,,
enjoy bet lot,,,,,,,,,,,,
enjoy game,,,,,,,,,,,,
enjoy play,,,,,,,,,,,,
enjoy play game,,,,,,,,,,,,
enjoy stream,,,,,,,,,,,,
enjoy stream catch,,,,,,,,,,,,
enjoy stream lol,,,,,,,,,,,,
enjoyable ngl,,,,,,,,,,,,
enter link,,,,,,,,,,,,
entertaining play,,,,,,,,,,,,
entire time,,,,,,,,,,,,
entire time lol,,,,,,,,,,,,
entire twighlight,,,,,,,,,,,,
entire twighlight trilogy,,,,,,,,,,,,
entrepreneur stance,,,,,,,,,,,,
epic bro,,,,,,,,,,,,
epic edgar,,,,,,,,,,,,
epic edgar hahahahahahahahahaha,,,,,,,,,,,,
epic floor,,,,,,,,,,,,
epic floor gang,,,,,,,,,,,,
epic gamer,,,,,,,,,,,,
epic knife,,,,,,,,,,,,
epic tech,,,,,,,,,,,,
epic tech fail,,,,,,,,,,,,
episode atla,,,,,,,,,,,,
episode avatar,,,,,,,,,,,,
episode ghost,,,,,,,,,,,,
episode ghost writer,,,,,,,,,,,,
episode irish,,,,,,,,,,,,
episode irish scraming,,,,,,,,,,,,
epix great,,,,,,,,,,,,
equip haha,,,,,,,,,,,,
equipment lose,,,,,,,,,,,,
equipment lose equipment,,,,,,,,,,,,
equipment professional,,,,,,,,,,,,
equipment professional just,,,,,,,,,,,,
escape ghost,,,,,,,,,,,,
escape ghost hunt,,,,,,,,,,,,
espanol lo,,,,,,,,,,,,
espanol lo mejor,,,,,,,,,,,,
especially stream,,,,,,,,,,,,
especially stream point,,,,,,,,,,,,
esta seteando,,,,,,,,,,,,
ethan nestor,,,,,,,,,,,,
ethan nestor ref,,,,,,,,,,,,
evaporate ghost,,,,,,,,,,,,
evening laddie,,,,,,,,,,,,
eventhough jack,,,,,,,,,,,,
eventhough jack lol,,,,,,,,,,,,
everyday ken,,,,,,,,,,,,
everyday ken birthday,,,,,,,,,,,,
evidence death,,,,,,,,,,,,
evidence death lol,,,,,,,,,,,,
evidence item,,,,,,,,,,,,
evidence make,,,,,,,,,,,,
ew jack,,,,,,,,,,,,
ew jack outta,,,,,,,,,,,,
ew jackie,,,,,,,,,,,,
ew jackie lamieeeeee,,,,,,,,,,,,
ew stinky,,,,,,,,,,,,
ew stinky hand,,,,,,,,,,,,
exactly game,,,,,,,,,,,,
exactly game mean,,,,,,,,,,,,
exactly jack,,,,,,,,,,,,
exactly like,,,,,,,,,,,,
exactly like know,,,,,,,,,,,,
exam tomorrow,,,,,,,,,,,,
exam tomorrow lol,,,,,,,,,,,,
exam watch,,,,,,,,,,,,
excess caps,,,,,,,,,,,,
excess caps small,,,,,,,,,,,,
excess symbol,,,,,,,,,,,,
excess symbols,,,,,,,,,,,,
excess symbols warn,,,,,,,,,,,,
excessive time,,,,,,,,,,,,
excessive time try,,,,,,,,,,,,
excited frankie,,,,,,,,,,,,
excited hear,,,,,,,,,,,,
excited hear scream,,,,,,,,,,,,
excited merch,,,,,,,,,,,,
excited play,,,,,,,,,,,,
excited play game,,,,,,,,,,,,
exclusive knife,,,,,,,,,,,,
exit live,,,,,,,,,,,,
exit live come,,,,,,,,,,,,
experience delay,,,,,,,,,,,,
experience horror,,,,,,,,,,,,
explain just,,,,,,,,,,,,
explain just nt,,,,,,,,,,,,
ey wassup,,,,,,,,,,,,
ey wassup gang,,,,,,,,,,,,
eye confirm,,,,,,,,,,,,
eye confirm read,,,,,,,,,,,,
eye sanity,,,,,,,,,,,,
eyy earthbound,,,,,,,,,,,,
eyy eyy,,,,,,,,,,,,
eyy felixxx,,,,,,,,,,,,
eyy just,,,,,,,,,,,,
eyy just refresh,,,,,,,,,,,,
eyy streaming,,,,,,,,,,,,
eyyy camera,,,,,,,,,,,,
eyyy gay,,,,,,,,,,,,
eyyy good,,,,,,,,,,,,
eyyy ken,,,,,,,,,,,,
eyyy time,,,,,,,,,,,,
eyyy time member,,,,,,,,,,,,
eyyyyyyy pewd,,,,,,,,,,,,
f4 999999999,,,,,,,,,,,,
f4 999999999 fps,,,,,,,,,,,,
f4 fix,,,,,,,,,,,,
f4 work,,,,,,,,,,,,
face _pewdiesexybrad,,,,,,,,,,,,
face desk,,,,,,,,,,,,
face goggle,,,,,,,,,,,,
face goggle squish,,,,,,,,,,,,
face leak,,,,,,,,,,,,
face mask,,,,,,,,,,,,
facebook just,,,,,,,,,,,,
facebook just ditch,,,,,,,,,,,,
facebook login,,,,,,,,,,,,
facebook warrior,,,,,,,,,,,,
facecam delat,,,,,,,,,,,,
facetune picture,,,,,,,,,,,,
facetune picture guy,,,,,,,,,,,,
fade unc,,,,,,,,,,,,
fade unc unc,,,,,,,,,,,,
fail gang,,,,,,,,,,,,
fail gang _pewdieouh,,,,,,,,,,,,
fail midterm,,,,,,,,,,,,
fail stream,,,,,,,,,,,,
fail stream hahahaha,,,,,,,,,,,,
fail strean,,,,,,,,,,,,
fake af,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
fake card,,,,,,,,,,,,
fake dragon,,,,,,,,,,,,
fake key,,,,,,,,,,,,
fake knife,,,,,,,,,,,,
fake knife cover,,,,,,,,,,,,
fake leg,,,,,,,,,,,,
fake leg gang,,,,,,,,,,,,
fake leg play,,,,,,,,,,,,
fake legsleft,,,,,,,,,,,,
fake legsleft controller,,,,,,,,,,,,
fake right,,,,,,,,,,,,
fake task,,,,,,,,,,,,
fake ugh,,,,,,,,,,,,
fake vr,,,,,,,,,,,,
fake vr gf,,,,,,,,,,,,
fall chair,,,,,,,,,,,,
fall chair 10,,,,,,,,,,,,
fall edgar,,,,,,,,,,,,
fall guy,,,,,,,,,,,,
fall guy bore,,,,,,,,,,,,
fall guy entertaining,,,,,,,,,,,,
fall guy season,,,,,,,,,,,,
fall guy update,,,,,,,,,,,,
fall mass,,,,,,,,,,,,
fall mass day,,,,,,,,,,,,
fall small,,,,,,,,,,,,
fall small insane,,,,,,,,,,,,
false answer,,,,,,,,,,,,
fame proximity,,,,,,,,,,,,
fame proximity voice,,,,,,,,,,,,
family stop,,,,,,,,,,,,
family stop ignore,,,,,,,,,,,,
famish bro,,,,,,,,,,,,
famish bro brb,,,,,,,,,,,,
famous luigiboard,,,,,,,,,,,,
famous word,,,,,,,,,,,,
fan basis,,,,,,,,,,,,
fan knife,,,,,,,,,,,,
fan knife vox,,,,,,,,,,,,
fan tho,,,,,,,,,,,,
fanfic _pewdiehead2,,,,,,,,,,,,
fanfic _pewdiehead2 _pewdietorso2,,,,,,,,,,,,
fans lmao,,,,,,,,,,,,
fans ve,,,,,,,,,,,,
fans ve deny,,,,,,,,,,,,
far apart,,,,,,,,,,,,
far apart attack,,,,,,,,,,,,
far away,,,,,,,,,,,,
far away barley,,,,,,,,,,,,
far away ca,,,,,,,,,,,,
far away guy,,,,,,,,,,,,
far away room,,,,,,,,,,,,
far close,,,,,,,,,,,,
far close game,,,,,,,,,,,,
far mic,,,,,,,,,,,,
far proximity,,,,,,,,,,,,
far proximity chat,,,,,,,,,,,,
far quiet,,,,,,,,,,,,
far sound,,,,,,,,,,,,
far sound low,,,,,,,,,,,,
fast chris,,,,,,,,,,,,
fast chris brown,,,,,,,,,,,,
fast forward,,,,,,,,,,,,
fast ghost,,,,,,,,,,,,
fast haha,,,,,,,,,,,,
father win,,,,,,,,,,,,
fav game,,,,,,,,,,,,
favorite comor,,,,,,,,,,,,
favorite game,,,,,,,,,,,,
favorite game phasmophobia,,,,,,,,,,,,
fck phasmo,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
fck phasmo audio,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
fear voice,,,,,,,,,,,,
fear voice lmao,,,,,,,,,,,,
feature nt,,,,,,,,,,,,
feature nt know,,,,,,,,,,,,
fee cross,,,,,,,,,,,,
fee cross river,,,,,,,,,,,,
feed noise,,,,,,,,,,,,
feedback felixs,,,,,,,,,,,,
feedback felixs headset,,,,,,,,,,,,
feedback form,,,,,,,,,,,,
feedback omthn,,,,,,,,,,,,
feedback pewd,,,,,,,,,,,,
feel bad,,,,,,,,,,,,
feel fall,,,,,,,,,,,,
feel fall small,,,,,,,,,,,,
feel fear,,,,,,,,,,,,
feel fear voice,,,,,,,,,,,,
feel lick,,,,,,,,,,,,
feel like,,,,,,,,,,,,
feel like game,,,,,,,,,,,,
feel like intrude,,,,,,,,,,,,
feel like root,,,,,,,,,,,,
feel like twitch,,,,,,,,,,,,
feel old,,,,,,,,,,,,
feel old know,,,,,,,,,,,,
feel proximity,,,,,,,,,,,,
feel proximity sound,,,,,,,,,,,,
feel sad,,,,,,,,,,,,
feel sad pood,,,,,,,,,,,,
feel special,,,,,,,,,,,,
felish life,,,,,,,,,,,,
felish life hold,,,,,,,,,,,,
felix _pewdiereee,,,,,,,,,,,,
felix _pewdiewat,,,,,,,,,,,,
felix _pewdiewat _pewdietambo,,,,,,,,,,,,
felix aaaouuughhh,,,,,,,,,,,,
felix accidentally,,,,,,,,,,,,
felix accidentally gunna,,,,,,,,,,,,
felix alpha,,,,,,,,,,,,
felix alpha male,,,,,,,,,,,,
felix birth,,,,,,,,,,,,
felix birthday,,,,,,,,,,,,
felix bring,,,,,,,,,,,,
felix bring nife,,,,,,,,,,,,
felix bye,,,,,,,,,,,,
felix bye sean,,,,,,,,,,,,
felix ca,,,,,,,,,,,,
felix ca hear,,,,,,,,,,,,
felix careful,,,,,,,,,,,,
felix careful edger,,,,,,,,,,,,
felix catch,,,,,,,,,,,,
felix catch series,,,,,,,,,,,,
felix change,,,,,,,,,,,,
felix change view,,,,,,,,,,,,
felix chat,,,,,,,,,,,,
felix cute,,,,,,,,,,,,
felix cute gang,,,,,,,,,,,,
felix die,,,,,,,,,,,,
felix door,,,,,,,,,,,,
