,DH words,DH value,HS words,HS value,SH words,SH value,TR words,TR value,OT words,OT value,TX words,TX value
137,buck,1.622980974049253,economy,2.191419979928569,sacrifice,0.0,blm laptop,1.5009279249484575,climate,0.4095532614752935,crooked,1.3089916808057458
138,americans,1.6167324088452597,enemy,2.1891489201712004,rðÿ šyouðÿ,0.0,hillary,1.4995267439014883,climate change,0.4095532614752935,communist,1.3076463069645754
139,blm,1.6077211925262471,watch,2.167625986602606,rðÿ,0.0,troll,1.4987958172069031,spirit,0.409534260970999,lives,1.3015994590733768
140,retard,1.5894448574724964,dems ruin,2.164816368862197,râ youâ,0.0,angry,1.4975027762751512,hide,0.4090831123199293,send basement,1.2958967203241876
141,gobble gobble,1.5853175297485294,job,2.164370673978092,râ,0.0,media,1.492390470518188,pocket,0.4089116841098442,sleepy creepy,1.2939086800494628
142,bide,1.570807446737917,zombie,2.162816587108688,rsbntrump2020,0.0,information,1.491138168736034,help,0.3971564993444094,dick,1.278215211274946
143,marxist,1.5699992681897903,tear,2.160804655585228,rsbnrnc,0.0,scamdemic,1.485070266287945,face,0.3941716378166932,believe,1.2714525099895362
144,fail,1.5485795480276765,taxi,2.1563927514606167,ronald,0.0,network,1.4765239134039327,kick,0.3922766030629869,defund,1.2543219359499662
145,year failure,1.5473382402326834,blue,2.1395641703222035,rsbnredwave,0.0,last,1.476062334714308,sight,0.3919079407954292,little,1.2491386994246303
146,oh,1.535887886029748,ðÿ ðÿ,2.138436401206484,rsbncross,0.0,help,1.4718293915250398,fund,0.388964481353048,damn,1.2320746398383782
147,forgot,1.5354497490100547,medium,2.125471457035596,rsbnblueline,0.0,death,1.463931151896727,wh,0.3874553685900327,traitor hang,1.231942001249043
148,thing,1.5331616621894864,planet,2.109713542700489,rsbn2nda,0.0,anything,1.4624712691886848,united states,0.3866695728574012,life,1.2304817808917696
149,ever,1.5249454102958555,iq,2.0858384488746284,rsbn real,0.0,riot,1.4435607265553043,illegal,0.3840256079494342,puppet,1.2226270064073457
150,ca nt,1.5238347960077498,swamp,2.0847161183596143,rsbn please,0.0,hard,1.437792378771635,states,0.383531918574777,let,1.2178748108271995
151,cheating,1.5222183677394976,chat,2.0816769057665248,rsbn great,0.0,commie,1.4312249528488592,vice president,0.3818727651355788,boycott,1.2174365228207078
152,smell,1.5219421288087438,support,2.0676344521866703,rsbn fox,0.0,round,1.426838612447416,hair,0.3816244281145259,donald,1.1989620199640196
153,corruption,1.5123153015155144,lefty,2.0673858649660226,rsbn bring,0.0,almost,1.42253083998795,win,0.3813582099975462,enemy,1.192638817856701
154,suit,1.497639260417717,complete,2.051423812704124,respect,0.0,swamp,1.3977228267775033,hunter,0.3798983652101859,cheat,1.190891453318197
155,screw,1.4865140234673524,socialists,2.047184649929648,rsbn,0.0,lied,1.3883802397818463,2024,0.3795991115758131,care,1.1860362201277557
156,socialism,1.4604353507561074,place,2.0471096346673123,rsb network,0.0,change,1.3816014424586571,holy,0.3795425029035008,leftist,1.1853371212052866
157,god,1.454209998742438,much,2.028875855062995,rsb,0.0,control,1.3800393077120985,vice,0.3785717566420034,buck fiden,1.1759113451295995
158,horrible,1.4430457051723038,looter,2.0,round corner,0.0,shoot,1.3692537506015483,sleep,0.3774061044254687,chat,1.161306618825232
159,total,1.4287051661186083,kneegas,2.0,round,0.0,sign,1.3494964525459765,elite,0.3748363357853442,eat shit,1.1594301638647757
160,old man,1.4151401550880909,covid,1.9758185292251629,rose red,0.0,good,1.342819445763268,run country,0.3735078786888938,dementia forgot,1.157334439970986
161,play,1.409740040682952,election,1.9752809461328915,rose,0.0,laptop matter,1.3373901518111388,rid,0.3728648868492975,black dementia,1.157334439970986
162,reporter,1.4078450276505077,live,1.9665099354551128,room,0.0,leave,1.3291555142038414,accomplish,0.3713138967692704,kkk hunter,1.157334439970986
163,looter,1.3924441023408425,safe,1.9515350844934745,rsbndjt,0.0,doctor,1.3289155137878623,anything,0.3713138967692704,forgot kkk,1.157334439970986
164,also,1.39190960714022,head,1.9495140231742067,rsbndjtmaga,0.0,large,1.316860210119963,united,0.3701878582780144,fall,1.1385851891782626
165,den,1.385686679093077,laptop,1.9428486312607816,rsbndonpunish,0.0,wo,1.3154934969878775,ty,0.367325004177943,red black,1.1347121341743402
166,hurt,1.3847630511045654,show,1.9402070431901728,rsbnloltrump,0.0,joke,1.3124863436176923,establishment,0.3672119708713967,fauci,1.1334394484933177
167,baby,1.3813778391047182,choice,1.9247651784294213,rsbnredcalif _rsbnredcalif,0.0,lockdown,1.2943844772136468,watch,0.3668657423922536,put,1.1331776546000665
168,full,1.380359852898162,jobs,1.9222645279891184,rsbnredcalif,0.0,play,1.2877967114364135,hoax,0.3665312428803172,buck,1.129262245288457
169,enjoy,1.3696086393546796,happen,1.9205728043353152,rsbnqanon,0.0,dog,1.2788750722691238,high school,0.3656083419988991,goo,1.1290828635056616
170,brain dead,1.3618234280133437,ðÿ choice,1.8744162339674493,rsbnpence _rsbnpence,0.0,left,1.274924894751822,duo,0.3652220697247181,weak,1.1194612911737578
171,orange,1.3567466043521748,suck ðÿ,1.8744162339674493,rsbnpence,0.0,brain,1.2640884010527818,son hunter,0.3652220697247181,hunter crack,1.1155852471559606
172,hole,1.352572899428658,hope,1.8532332039147252,rsbnnojoe,0.0,choice,1.2621100438382644,part,0.3649568636896889,forgot,1.1155852471559606
173,fox news,1.3434529809659344,terrorist,1.8522976284783832,rsbnmagahat,0.0,gitmo,1.259417233132628,girl,0.3640942292841685,rose red,1.1155852471559606
174,doctor,1.3289155137878623,sell,1.85213787246084,rsbnlogo _rsbnlogo,0.0,raise taxi,1.258173792893357,destroy,0.3635717852442763,dark,1.111400719199931
175,garbage,1.328193227521437,good,1.8402198240389092,rsbnetwork,0.0,pandemic,1.2479289007238008,mail,0.3590824268613602,democrats cheat,1.1107446386259665
176,lock whitmer,1.3273901250871507,civil,1.8386514874194853,rsbnlogo,0.0,turn,1.238061380517202,disgust,0.3584618306458703,buy,1.110431854488828
177,ugly,1.321935166099534,create,1.8385646448116717,rsbnkag,0.0,media mafia,1.2351733479317475,lap,0.3569476471886424,getting,1.1026159299556713
178,stop,1.3130359716931088,hillary,1.8382558727121665,rsbngovote _rsbngovote,0.0,great,1.230281206862606,barack,0.356688832408947,mainstream media,1.101875313059292
179,hope,1.3056096717592545,snowflake,1.834929758652188,rsbngovote,0.0,call,1.227544458277238,million,0.3528731249830253,medium,1.1011600551241072
180,globalist,1.3036755201116357,feed,1.8276863815488829,rsbnetwork jedi,0.0,twitter,1.2269648069826418,blm,0.3528024121425794,rose,1.0990167839938243
181,mask,1.2981220550500108,democrats cheat,1.8272722152962029,rsbnetwork com,0.0,ccp owns,1.215032511991218,vienna,0.3527488360062246,joey,1.098365187110665
182,war,1.2969485722270004,tax,1.826281830744113,rsbnetwork allðÿ,0.0,butt,1.2064435865217678,room,0.3524195413914649,bin crime,1.09415225256795
183,red,1.2919994544447586,pray,1.8246087754862088,responder,0.0,step,1.2030452294851366,cry,0.3513571552984719,dogma corruption,1.09415225256795
184,hunter,1.2878081796816274,msm,1.822539361393575,republican,0.0,voting,1.2030373198415396,shoot,0.3492065219949777,corruption live,1.09415225256795
185,black,1.2722100598568824,boycott,1.820910278044729,resist,0.0,boycott,1.199051841471901,wear mask,0.3471481757170929,family traitor,1.09415225256795
186,fire,1.2608409773667717,jesus,1.8186176783781949,rally,0.0,nursing home,1.1962644704513747,buy,0.345098886513827,within bin,1.09415225256795
187,crooked xinping,1.252225461229396,libtards,1.814079124224961,raise,0.0,nursing,1.1962644704513747,lie,0.3445467745377149,loudly within,1.09415225256795
188,fracke,1.249065077353526,elect,1.8101703945863197,rain,0.0,without,1.1944657824654603,chinese,0.3423697301926164,ever,1.0888662290038205
189,wake stupid,1.2489653769443336,man suck,1.806799335977718,radio,0.0,bye bye,1.1903182436909638,sell,0.3410631007975953,failure,1.0811354995628952
190,corrupt sleepy,1.2489653769443336,losers,1.803224983838173,radical left,0.0,30330 team,1.188428539064232,strong,0.3407879121704457,uneducated,1.0735435288400137
191,stupid corrupt,1.2489653769443336,antifa,1.8018310719123205,radical,0.0,team satan,1.188428539064232,accept,0.3387154135760625,little girl,1.0734841591825124
192,show tape,1.2412894731327142,us,1.8018002318443904,radiation wave,0.0,voter fraud,1.1874002943427504,push,0.3384388493601891,change,1.0673523853200788
